matrix,row,col,value
K_aug_up,1,1,0.7074825713539977
K_aug_up,1,2,-0.5182919436843801
K_aug_up,1,3,0.010134663097277822
K_aug_down,1,1,0.7094968856754391
K_aug_down,1,2,-0.5501936235968884
K_aug_down,1,3,0.01026910729950352
