run_id,file,step_v,settle_ms,direction,success,fit_message,fit_method,fit_basis,cutoff_low_v,cutoff_high_v,usable_width_v,slope_1,slope_2,slope_3,rmse_p_bar,fit_valid,s_cutoff_low_mm,s_cutoff_high_mm,s_min_mm,s_max_mm,s_span_mm,s_cutoff_low_pct_span,s_cutoff_high_pct_span,cutoff_low_near_stroke_endpoint,cutoff_high_near_stroke_endpoint,any_stroke_endpoint_flag,bootstrap_enabled,bootstrap_reps,bootstrap_successes,bootstrap_stable,cutoff_low_ci_low,cutoff_low_ci_high,cutoff_high_ci_low,cutoff_high_ci_high
step_0.01V_settle_200ms,static_threshold_hysteresis_step_0p01v_settle_time_200ms_p_voltage_bar.csv,0.01,200,up,TRUE,NA,segmented_piecewise,raw_pressure_samples,0.5908673978247908,9.066049063180888,8.475181665356097,-1.5225e-8,0.6028,0.4305,0.04476144780926233,TRUE,0.3020623129938937,35.25173030718976,-0.0245,37.79275,37.81725,0.863527392906395,93.28079198564085,TRUE,FALSE,TRUE,FALSE,0,NA,NA,NA,NA,NA,NA
step_0.01V_settle_200ms,static_threshold_hysteresis_step_0p01v_settle_time_200ms_p_voltage_bar.csv,0.01,200,down,FALSE,segmented breakpoints failed feasibility checks,segmented_piecewise,raw_pressure_samples,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA
step_0.05V_settle_400ms,static_threshold_hysteresis_step_0p05v_settle_time_400ms_p_voltage_bar.csv,0.05,400,up,TRUE,NA,segmented_piecewise,raw_pressure_samples,0.5550205696271102,8.515865113796425,7.960844544169314,3.6728e-4,0.59846,0.045235,0.07476337404840346,TRUE,0.2795452531796424,32.86938803377566,-0.036750000000000005,34.10675,34.143499999999996,0.9263703286998768,96.37599552997104,TRUE,TRUE,TRUE,FALSE,0,NA,NA,NA,NA,NA,NA
step_0.05V_settle_400ms,static_threshold_hysteresis_step_0p05v_settle_time_400ms_p_voltage_bar.csv,0.05,400,down,TRUE,NA,segmented_piecewise,raw_pressure_samples,0.5000053458889736,8.363223659138972,7.863218313249999,9.7953e-4,0.602,0.05976,0.07781695581759118,TRUE,1.4897564952551028,34.06144898244524,-0.03266666666666667,34.289500000000004,34.32216666666667,4.435684893402522,99.33555763023479,TRUE,TRUE,TRUE,FALSE,0,NA,NA,NA,NA,NA,NA
step_0.10V_settle_600ms,static_threshold_hysteresis_step_0p10v_settle_time_600ms_p_voltage_bar.csv,0.1,600,up,TRUE,NA,segmented_piecewise,raw_pressure_samples,0.5576893488546546,9.594667657961795,9.03697830910714,1.135e-8,0.60039,0.40114,0.018275589295179633,TRUE,0.3230074480360345,37.67702672108444,-0.049,38.794,38.842999999999996,0.9577206910795627,97.12438977701115,TRUE,TRUE,TRUE,FALSE,0,NA,NA,NA,NA,NA,NA
step_0.10V_settle_600ms,static_threshold_hysteresis_step_0p10v_settle_time_600ms_p_voltage_bar.csv,0.1,600,down,TRUE,NA,segmented_piecewise,raw_pressure_samples,0.5313333285841666,9.49999999216057,8.968666663576403,-8.0929e-8,0.6028,0.45457,0.02561475228396052,TRUE,1.5613016539270268,38.64774998945597,0,38.8675,38.8675,4.0169850232894495,99.43461758398654,TRUE,TRUE,TRUE,FALSE,0,NA,NA,NA,NA,NA,NA
