variant,chosen_variant,global_selected,evaluated_variant,controller_family,input_dataset,data_split_policy,prediction_dataset_role,selection_dataset_role,sampling_time_s,n_samples,n_holds_total,n_holds_full,n_steady_points_accepted,uses_creep_compensation,uses_dynamic_pressure_reference,transient_profile_horizon_s,transient_lookup_source,n_runtime_observables,branch_deadband_mm,position_deadband_mm,integral_state_limit,stable_model,spectral_radius,one_step_rmse_s_mm,one_step_rmse_p_bar,ten_step_rmse_s_mm,ten_step_rmse_p_bar,gain_l1_norm,max_abs_gain_s,max_abs_gain_p,min_abs_integral_gain,selection_score_primary,selection_eligible,selection_note,tracking_rms_mm,tracking_overshoot_mm,control_effort_mean_abs_v,settled_error_rms_mm,settled_error_p2p_mm,settled_command_p2p_v,settled_velocity_rms_mm_s,rise_time_s_10_90,settling_time_s_2pct,peak_time_s,overshoot_mm,overshoot_pct,steady_state_bias_mm,IAE_mm_s,ISE_mm2_s,ITAE_mm_s2,control_residual_rms_v,command_total_variation_v,saturation_fraction
lookup_only_feedforward,False,False,True,feedforward_only_baseline,experiment/excitation_experiment_100hz_15min_4s_hold.csv,single_dataset_no_hold_split,single_dataset_in_sample,single_dataset_simulation,0.01,334802,839,837,837,True,False,3.99,open_loop_steady_state_lookup,0,0.14,0.04,0.0,True,0.9952135463954683,0.04705436135703658,0.008479759862801342,0.34891282511014665,0.05416250047325136,0.0,0.0,0.0,,,False,comparison_baseline_not_ranked_against_feedback_controllers,3.038260680215971,10.195975958060341,0.0,1.1451441099402022,0.5259663722399736,0.0725120288646636,1.8237913129810424,0.6877777777777778,0.9533333333333335,1.0663333333333334,0.019912978178132514,0.426546375044122,0.31645457537507127,10.552243514592817,41.32749436722579,3.9037092642386924,0.0,5.913107789944908,0.0
