branch,s_ref_mm,u_ff_v,p_ff_bar
up,4.395,1.777,0.74
up,4.5275041876046895,1.9550000000000003,0.8200000000000001
up,4.6600083752093795,2.112,0.9199999999999999
up,4.79251256281407,2.2784999999999997,1.02
up,4.92501675041876,2.2784999999999997,1.0600000000000005
up,5.05752093802345,2.3104999999999993,1.0600000000000005
up,5.19002512562814,2.3104999999999993,1.0999999999999996
up,5.32252931323283,2.3679999999999986,1.12
up,5.455033500837521,2.399000000000001,1.1599999999999993
up,5.587537688442211,2.4460000000000015,1.1799999999999997
up,5.720041876046901,2.478999999999999,1.2200000000000006
up,5.852546063651591,2.5219999999999985,1.2400000000000002
up,5.985050251256281,2.564,1.2799999999999994
up,6.117554438860971,2.622,1.3000000000000007
up,6.250058626465661,2.706000000000003,1.3199999999999985
up,6.382562814070352,2.740000000000002,1.3599999999999994
up,6.515067001675042,2.786999999999999,1.3999999999999986
up,6.647571189279732,2.8400000000000034,1.4200000000000017
up,6.780075376884422,2.8770000000000024,1.4600000000000009
up,6.912579564489112,2.918999999999997,1.4800000000000004
up,7.045083752093802,2.997,1.5
up,7.177587939698492,3.0260000000000034,1.5199999999999996
up,7.310092127303182,3.0529999999999973,1.5599999999999987
up,7.442596314907872,3.076999999999998,1.5800000000000018
up,7.575100502512562,3.129000000000005,1.6000000000000014
up,7.707604690117252,3.176000000000002,1.6199999999999974
up,7.840108877721943,3.218999999999994,1.6400000000000006
up,7.972613065326633,3.242999999999995,1.6799999999999997
up,8.105117252931322,3.301000000000002,1.7000000000000028
up,8.237621440536014,3.337999999999994,1.7199999999999989
up,8.370125628140704,3.394999999999996,1.740000000000002
up,8.502629815745394,3.4110000000000014,1.759999999999998
up,8.635134003350084,3.4309999999999974,1.7800000000000011
up,8.767638190954774,3.4680000000000035,1.7999999999999972
up,8.900142378559464,3.5235000000000056,1.7999999999999972
up,9.032646566164154,3.5235000000000056,1.8400000000000034
up,9.165150753768843,3.528000000000006,1.8400000000000034
up,9.297654941373532,3.578000000000003,1.8599999999999994
up,9.430159128978223,3.625,1.8999999999999986
up,9.562663316582912,3.6710000000000065,1.9200000000000017
up,9.695167504187603,3.701999999999998,1.9399999999999977
up,9.827671691792297,3.7309999999999945,1.9399999999999977
up,9.960175879396983,3.744333333333325,1.9399999999999977
up,10.092680067001677,3.744333333333325,1.9599999999999962
up,10.225184254606363,3.744333333333325,1.9599999999999962
up,10.357688442211057,3.8059999999999974,1.9599999999999962
up,10.490192629815745,3.8059999999999974,2
up,10.622696817420437,3.8170000000000073,2.019999999999996
up,10.755201005025125,3.8389999999999986,2.019999999999996
up,10.887705192629817,3.8969999999999914,2.0400000000000063
up,11.020209380234505,3.9540000000000077,2.0799999999999983
up,11.152713567839196,3.960000000000008,2.0999999999999943
up,11.285217755443886,3.9950000000000045,2.1200000000000045
up,11.417721943048576,4.028999999999996,2.1400000000000006
up,11.550226130653266,4.050000000000011,2.1400000000000006
up,11.682730318257956,4.099500000000006,2.1599999999999966
up,11.815234505862646,4.099500000000006,2.180000000000007
up,11.947738693467336,4.1229999999999905,2.200000000000003
up,12.080242881072028,4.1440000000000055,2.219999999999999
up,12.212747068676716,4.215500000000006,2.219999999999999
up,12.345251256281408,4.215500000000006,2.239999999999995
up,12.477755443886098,4.242999999999995,2.260000000000005
up,12.610259631490788,4.248999999999995,2.280000000000001
up,12.742763819095478,4.31750000000001,2.280000000000001
up,12.875268006700168,4.31750000000001,2.299999999999997
up,13.007772194304858,4.348500000000001,2.299999999999997
up,13.140276381909548,4.348500000000001,2.319999999999993
up,13.272780569514238,4.381,2.319999999999993
up,13.405284757118928,4.381,2.3400000000000034
up,13.537788944723616,4.418999999999997,2.3400000000000034
up,13.67029313232831,4.418999999999997,2.3599999999999994
up,13.802797319933,4.458999999999989,2.3599999999999994
up,13.93530150753769,4.458999999999989,2.3799999999999955
up,14.067805695142381,4.4809999999999945,2.4199999999999875
up,14.200309882747067,4.541999999999973,2.4199999999999875
up,14.33281407035176,4.560999999999979,2.460000000000008
up,14.465318257956447,4.612000000000023,2.460000000000008
up,14.59782244556114,4.672500000000014,2.460000000000008
up,14.730326633165827,4.701000000000022,2.4799999999999898
up,14.86283082077052,4.725000000000023,2.5
up,14.99533500837521,4.7309999999999945,2.5
up,15.1278391959799,4.7309999999999945,2.555000000000007
up,15.26034338358459,4.763000000000005,2.555000000000007
up,15.39284757118928,4.763000000000005,2.5600000000000023
up,15.52535175879397,4.7830000000000155,2.5600000000000023
up,15.65785594639866,4.7830000000000155,2.5800000000000125
up,15.79036013400335,4.817999999999984,2.5800000000000125
up,15.92286432160804,4.817999999999984,2.5999999999999943
up,16.05536850921273,4.84699999999998,2.6200000000000045
up,16.187872696817422,4.879499999999979,2.6200000000000045
up,16.32037688442211,4.879499999999979,2.6399999999999864
up,16.452881072026802,4.882999999999981,2.6599999999999966
up,16.585385259631494,4.942999999999984,2.6599999999999966
up,16.717889447236182,4.942999999999984,2.680000000000007
up,16.85039363484087,4.978999999999985,2.680000000000007
up,16.982897822445562,4.980000000000018,2.6999999999999886
up,17.115402010050254,5.014499999999998,2.6999999999999886
up,17.24790619765494,5.014499999999998,2.6999999999999886
up,17.38041038525963,5.035000000000025,2.740000000000009
up,17.51291457286432,5.072000000000003,2.759999999999991
up,17.645418760469013,5.105500000000006,2.759999999999991
up,17.7779229480737,5.105500000000006,2.780000000000001
up,17.910427135678393,5.13300000000001,2.780000000000001
up,18.042931323283085,5.13300000000001,2.8000000000000114
up,18.175435510887773,5.184000000000026,2.8000000000000114
up,18.30793969849246,5.192000000000007,2.8000000000000114
up,18.440443886097153,5.194000000000017,2.819999999999993
up,18.572948073701845,5.208000000000027,2.8400000000000034
up,18.705452261306533,5.209000000000003,2.8400000000000034
up,18.83795644891122,5.2269999999999754,2.8600000000000136
up,18.970460636515913,5.2760000000000105,2.8600000000000136
up,19.102964824120605,5.279999999999973,2.8799999999999955
up,19.235469011725293,5.332499999999982,2.8799999999999955
up,19.367973199329985,5.332499999999982,2.9199999999999875
up,19.500477386934676,5.394499999999994,2.9199999999999875
up,19.632981574539365,5.394499999999994,2.9199999999999875
up,19.765485762144053,5.396999999999991,2.960000000000008
up,19.897989949748744,5.4220000000000255,2.960000000000008
up,20.030494137353436,5.466000000000008,2.960000000000008
up,20.162998324958124,5.466000000000008,3
up,20.295502512562813,5.5090000000000146,3
up,20.428006700167504,5.51400000000001,3.0400000000000205
up,20.560510887772196,5.578000000000003,3.0400000000000205
up,20.693015075376884,5.578000000000003,3.0600000000000023
up,20.825519262981576,5.609499999999969,3.0600000000000023
up,20.958023450586264,5.609499999999969,3.079999999999984
up,21.090527638190956,5.625999999999976,3.079999999999984
up,21.223031825795644,5.653500000000008,3.079999999999984
up,21.355536013400336,5.653500000000008,3.1000000000000227
up,21.488040201005028,5.6854999999999905,3.1000000000000227
up,21.620544388609716,5.6854999999999905,3.1000000000000227
up,21.753048576214407,5.701999999999998,3.1399999999999864
up,21.885552763819096,5.73599999999999,3.160000000000025
up,22.018056951423787,5.777500000000032,3.160000000000025
up,22.150561139028476,5.777500000000032,3.180000000000007
up,22.283065326633167,5.800000000000011,3.180000000000007
up,22.415569514237855,5.800000000000011,3.1999999999999886
up,22.548073701842547,5.831000000000017,3.1999999999999886
up,22.680577889447235,5.831000000000017,3.2200000000000273
up,22.813082077051927,5.860000000000014,3.2200000000000273
up,22.94558626465662,5.860000000000014,3.240000000000009
up,23.078090452261307,5.896000000000015,3.240000000000009
up,23.210594639866,5.896000000000015,3.259999999999991
up,23.343098827470687,5.980000000000018,3.259999999999991
up,23.47560301507538,5.998000000000047,3.259999999999991
up,23.608107202680067,6.000999999999976,3.2799999999999727
up,23.74061139028476,6.038000000000011,3.319999999999993
up,23.873115577889447,6.052999999999997,3.339999999999975
up,24.00561976549414,6.076999999999998,3.3600000000000136
up,24.138123953098827,6.09699999999998,3.3799999999999955
up,24.27062814070352,6.158500000000004,3.3799999999999955
up,24.40313232830821,6.158500000000004,3.3999999999999773
up,24.5356365159129,6.190500000000043,3.3999999999999773
up,24.66814070351759,6.190500000000043,3.420000000000016
up,24.80064489112228,6.211250000000007,3.420000000000016
up,24.93314907872697,6.211250000000007,3.4399999999999977
up,25.06565326633166,6.2379999999999995,3.4399999999999977
up,25.19815745393635,6.2379999999999995,3.4599999999999795
up,25.33066164154104,6.265500000000031,3.4599999999999795
up,25.46316582914573,6.265500000000031,3.480000000000018
up,25.59567001675042,6.313499999999976,3.480000000000018
up,25.72817420435511,6.313499999999976,3.5
up,25.8606783919598,6.344000000000051,3.519999999999982
up,25.99318257956449,6.373000000000047,3.5400000000000205
up,26.12568676716918,6.38900000000001,3.5600000000000023
up,26.25819095477387,6.461500000000001,3.5600000000000023
up,26.39069514237856,6.461500000000001,3.579999999999984
up,26.52319932998325,6.493000000000052,3.579999999999984
up,26.65570351758794,6.505999999999972,3.6000000000000227
up,26.78820770519263,6.518000000000029,3.6000000000000227
up,26.92071189279732,6.518000000000029,3.6200000000000045
up,27.053216080402013,6.5470000000000255,3.6200000000000045
up,27.1857202680067,6.553999999999974,3.6399999999999864
up,27.318224455611393,6.572999999999979,3.660000000000025
up,27.45072864321608,6.592999999999961,3.680000000000007
up,27.583232830820773,6.6480000000000246,3.680000000000007
up,27.71573701842546,6.6480000000000246,3.7200000000000273
up,27.848241206030153,6.7029999999999745,3.7200000000000273
up,27.98074539363484,6.7140000000000555,3.740000000000009
up,28.113249581239533,6.740000000000009,3.759999999999991
up,28.24575376884422,6.779999999999973,3.759999999999991
up,28.378257956448913,6.779999999999973,3.8000000000000114
up,28.510762144053604,6.830000000000041,3.8000000000000114
up,28.643266331658293,6.842499999999973,3.819999999999993
up,28.775770519262984,6.88149999999996,3.819999999999993
up,28.908274706867672,6.88149999999996,3.839999999999975
