hold_id,u_ss_v,u_prev_v,du_v,branch,n_samples,tail_fraction_used,tail_n_samples,s_ss_mm,p_ss_bar,s_tail_std_mm,p_tail_std_bar,s_tail_slope_mm_s,p_tail_slope_bar_s,steady_enough,dataset_role
335,3.256,6.171,-2.9150000000000005,down,400,0.05,20,10.216999999999999,1.6000000000000003,0.009539392014169886,2.220446049250313e-16,-0.20000000000000462,0.0,True,single_design_dataset
336,2.693,3.256,-0.5629999999999997,down,400,0.05,20,7.805000000000002,1.2600000000000002,0.008660254037844588,2.220446049250313e-16,-0.10000000000000231,0.0,True,single_design_dataset
337,4.104,2.693,1.411,up,400,0.05,20,12.458000000000002,2.1199999999999997,0.006000000000000404,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
338,3.465,4.104,-0.6390000000000002,down,400,0.05,20,10.468000000000002,1.72,0.009797958971132503,0.0,-0.09999999999999787,0.0,True,single_design_dataset
339,3.093,3.465,-0.3719999999999999,down,400,0.05,20,9.020000000000001,1.5,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
340,6.517,3.093,3.4240000000000004,up,400,0.05,20,24.264999999999997,3.56,0.013964240043769597,0.0,0.2000000000000135,0.0,True,single_design_dataset
341,5.832,6.517,-0.6850000000000005,down,400,0.05,20,22.160000000000004,3.14,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
342,4.794,5.832,-1.0380000000000003,down,400,0.05,20,17.288999999999994,2.5200000000000005,0.009949874371065988,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
343,2.414,4.794,-2.3799999999999994,down,400,0.05,20,6.933999999999999,1.1000000000000003,0.009165151389911893,2.220446049250313e-16,-0.10000000000000231,0.0,True,single_design_dataset
344,1.128,2.414,-1.2860000000000003,down,400,0.05,20,2.9959999999999996,0.32000000000000006,0.014966629547095779,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
345,2.69,1.128,1.562,up,400,0.05,20,6.540000000000001,1.2600000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
346,1.398,2.69,-1.292,down,400,0.05,20,3.3660000000000005,0.46900000000000003,0.009165151389911688,0.00994987437106618,-0.10000000000000009,0.09999999999999981,True,single_design_dataset
347,3.47,1.398,2.072,up,400,0.05,20,9.020000000000001,1.72,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
348,1.596,3.47,-1.874,down,400,0.05,20,3.8589999999999995,0.5999999999999999,0.004358898943540678,1.1102230246251565e-16,0.10000000000000009,0.0,True,single_design_dataset
349,2.814,1.596,1.218,up,400,0.05,20,6.7,1.32,0.0,0.0,0.0,0.0,True,single_design_dataset
350,3.763,2.814,0.9489999999999998,up,400,0.05,20,10.091999999999999,1.8999999999999997,0.009797958971132503,2.220446049250313e-16,0.09999999999999787,0.0,True,single_design_dataset
351,5.391,3.763,1.6280000000000001,up,400,0.05,20,17.995,2.8800000000000003,0.008660254037844203,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
352,6.863,5.391,1.4720000000000004,up,400,0.05,20,25.920000000000005,3.7600000000000002,0.010954451150104062,4.440892098500626e-16,0.2000000000000135,0.0,True,single_design_dataset
353,5.013,6.863,-1.8500000000000005,down,400,0.05,20,18.18,2.6599999999999993,0.0,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
354,6.202,5.013,1.189,up,400,0.05,20,23.196999999999996,3.38,0.007141428428542699,0.0,0.09999999999999787,0.0,True,single_design_dataset
355,4.808,6.202,-1.3940000000000001,down,400,0.05,20,17.420000000000005,2.54,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
356,5.236,4.808,0.42799999999999994,up,400,0.05,20,18.759999999999998,2.7800000000000002,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
357,3.576,5.236,-1.6599999999999997,down,400,0.05,20,11.41,1.7999999999999996,0.009999999999999787,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
358,2.148,3.576,-1.428,down,400,0.05,20,5.8919999999999995,0.9400000000000001,0.009797958971132939,1.1102230246251565e-16,-0.10000000000000231,0.0,True,single_design_dataset
359,2.632,2.148,0.484,up,400,0.05,20,6.8,1.2199999999999998,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
360,3.551,2.632,0.919,up,400,0.05,20,9.740000000000002,1.78,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
361,4.994,3.551,1.4429999999999996,up,400,0.05,20,16.308,2.64,0.009797958971132503,0.0,0.09999999999999787,0.0,True,single_design_dataset
362,1.289,4.994,-3.705,down,400,0.05,20,3.4150000000000005,0.42000000000000004,0.015329709716755905,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
363,3.277,1.289,1.9880000000000002,up,400,0.05,20,8.498000000000001,1.6000000000000003,0.005999999999999872,2.220446049250313e-16,0.09999999999999787,0.0,True,single_design_dataset
364,2.652,3.277,-0.625,down,400,0.05,20,6.919999999999999,1.2399999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
365,1.878,2.652,-0.7740000000000002,down,400,0.05,20,4.6800000000000015,0.7799999999999999,1.7763568394002505e-15,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
366,3.166,1.878,1.288,up,400,0.05,20,7.925999999999999,1.5399999999999998,0.009165151389911893,2.220446049250313e-16,0.10000000000000231,0.0,True,single_design_dataset
367,4.543,3.166,1.3770000000000002,up,400,0.05,20,13.623999999999999,2.371,0.00800000000000054,0.009949874371066208,0.10000000000000675,0.0,True,single_design_dataset
368,5.68,4.543,1.1369999999999996,up,400,0.05,20,19.680999999999997,3.0600000000000005,0.011789826122551344,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
369,4.249,5.68,-1.431,down,400,0.05,20,13.819999999999999,2.2000000000000006,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
370,2.158,4.249,-2.0909999999999997,down,400,0.05,20,5.760000000000001,0.9400000000000001,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
371,1.348,2.158,-0.8099999999999998,down,400,0.05,20,3.3069999999999995,0.44000000000000006,0.009539392014169465,5.551115123125783e-17,-0.10000000000000009,0.0,True,single_design_dataset
372,2.506,1.348,1.1579999999999997,up,400,0.05,20,5.8199999999999985,1.1400000000000001,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
373,4.019,2.506,1.5130000000000003,up,400,0.05,20,11.185999999999996,2.0600000000000005,0.009165151389911483,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
374,6.183,4.019,2.1639999999999997,up,400,0.05,20,22.221,3.3600000000000003,0.013379088160259367,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
375,4.186,6.183,-1.9969999999999999,down,400,0.05,20,13.6,2.1599999999999993,0.0,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
376,5.208,4.186,1.0220000000000002,up,400,0.05,20,17.711000000000006,2.775,0.009949874371065988,0.008660254037844393,0.09999999999999787,0.0,True,single_design_dataset
377,1.199,5.208,-4.009,down,400,0.05,20,3.223000000000001,0.38,0.015842979517754874,0.0,-0.20000000000000018,0.0,True,single_design_dataset
378,2.478,1.199,1.2790000000000001,up,400,0.05,20,5.840000000000001,1.1200000000000003,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
379,2.843,2.478,0.36499999999999977,up,400,0.05,20,6.900000000000001,1.34,8.881784197001252e-16,0.0,0.0,0.0,True,single_design_dataset
380,5.022,2.843,2.1790000000000003,up,400,0.05,20,16.059999999999995,2.6599999999999993,0.010954451150103088,8.881784197001252e-16,0.19999999999999574,0.0,True,single_design_dataset
381,3.479,5.022,-1.5430000000000001,down,400,0.05,20,10.180000000000001,1.722,1.7763568394002505e-15,0.0060000000000000045,0.0,0.0,True,single_design_dataset
382,2.633,3.479,-0.8460000000000001,down,400,0.05,20,7.082000000000001,1.2199999999999998,0.005999999999999873,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
383,0.961,2.633,-1.6720000000000002,down,400,0.05,20,2.4549999999999996,0.23699999999999996,0.012449899597988744,0.007141428428542847,-0.20000000000000018,-0.09999999999999995,True,single_design_dataset
384,2.499,0.961,1.5380000000000003,up,400,0.05,20,5.659999999999999,1.1400000000000001,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
385,1.097,2.499,-1.4020000000000001,down,400,0.05,20,2.56,0.29999999999999993,0.014142135623730963,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
386,2.806,1.097,1.709,up,400,0.05,20,6.42,1.32,0.0,0.0,0.0,0.0,True,single_design_dataset
387,3.869,2.806,1.0630000000000002,up,400,0.05,20,10.299000000000003,1.9600000000000002,0.004358898943540968,2.220446049250313e-16,0.10000000000000675,0.0,True,single_design_dataset
388,3.128,3.869,-0.7410000000000001,down,400,0.05,20,8.28,1.52,0.0,0.0,0.0,0.0,True,single_design_dataset
389,3.739,3.128,0.6109999999999998,up,400,0.05,20,10.0,1.8800000000000001,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
390,5.037,3.739,1.298,up,400,0.05,20,15.964000000000004,2.6599999999999993,0.00799999999999983,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
391,1.769,5.037,-3.268,down,400,0.05,20,4.385999999999999,0.6959999999999998,0.00916515138991189,0.007999999999999962,-0.10000000000000231,0.0,True,single_design_dataset
392,5.359,1.769,3.59,up,400,0.05,20,17.615000000000002,2.86,0.01072380529476338,0.0,0.19999999999999574,0.0,True,single_design_dataset
393,7.144,5.359,1.7850000000000001,up,400,0.05,20,27.101,3.938999999999999,0.014798648586949686,0.004358898943540677,0.2000000000000135,0.10000000000000009,True,single_design_dataset
394,6.255,7.144,-0.8890000000000002,down,400,0.05,20,24.360000000000003,3.4,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
395,5.335,6.255,-0.9199999999999999,down,400,0.05,20,20.100000000000005,2.8400000000000007,3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
396,4.538,5.335,-0.7969999999999997,down,400,0.05,20,15.943000000000001,2.36,0.007141428428543333,0.0,-0.10000000000000675,0.0,True,single_design_dataset
397,1.04,4.538,-3.498,down,400,0.05,20,2.8980000000000006,0.29600000000000004,0.014000000000000014,0.007999999999999985,-0.20000000000000018,-0.09999999999999981,True,single_design_dataset
398,1.852,1.04,0.812,up,400,0.05,20,4.14,0.74,0.0,0.0,0.0,0.0,True,single_design_dataset
399,2.19,1.852,0.33799999999999986,up,400,0.05,20,4.879999999999999,0.9600000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
400,1.524,2.19,-0.6659999999999999,down,400,0.05,20,3.4799999999999995,0.5600000000000002,4.440892098500626e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
401,4.019,1.524,2.495,up,400,0.05,20,11.019000000000002,2.0600000000000005,0.0043588989435405815,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
402,2.64,4.019,-1.379,down,400,0.05,20,6.8,1.2399999999999998,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
403,3.666,2.64,1.0259999999999998,up,400,0.05,20,9.749999999999998,1.8400000000000005,0.009999999999999787,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
404,2.392,3.666,-1.274,down,400,0.05,20,6.090999999999999,1.0799999999999996,0.009949874371065986,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
405,1.232,2.392,-1.16,down,400,0.05,20,2.8869999999999996,0.3670000000000001,0.013076696830622032,0.009539392014169467,-0.20000000000000018,-0.10000000000000009,True,single_design_dataset
406,2.9,1.232,1.668,up,400,0.05,20,6.779999999999999,1.3799999999999997,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
407,2.442,2.9,-0.45799999999999974,down,400,0.05,20,5.86,1.1200000000000003,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
408,6.015,2.442,3.5729999999999995,up,400,0.05,20,21.012999999999998,3.2599999999999993,0.013076696830621742,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
409,4.508,6.015,-1.5069999999999997,down,400,0.05,20,14.834999999999999,2.3400000000000007,0.008660254037844203,8.881784197001252e-16,-0.09999999999999787,0.0,True,single_design_dataset
410,5.182,4.508,0.6740000000000004,up,400,0.05,20,17.447999999999997,2.7599999999999993,0.009797958971132503,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
411,6.529,5.182,1.3469999999999995,up,400,0.05,20,24.299,3.56,0.007681145747868445,0.0,0.19999999999999574,0.0,True,single_design_dataset
412,5.722,6.529,-0.8069999999999995,down,400,0.05,20,21.62,3.0799999999999996,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
413,6.523,5.722,0.8009999999999993,up,400,0.05,20,24.698999999999995,3.56,0.0043588989435405815,0.0,0.09999999999999787,0.0,True,single_design_dataset
414,5.664,6.523,-0.859,down,400,0.05,20,21.720000000000006,3.04,7.105427357601002e-15,0.0,0.0,0.0,True,single_design_dataset
415,6.681,5.664,1.0170000000000003,up,400,0.05,20,25.611,3.6599999999999993,0.009949874371065988,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
416,6.085,6.681,-0.5960000000000001,down,400,0.05,20,23.88,3.2999999999999994,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
417,5.194,6.085,-0.891,down,400,0.05,20,19.780999999999995,2.7599999999999993,0.00435889894354058,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
418,6.788,5.194,1.5940000000000003,up,400,0.05,20,26.226,3.72,0.009165151389911485,0.0,0.09999999999999787,0.0,True,single_design_dataset
419,6.386,6.788,-0.40200000000000014,down,400,0.05,20,25.300000000000004,3.4799999999999995,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
420,7.029,6.386,0.6429999999999998,up,400,0.05,20,27.52,3.8600000000000003,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
421,6.245,7.029,-0.7839999999999998,down,400,0.05,20,25.160000000000004,3.4,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
422,6.781,6.245,0.5359999999999996,up,400,0.05,20,26.755000000000003,3.72,0.008660254037845741,0.0,0.10000000000001563,0.0,True,single_design_dataset
423,5.245,6.781,-1.5359999999999996,down,400,0.05,20,20.621000000000002,2.782,0.0043588989435405815,0.0060000000000000045,-0.09999999999999787,0.0,True,single_design_dataset
424,2.299,5.245,-2.946,down,400,0.05,20,6.769,1.02,0.00994987437106643,0.0,-0.10000000000000231,0.0,True,single_design_dataset
425,3.124,2.299,0.8250000000000002,up,400,0.05,20,8.800000000000002,1.52,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
426,2.532,3.124,-0.5920000000000001,down,400,0.05,20,7.072,1.16,0.009797958971132939,0.0,-0.10000000000000231,0.0,True,single_design_dataset
427,3.653,2.532,1.121,up,400,0.05,20,10.419999999999998,1.8400000000000005,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
428,5.793,3.653,2.14,up,400,0.05,20,20.882999999999992,3.1199999999999997,0.009539392014169253,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
429,6.363,5.793,0.5700000000000003,up,400,0.05,20,24.112000000000002,3.4599999999999995,0.009797958971132503,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
430,2.751,6.363,-3.6120000000000005,down,400,0.05,20,8.134,1.3000000000000003,0.009165151389912298,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
431,4.976,2.751,2.225,up,400,0.05,20,16.865,2.6199999999999997,0.008660254037844203,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
432,3.489,4.976,-1.487,down,400,0.05,20,10.861,1.7399999999999998,0.004358898943540968,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
433,4.377,3.489,0.8879999999999999,up,400,0.05,20,13.959999999999999,2.2800000000000002,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
434,4.869,4.377,0.492,up,400,0.05,20,16.300000000000004,2.5600000000000005,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
435,6.096,4.869,1.2270000000000003,up,400,0.05,20,22.651000000000003,3.2999999999999994,0.009949874371065986,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
436,5.382,6.096,-0.7140000000000004,down,400,0.05,20,20.199999999999996,2.8800000000000003,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
437,6.359,5.382,0.9770000000000003,up,400,0.05,20,24.211000000000006,3.4599999999999995,0.009949874371065988,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
438,5.452,6.359,-0.907,down,400,0.05,20,20.94,2.9200000000000004,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
439,1.328,5.452,-4.124,down,400,0.05,20,3.879,0.458,0.021424285285628567,0.006000000000000005,-0.40000000000000036,-0.10000000000000009,True,single_design_dataset
440,2.17,1.328,0.8419999999999999,up,400,0.05,20,5.379999999999999,0.9400000000000001,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
441,5.983,2.17,3.8129999999999997,up,400,0.05,20,21.831999999999994,3.2400000000000007,0.009797958971132503,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
442,4.644,5.983,-1.3389999999999995,down,400,0.05,20,16.362000000000002,2.4399999999999995,0.005999999999999872,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
443,5.699,4.644,1.0549999999999997,up,400,0.05,20,20.802,3.0600000000000005,0.005999999999999873,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
444,6.785,5.699,1.0860000000000003,up,400,0.05,20,26.225,3.72,0.008660254037844201,0.0,0.09999999999999787,0.0,True,single_design_dataset
445,5.429,6.785,-1.3559999999999999,down,400,0.05,20,21.0,2.8999999999999995,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
446,6.727,5.429,1.298,up,400,0.05,20,26.183,3.680000000000001,0.007141428428542699,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
447,6.024,6.727,-0.7030000000000003,down,400,0.05,20,24.019999999999996,3.2599999999999993,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
448,5.124,6.024,-0.9000000000000004,down,400,0.05,20,19.803000000000004,2.7199999999999998,0.007141428428542699,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
449,2.788,5.124,-2.336,down,400,0.05,20,8.566,1.32,0.009165151389911487,0.0,-0.09999999999999787,0.0,True,single_design_dataset
450,1.848,2.788,-0.9399999999999997,down,400,0.05,20,5.143,0.74,0.007141428428543016,0.0,-0.10000000000000231,0.0,True,single_design_dataset
451,1.222,1.848,-0.6260000000000001,down,400,0.05,20,3.223000000000001,0.36000000000000004,0.015842979517754874,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
452,2.038,1.222,0.8159999999999998,up,400,0.05,20,4.739999999999999,0.86,8.881784197001252e-16,0.0,0.0,0.0,True,single_design_dataset
453,1.273,2.038,-0.7649999999999999,down,400,0.05,20,3.1090000000000004,0.3980000000000001,0.00994987437106621,0.0060000000000000045,-0.10000000000000009,0.0,True,single_design_dataset
454,3.485,1.273,2.2119999999999997,up,400,0.05,20,9.180000000000001,1.72,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
455,3.975,3.485,0.4900000000000002,up,400,0.05,20,11.34,2.0200000000000005,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
456,6.43,3.975,2.4549999999999996,up,400,0.05,20,23.989,3.5,0.009949874371065986,0.0,0.09999999999999787,0.0,True,single_design_dataset
457,6.946,6.43,0.516,up,400,0.05,20,26.872999999999998,3.819999999999999,0.009539392014169255,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
458,4.178,6.946,-2.768,down,400,0.05,20,14.397,2.1599999999999993,0.007141428428542699,8.881784197001252e-16,-0.09999999999999787,0.0,True,single_design_dataset
459,4.764,4.178,0.5860000000000003,up,400,0.05,20,16.420000000000005,2.5,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
460,1.94,4.764,-2.8240000000000003,down,400,0.05,20,5.3199999999999985,0.8000000000000002,1.7763568394002505e-15,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
461,1.303,1.94,-0.637,down,400,0.05,20,3.342,0.41200000000000003,0.010770329614269018,0.009797958971132692,-0.10000000000000009,0.0,True,single_design_dataset
462,1.656,1.303,0.353,up,400,0.05,20,3.819999999999999,0.6370000000000001,8.881784197001252e-16,0.007141428428542855,0.0,0.0,True,single_design_dataset
463,3.77,1.656,2.114,up,400,0.05,20,10.373,1.8999999999999997,0.009539392014170102,2.220446049250313e-16,0.10000000000000675,0.0,True,single_design_dataset
464,2.805,3.77,-0.9649999999999999,down,400,0.05,20,7.538000000000001,1.32,0.006000000000000139,0.0,-0.10000000000000231,0.0,True,single_design_dataset
465,2.026,2.805,-0.7790000000000004,down,400,0.05,20,5.1240000000000006,0.86,0.00799999999999983,0.0,-0.09999999999999787,0.0,True,single_design_dataset
466,3.118,2.026,1.092,up,400,0.05,20,7.919999999999997,1.52,2.6645352591003757e-15,0.0,0.0,0.0,True,single_design_dataset
467,1.423,3.118,-1.6949999999999998,down,400,0.05,20,3.467999999999999,0.4800000000000001,0.009797958971132722,1.1102230246251565e-16,-0.10000000000000009,0.0,True,single_design_dataset
468,4.642,1.423,3.2190000000000003,up,400,0.05,20,14.127999999999997,2.4399999999999995,0.009797958971133372,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
469,1.53,4.642,-3.112,down,400,0.05,20,3.812,0.5519999999999999,0.014696938456699083,0.009797958971132722,-0.30000000000000027,-0.10000000000000009,True,single_design_dataset
470,2.071,1.53,0.5410000000000001,up,400,0.05,20,4.72,0.8800000000000001,0.0,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
471,6.291,2.071,4.220000000000001,up,400,0.05,20,22.819999999999997,3.4200000000000004,0.015491933384829338,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
472,5.09,6.291,-1.2010000000000005,down,400,0.05,20,18.18,2.7000000000000006,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
473,6.888,5.09,1.798,up,400,0.05,20,26.349,3.78,0.009949874371065986,0.0,0.09999999999999787,0.0,True,single_design_dataset
474,5.744,6.888,-1.1440000000000001,down,400,0.05,20,22.220000000000006,3.1000000000000005,7.105427357601002e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
475,6.992,5.744,1.2480000000000002,up,400,0.05,20,27.179999999999996,3.8400000000000007,3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
476,4.727,6.992,-2.2649999999999997,down,400,0.05,20,17.469999999999995,2.4799999999999995,0.009999999999999787,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
477,7.012,4.727,2.2849999999999993,up,400,0.05,20,27.339999999999996,3.8600000000000003,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
478,6.1,7.012,-0.9119999999999999,down,400,0.05,20,24.420000000000005,3.2999999999999994,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
479,7.17,6.1,1.0700000000000003,up,400,0.05,20,28.243000000000002,3.944,0.007141428428543966,0.008000000000000007,0.10000000000001563,-0.10000000000000009,True,single_design_dataset
480,5.136,7.17,-2.034,down,400,0.05,20,20.061,2.7199999999999998,0.0043588989435405815,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
481,3.955,5.136,-1.181,down,400,0.05,20,13.807000000000002,2.0200000000000005,0.009539392014169255,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
482,2.61,3.955,-1.3450000000000002,down,400,0.05,20,7.748000000000002,1.1999999999999997,0.009797958971132503,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
483,3.773,2.61,1.1630000000000003,up,400,0.05,20,11.360000000000003,1.8999999999999997,3.552713678800501e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
484,2.244,3.773,-1.529,down,400,0.05,20,6.292,0.9800000000000001,0.009797958971132503,1.1102230246251565e-16,-0.09999999999999787,0.0,True,single_design_dataset
485,4.081,2.244,1.8370000000000002,up,400,0.05,20,12.313999999999998,2.1000000000000005,0.009165151389911485,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
486,6.484,4.081,2.4029999999999996,up,400,0.05,20,24.610000000000003,3.5400000000000005,0.009999999999999787,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
487,1.828,6.484,-4.656,down,400,0.05,20,5.090000000000001,0.7260000000000002,0.022360679774998015,0.00916515138991169,-0.3000000000000025,-0.10000000000000009,True,single_design_dataset
488,2.959,1.828,1.131,up,400,0.05,20,7.840000000000001,1.4200000000000004,8.881784197001252e-16,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
489,4.144,2.959,1.185,up,400,0.05,20,12.468999999999998,2.14,0.009949874371065986,0.0,0.09999999999999787,0.0,True,single_design_dataset
490,3.342,4.144,-0.802,down,400,0.05,20,9.842,1.64,0.005999999999999873,0.0,0.0,0.0,True,single_design_dataset
491,4.742,3.342,1.4,up,400,0.05,20,15.322999999999997,2.4799999999999995,0.007141428428542699,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
492,3.773,4.742,-0.9689999999999999,down,400,0.05,20,11.800000000000002,1.8999999999999997,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
493,5.635,3.773,1.8619999999999997,up,400,0.05,20,20.065999999999995,3.0200000000000005,0.009165151389911483,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
494,6.643,5.635,1.008,up,400,0.05,20,25.476000000000006,3.6399999999999997,0.007999999999999828,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
495,2.833,6.643,-3.8099999999999996,down,400,0.05,20,8.512,1.34,0.009797958971132503,0.0,-0.09999999999999787,0.0,True,single_design_dataset
496,4.832,2.833,1.9989999999999997,up,400,0.05,20,16.199999999999996,2.54,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
497,2.48,4.832,-2.352,down,400,0.05,20,7.130000000000001,1.1200000000000003,0.009999999999999787,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
498,3.272,2.48,0.7919999999999998,up,400,0.05,20,9.161999999999999,1.6000000000000003,0.005999999999999872,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
499,0.994,3.272,-2.2779999999999996,down,400,0.05,20,2.7739999999999996,0.25999999999999995,0.014282856857085711,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
500,2.309,0.994,1.3150000000000002,up,400,0.05,20,5.42,1.02,0.0,0.0,0.0,0.0,True,single_design_dataset
501,6.624,2.309,4.3149999999999995,up,400,0.05,20,24.883999999999993,3.62,0.014966629547095446,0.0,0.19999999999999574,0.0,True,single_design_dataset
502,4.212,6.624,-2.412,down,400,0.05,20,14.160000000000002,2.18,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
503,3.376,4.212,-0.8359999999999999,down,400,0.05,20,10.319999999999999,1.6599999999999997,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
