hold_id,u_ss_v,u_prev_v,du_v,branch,n_samples,tail_fraction_used,tail_n_samples,s_ss_mm,p_ss_bar,s_tail_std_mm,p_tail_std_bar,s_tail_slope_mm_s,p_tail_slope_bar_s,steady_enough,dataset_role
166,5.855,4.604,1.2510000000000003,up,400,0.05,20,21.62,3.1599999999999993,0.0,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
167,6.704,5.855,0.8489999999999993,up,400,0.05,20,25.641,3.680000000000001,0.004358898943540581,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
168,5.366,6.704,-1.338,down,400,0.05,20,20.443,2.86,0.007141428428542699,0.0,-0.09999999999999787,0.0,True,single_design_dataset
169,6.562,5.366,1.1960000000000006,up,400,0.05,20,25.137999999999998,3.5799999999999996,0.005999999999999872,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
170,3.384,6.562,-3.1780000000000004,down,400,0.05,20,10.708999999999998,1.6800000000000002,0.00994987437106687,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
171,1.892,3.384,-1.492,down,400,0.05,20,5.019999999999999,0.7799999999999999,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
172,2.57,1.892,0.6779999999999999,up,400,0.05,20,6.379999999999999,1.18,8.881784197001252e-16,0.0,0.0,0.0,True,single_design_dataset
173,1.475,2.57,-1.0949999999999998,down,400,0.05,20,3.5400000000000005,0.5389999999999999,4.440892098500626e-16,0.004358898943540678,0.0,0.10000000000000009,True,single_design_dataset
174,3.017,1.475,1.5419999999999998,up,400,0.05,20,7.340000000000001,1.4600000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
175,1.37,3.017,-1.6469999999999998,down,400,0.05,20,3.1699999999999995,0.46000000000000013,0.011832159566199242,1.1102230246251565e-16,-0.20000000000000018,0.0,True,single_design_dataset
176,4.529,1.37,3.159,up,400,0.05,20,13.313999999999998,2.36,0.009165151389911485,0.0,0.09999999999999787,0.0,True,single_design_dataset
177,5.155,4.529,0.6260000000000003,up,400,0.05,20,16.736,2.7400000000000007,0.007999999999999828,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
178,6.139,5.155,0.984,up,400,0.05,20,22.168,3.3400000000000007,0.009797958971132503,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
179,3.521,6.139,-2.6180000000000003,down,400,0.05,20,10.638,1.7600000000000002,0.006000000000000405,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
180,2.332,3.521,-1.189,down,400,0.05,20,6.130000000000001,1.0399999999999998,0.009999999999999787,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
181,4.883,2.332,2.551,up,400,0.05,20,15.456999999999997,2.5799999999999996,0.007141428428543333,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
182,5.752,4.883,0.8689999999999998,up,400,0.05,20,20.174,3.1000000000000005,0.009165151389911487,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
183,3.005,5.752,-2.747,down,400,0.05,20,8.556,1.4400000000000002,0.00800000000000054,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
184,4.278,3.005,1.2729999999999997,up,400,0.05,20,12.860000000000003,2.2199999999999998,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
185,3.262,4.278,-1.0159999999999996,down,400,0.05,20,9.379999999999999,1.6000000000000003,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
186,5.748,3.262,2.486,up,400,0.05,20,20.002999999999997,3.1000000000000005,0.009539392014169253,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
187,6.379,5.748,0.6309999999999993,up,400,0.05,20,23.544999999999998,3.4799999999999995,0.008660254037844203,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
188,5.93,6.379,-0.44899999999999984,down,400,0.05,20,22.360000000000003,3.2000000000000006,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
189,6.511,5.93,0.5810000000000004,up,400,0.05,20,24.56,3.56,0.0,0.0,0.0,0.0,True,single_design_dataset
190,4.701,6.511,-1.8100000000000005,down,400,0.05,20,16.824999999999996,2.4729999999999994,0.008660254037844203,0.009539392014169463,-0.09999999999999787,0.0,True,single_design_dataset
191,6.225,4.701,1.524,up,400,0.05,20,23.267999999999994,3.38,0.009797958971132503,0.0,0.09999999999999787,0.0,True,single_design_dataset
192,4.979,6.225,-1.2459999999999996,down,400,0.05,20,18.259999999999998,2.64,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
193,4.508,4.979,-0.4710000000000001,down,400,0.05,20,15.920000000000002,2.36,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
194,3.35,4.508,-1.158,down,400,0.05,20,10.355,1.6599999999999997,0.008660254037844203,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
195,4.87,3.35,1.52,up,400,0.05,20,16.199999999999996,2.5600000000000005,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
196,2.487,4.87,-2.383,down,400,0.05,20,6.999,1.1400000000000001,0.009949874371065986,2.220446049250313e-16,-0.19999999999999574,0.0,True,single_design_dataset
197,3.306,2.487,0.819,up,400,0.05,20,9.06,1.6200000000000003,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
198,5.232,3.306,1.9260000000000002,up,400,0.05,20,17.557,2.7800000000000002,0.007141428428542699,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
199,4.821,5.232,-0.4110000000000005,down,400,0.05,20,16.38,2.54,0.0,0.0,0.0,0.0,True,single_design_dataset
200,1.221,4.821,-3.5999999999999996,down,400,0.05,20,3.2439999999999998,0.394,0.01743559577416252,0.00916515138991169,-0.29999999999999805,-0.10000000000000009,True,single_design_dataset
201,2.054,1.221,0.8329999999999997,up,400,0.05,20,4.659999999999999,0.8800000000000001,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
202,3.953,2.054,1.899,up,400,0.05,20,10.997,2.0200000000000005,0.007141428428542699,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
203,2.642,3.953,-1.311,down,400,0.05,20,6.919999999999999,1.2399999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
204,2.056,2.642,-0.5859999999999999,down,400,0.05,20,5.099999999999999,0.8800000000000001,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
205,3.409,2.056,1.3529999999999998,up,400,0.05,20,8.72,1.6800000000000002,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
206,3.011,3.409,-0.3979999999999997,down,400,0.05,20,7.840000000000001,1.4600000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
207,6.479,3.011,3.468,up,400,0.05,20,23.589000000000006,3.5400000000000005,0.011789826122553004,4.440892098500626e-16,0.2000000000000135,0.0,True,single_design_dataset
208,3.911,6.479,-2.568,down,400,0.05,20,12.218,2.0,0.006000000000000405,0.0,-0.10000000000000675,0.0,True,single_design_dataset
209,5.043,3.911,1.1320000000000001,up,400,0.05,20,16.694999999999997,2.68,0.008660254037844203,0.0,0.09999999999999787,0.0,True,single_design_dataset
210,2.68,5.043,-2.363,down,400,0.05,20,7.400000000000001,1.2600000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
211,5.458,2.68,2.778,up,400,0.05,20,18.535000000000004,2.9200000000000004,0.008660254037844203,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
212,3.392,5.458,-2.0660000000000003,down,400,0.05,20,10.056999999999999,1.6800000000000002,0.007141428428543333,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
213,6.083,3.392,2.6910000000000003,up,400,0.05,20,21.872999999999998,3.2999999999999994,0.009539392014169255,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
214,4.611,6.083,-1.4720000000000004,down,400,0.05,20,15.777999999999997,2.4200000000000004,0.005999999999999872,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
215,3.249,4.611,-1.3619999999999997,down,400,0.05,20,9.651999999999997,1.6000000000000003,0.009797958971132503,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
216,2.191,3.249,-1.0580000000000003,down,400,0.05,20,5.8199999999999985,0.9600000000000002,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
217,3.666,2.191,1.475,up,400,0.05,20,10.080000000000002,1.8400000000000005,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
218,4.37,3.666,0.7040000000000002,up,400,0.05,20,13.080000000000002,2.2599999999999993,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
219,6.832,4.37,2.4619999999999997,up,400,0.05,20,25.596000000000004,3.7399999999999998,0.010198039027186745,4.440892098500626e-16,0.2000000000000135,0.0,True,single_design_dataset
220,4.033,6.832,-2.7989999999999995,down,400,0.05,20,13.116,2.0600000000000005,0.00799999999999983,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
221,5.537,4.033,1.5039999999999996,up,400,0.05,20,19.441,2.96,0.004358898943540581,0.0,0.09999999999999787,0.0,True,single_design_dataset
222,4.609,5.537,-0.9279999999999999,down,400,0.05,20,15.860000000000003,2.4200000000000004,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
223,3.002,4.609,-1.6070000000000002,down,400,0.05,20,8.801000000000002,1.4600000000000002,0.009949874371066363,2.220446049250313e-16,-0.20000000000000462,0.0,True,single_design_dataset
224,4.167,3.002,1.165,up,400,0.05,20,12.599999999999998,2.14,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
225,2.027,4.167,-2.1399999999999997,down,400,0.05,20,5.36,0.86,0.0,0.0,0.0,0.0,True,single_design_dataset
226,2.766,2.027,0.7389999999999999,up,400,0.05,20,6.959999999999999,1.3000000000000003,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
227,3.729,2.766,0.9630000000000001,up,400,0.05,20,10.22,1.8800000000000001,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
228,1.839,3.729,-1.8900000000000001,down,400,0.05,20,4.638,0.76,0.005999999999999873,0.0,0.0,0.0,True,single_design_dataset
229,3.687,1.839,1.8479999999999999,up,400,0.05,20,9.879999999999999,1.86,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
230,4.864,3.687,1.177,up,400,0.05,20,15.202000000000002,2.5600000000000005,0.006000000000000405,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
231,3.535,4.864,-1.3289999999999997,down,400,0.05,20,10.34,1.78,0.0,0.0,0.0,0.0,True,single_design_dataset
232,1.488,3.535,-2.047,down,400,0.05,20,3.6669999999999994,0.5259999999999998,0.009539392014169465,0.009165151389911688,-0.10000000000000009,0.10000000000000009,True,single_design_dataset
233,3.586,1.488,2.098,up,400,0.05,20,9.419999999999998,1.7999999999999996,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
234,4.577,3.586,0.9910000000000001,up,400,0.05,20,13.737,2.3999999999999995,0.007141428428542699,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
235,6.065,4.577,1.4880000000000004,up,400,0.05,20,21.585,3.28,0.013964240043770169,0.0,0.2000000000000135,0.0,True,single_design_dataset
236,3.758,6.065,-2.3070000000000004,down,400,0.05,20,11.599,1.8999999999999997,0.004358898943540581,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
237,4.521,3.758,0.7629999999999999,up,400,0.05,20,14.180000000000001,2.36,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
238,1.094,4.521,-3.4269999999999996,down,400,0.05,20,2.8650000000000007,0.32000000000000006,0.016583123951777017,5.551115123125783e-17,-0.30000000000000027,0.0,True,single_design_dataset
239,2.668,1.094,1.574,up,400,0.05,20,6.260000000000001,1.2399999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
240,1.722,2.668,-0.9460000000000002,down,400,0.05,20,4.040000000000001,0.6799999999999999,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
241,3.866,1.722,2.144,up,400,0.05,20,10.360000000000003,1.9600000000000002,3.552713678800501e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
242,7.121,3.866,3.2550000000000003,up,400,0.05,20,26.724,3.9200000000000004,0.013564659966250248,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
243,5.146,7.121,-1.9750000000000005,down,400,0.05,20,18.600000000000005,2.7400000000000007,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
244,5.738,5.146,0.5920000000000005,up,400,0.05,20,20.839999999999996,3.0949999999999998,3.552713678800501e-15,0.008660254037844393,0.0,0.10000000000000009,True,single_design_dataset
245,3.24,5.738,-2.498,down,400,0.05,20,9.643999999999997,1.6000000000000003,0.00799999999999983,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
246,4.02,3.24,0.7799999999999994,up,400,0.05,20,12.0,2.0600000000000005,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
247,2.722,4.02,-1.2979999999999996,down,400,0.05,20,7.547999999999999,1.2800000000000002,0.009797958971132503,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
248,3.869,2.722,1.1470000000000002,up,400,0.05,20,11.020000000000001,1.9600000000000002,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
249,5.813,3.869,1.9439999999999995,up,400,0.05,20,20.406000000000002,3.14,0.009165151389913114,0.0,0.10000000000001563,0.0,True,single_design_dataset
250,4.76,5.813,-1.053,down,400,0.05,20,16.375999999999998,2.5,0.007999999999999828,0.0,-0.09999999999999787,0.0,True,single_design_dataset
251,5.305,4.76,0.5449999999999999,up,400,0.05,20,18.360000000000003,2.82,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
252,4.299,5.305,-1.0059999999999993,down,400,0.05,20,14.338,2.2199999999999998,0.005999999999999873,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
253,6.02,4.299,1.7209999999999992,up,400,0.05,20,21.815,3.2599999999999993,0.008660254037844203,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
254,5.32,6.02,-0.6999999999999993,down,400,0.05,20,19.44,2.8400000000000007,0.0,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
255,1.853,5.32,-3.4670000000000005,down,400,0.05,20,4.984000000000001,0.748,0.00799999999999983,0.00979795897113272,-0.09999999999999787,0.10000000000000009,True,single_design_dataset
256,2.93,1.853,1.0770000000000002,up,400,0.05,20,7.56,1.3999999999999997,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
257,3.378,2.93,0.44799999999999995,up,400,0.05,20,9.020000000000001,1.6779999999999997,1.7763568394002505e-15,0.0060000000000000045,0.0,0.0,True,single_design_dataset
258,2.955,3.378,-0.42300000000000004,down,400,0.05,20,7.979999999999999,1.4200000000000004,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
259,3.836,2.955,0.8809999999999998,up,400,0.05,20,10.681999999999999,1.9399999999999995,0.005999999999999873,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
260,2.859,3.836,-0.9769999999999999,down,400,0.05,20,7.740000000000002,1.3599999999999999,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
261,4.677,2.859,1.8179999999999996,up,400,0.05,20,14.381,2.46,0.004358898943540581,0.0,0.0,0.0,True,single_design_dataset
262,3.083,4.677,-1.5939999999999994,down,400,0.05,20,8.672999999999998,1.5,0.009539392014169255,0.0,-0.09999999999999787,0.0,True,single_design_dataset
263,6.464,3.083,3.3810000000000002,up,400,0.05,20,23.685999999999996,3.5200000000000005,0.014282856857085396,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
264,4.909,6.464,-1.5550000000000006,down,400,0.05,20,17.296999999999997,2.5940000000000003,0.007141428428542699,0.009165151389911688,-0.09999999999999787,0.10000000000000009,True,single_design_dataset
265,2.443,4.909,-2.4659999999999997,down,400,0.05,20,6.75,1.1000000000000003,0.009999999999999787,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
266,3.279,2.443,0.8359999999999999,up,400,0.05,20,8.837,1.6090000000000004,0.007141428428542698,0.00994987437106621,-0.09999999999999787,-0.10000000000000009,True,single_design_dataset
267,6.119,3.279,2.84,up,400,0.05,20,22.009999999999998,3.3199999999999994,0.009999999999999787,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
268,6.684,6.119,0.5650000000000004,up,400,0.05,20,25.184999999999995,3.6599999999999993,0.008660254037844201,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
269,5.961,6.684,-0.7229999999999999,down,400,0.05,20,22.920000000000005,3.22,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
270,4.917,5.961,-1.0440000000000005,down,400,0.05,20,17.929000000000002,2.6000000000000005,0.009949874371065988,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
271,3.482,4.917,-1.4349999999999996,down,400,0.05,20,10.897,1.7209999999999996,0.007141428428542699,0.004358898943540677,-0.09999999999999787,0.0,True,single_design_dataset
272,5.276,3.482,1.7939999999999996,up,400,0.05,20,18.240000000000002,2.7999999999999994,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
273,4.214,5.276,-1.0619999999999994,down,400,0.05,20,14.059999999999999,2.18,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
274,4.68,4.214,0.4659999999999993,up,400,0.05,20,15.540000000000003,2.46,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
275,3.708,4.68,-0.9719999999999995,down,400,0.05,20,11.800000000000002,1.8800000000000001,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
276,5.964,3.708,2.2560000000000002,up,400,0.05,20,21.597000000000005,3.22,0.007141428428543965,0.0,0.10000000000001563,0.0,True,single_design_dataset
277,7.177,5.964,1.2129999999999992,up,400,0.05,20,27.613,3.9599999999999986,0.009539392014169255,1.3322676295501878e-15,0.09999999999999787,0.0,True,single_design_dataset
278,6.741,7.177,-0.43599999999999994,down,400,0.05,20,26.68,3.7000000000000006,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
279,3.082,6.741,-3.659,down,400,0.05,20,9.575,1.5,0.012449899597988468,0.0,-0.19999999999999574,0.0,True,single_design_dataset
280,3.964,3.082,0.8820000000000001,up,400,0.05,20,12.240000000000002,2.0200000000000005,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
281,5.461,3.964,1.4970000000000003,up,400,0.05,20,19.259999999999998,2.9200000000000004,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
282,6.662,5.461,1.2009999999999996,up,400,0.05,20,25.438,3.6399999999999997,0.005999999999999872,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
283,4.878,6.662,-1.7839999999999998,down,400,0.05,20,17.919000000000004,2.5799999999999996,0.004358898943541355,4.440892098500626e-16,-0.10000000000001563,0.0,True,single_design_dataset
284,2.766,4.878,-2.112,down,400,0.05,20,8.285,1.3000000000000003,0.008660254037844971,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
285,4.098,2.766,1.3319999999999999,up,400,0.05,20,12.620000000000001,2.1000000000000005,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
286,4.992,4.098,0.8940000000000001,up,400,0.05,20,16.821999999999996,2.64,0.005999999999999873,0.0,0.09999999999999787,0.0,True,single_design_dataset
287,3.513,4.992,-1.479,down,400,0.05,20,10.974000000000002,1.7399999999999998,0.009165151389911485,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
288,2.88,3.513,-0.633,down,400,0.05,20,8.460000000000003,1.3799999999999997,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
289,2.208,2.88,-0.6719999999999997,down,400,0.05,20,6.029999999999999,0.9800000000000001,0.010000000000000231,1.1102230246251565e-16,-0.10000000000000231,0.0,True,single_design_dataset
290,3.49,2.208,1.282,up,400,0.05,20,9.620000000000001,1.7399999999999998,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
291,2.801,3.49,-0.6890000000000001,down,400,0.05,20,7.740000000000002,1.32,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
292,4.716,2.801,1.915,up,400,0.05,20,14.829999999999998,2.4799999999999995,0.009999999999999787,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
293,1.357,4.716,-3.359,down,400,0.05,20,3.5690000000000004,0.46000000000000013,0.0194679223339318,1.1102230246251565e-16,-0.30000000000000027,0.0,True,single_design_dataset
294,4.376,1.357,3.019,up,400,0.05,20,13.053,2.2779999999999996,0.0095393920141701,0.006000000000000005,0.10000000000000675,0.0,True,single_design_dataset
295,5.301,4.376,0.9249999999999998,up,400,0.05,20,17.815,2.82,0.008660254037844203,0.0,0.09999999999999787,0.0,True,single_design_dataset
296,6.369,5.301,1.0679999999999996,up,400,0.05,20,23.608,3.4599999999999995,0.009797958971132503,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
297,4.443,6.369,-1.9260000000000002,down,400,0.05,20,15.255,2.3039999999999994,0.008660254037844203,0.008000000000000007,-0.09999999999999787,0.0,True,single_design_dataset
298,3.489,4.443,-0.9539999999999997,down,400,0.05,20,10.857000000000001,1.7399999999999998,0.007141428428542698,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
299,1.879,3.489,-1.6099999999999999,down,400,0.05,20,5.019999999999999,0.7799999999999999,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
300,1.057,1.879,-0.8220000000000001,down,400,0.05,20,2.692,0.2800000000000001,0.01326649916142161,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
301,2.524,1.057,1.467,up,400,0.05,20,5.86,1.16,0.0,0.0,0.0,0.0,True,single_design_dataset
302,3.222,2.524,0.698,up,400,0.05,20,8.123,1.5799999999999996,0.007141428428543333,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
303,2.092,3.222,-1.13,down,400,0.05,20,5.1800000000000015,0.9200000000000003,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
304,3.204,2.092,1.112,up,400,0.05,20,8.0,1.5599999999999998,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
305,2.628,3.204,-0.5760000000000001,down,400,0.05,20,6.659999999999999,1.2199999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
306,1.346,2.628,-1.282,down,400,0.05,20,3.1699999999999995,0.44000000000000006,0.011832159566199242,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
307,3.159,1.346,1.8129999999999997,up,400,0.05,20,7.6800000000000015,1.5399999999999998,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
308,1.422,3.159,-1.7369999999999999,down,400,0.05,20,3.2880000000000003,0.484,0.00979795897113272,0.008000000000000007,-0.10000000000000009,0.10000000000000009,True,single_design_dataset
309,2.678,1.422,1.256,up,400,0.05,20,6.08,1.2399999999999998,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
310,4.415,2.678,1.737,up,400,0.05,20,12.652,2.2919999999999994,0.009797958971132503,0.00979795897113272,0.09999999999999787,0.10000000000000009,True,single_design_dataset
311,3.673,4.415,-0.742,down,400,0.05,20,10.419999999999998,1.86,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
312,3.159,3.673,-0.5140000000000002,down,400,0.05,20,8.599999999999998,1.5399999999999998,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
313,1.929,3.159,-1.2299999999999998,down,400,0.05,20,4.739999999999999,0.8000000000000002,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
314,3.461,1.929,1.5319999999999998,up,400,0.05,20,8.856000000000003,1.72,0.00799999999999983,0.0,0.09999999999999787,0.0,True,single_design_dataset
315,5.081,3.461,1.6200000000000006,up,400,0.05,20,16.089000000000006,2.7000000000000006,0.009949874371067756,4.440892098500626e-16,0.10000000000001563,0.0,True,single_design_dataset
316,3.055,5.081,-2.0260000000000002,down,400,0.05,20,8.430999999999997,1.48,0.009949874371065986,0.0,-0.09999999999999787,0.0,True,single_design_dataset
317,1.1,3.055,-1.955,down,400,0.05,20,2.7100000000000004,0.31399999999999995,0.01341640786499875,0.009165151389911688,-0.30000000000000027,-0.10000000000000009,True,single_design_dataset
318,3.539,1.1,2.439,up,400,0.05,20,9.070000000000004,1.7600000000000002,0.009999999999999787,2.220446049250313e-16,0.09999999999999787,0.0,True,single_design_dataset
319,5.957,3.539,2.4179999999999997,up,400,0.05,20,20.749,3.22,0.009949874371067756,0.0,0.10000000000001563,0.0,True,single_design_dataset
320,4.438,5.957,-1.5190000000000001,down,400,0.05,20,14.5,2.2999999999999994,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
321,5.369,4.438,0.931,up,400,0.05,20,18.297000000000004,2.86,0.007141428428542697,0.0,0.09999999999999787,0.0,True,single_design_dataset
322,6.426,5.369,1.0570000000000004,up,400,0.05,20,23.737000000000002,3.5,0.007141428428542697,0.0,0.09999999999999787,0.0,True,single_design_dataset
323,5.053,6.426,-1.3730000000000002,down,400,0.05,20,18.186,2.68,0.009165151389911487,0.0,-0.09999999999999787,0.0,True,single_design_dataset
324,6.371,5.053,1.3180000000000005,up,400,0.05,20,23.755,3.4799999999999995,0.008660254037845741,4.440892098500626e-16,0.10000000000001563,0.0,True,single_design_dataset
325,5.712,6.371,-0.6590000000000007,down,400,0.05,20,21.660000000000004,3.0799999999999996,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
326,6.12,5.712,0.40800000000000036,up,400,0.05,20,22.920000000000005,3.3199999999999994,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
327,4.814,6.12,-1.306,down,400,0.05,20,17.514999999999997,2.54,0.008660254037844201,0.0,-0.09999999999999787,0.0,True,single_design_dataset
328,5.665,4.814,0.851,up,400,0.05,20,20.740000000000002,3.04,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
329,3.32,5.665,-2.345,down,400,0.05,20,10.398,1.64,0.010770329614268779,0.0,-0.19999999999999574,0.0,True,single_design_dataset
330,4.585,3.32,1.2650000000000001,up,400,0.05,20,14.959999999999999,2.3999999999999995,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
331,6.474,4.585,1.8890000000000002,up,400,0.05,20,24.327999999999996,3.530000000000001,0.009797958971132503,0.010000000000000009,0.09999999999999787,0.0,True,single_design_dataset
332,4.679,6.474,-1.795,down,400,0.05,20,16.722,2.46,0.005999999999999872,0.0,-0.09999999999999787,0.0,True,single_design_dataset
333,4.239,4.679,-0.4400000000000004,down,400,0.05,20,14.51,2.18,0.009999999999999787,0.0,-0.09999999999999787,0.0,True,single_design_dataset
334,6.171,4.239,1.9320000000000004,up,400,0.05,20,22.955999999999996,3.3600000000000003,0.00799999999999983,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
