hold_id,branch,n_samples,full_modal_n,is_full_hold,u_prev_v,u_cmd_v,delta_u_v,duration_s,tail_n_samples,s_start_mm,s_terminal_mm,p_start_bar,p_terminal_bar,displacement_step_mm,s_terminal_sd_mm,p_terminal_sd_bar,s_terminal_slope_mm_s,p_terminal_slope_bar_s,accepted_for_creep,exclusion_reason
88,down,400,400,TRUE,4.585,3.137,-1.448,4,20,13.36,8.375,2.4,1.54,-4.984999999999999,0.008885233166386985,0,-0.11278195488721225,0,TRUE,NA
89,down,400,400,TRUE,3.137,1.737,-1.4,4,20,8.36,4.02,1.54,0.7,-4.34,0,0,0,0,TRUE,NA
90,up,400,400,TRUE,1.737,5.265,3.5279999999999996,4,20,4.02,16.549999999999997,0.7,2.8,12.529999999999998,0.010259783520851322,0,0.15037593984959,0,TRUE,NA
91,up,400,400,TRUE,5.265,6.372,1.1070000000000002,4,20,16.56,22.751,2.8,3.48,6.1910000000000025,0.010208355710682404,0,0.14887218045117515,0,TRUE,NA
92,up,400,400,TRUE,6.372,7.094,0.7220000000000004,4,20,22.76,26.544999999999998,3.48,3.9,3.7849999999999966,0.008885233166386196,0,0.11278195488724757,0,TRUE,NA
93,down,400,400,TRUE,7.094,5.86,-1.234,4,20,26.56,22.158,3.9,3.16,-4.4019999999999975,0.006155870112510793,0,-0.03007518796992192,0,TRUE,NA
94,down,400,400,TRUE,5.86,3.543,-2.317,4,20,22.14,10.715,3.16,1.78,-11.425,0.008885233166386985,0,-0.1127819548872137,0,TRUE,NA
95,up,400,400,TRUE,3.543,5.734,2.191,4,20,10.7,20.064999999999998,1.78,3.08,9.364999999999998,0.008885233166386196,0,0.11278195488719955,0,TRUE,NA
96,up,400,400,TRUE,5.734,6.482,0.7480000000000002,4,20,20.08,23.977,3.08,3.54,3.897000000000002,0.007326950970650309,0,0.07669172932331074,0,TRUE,NA
97,down,400,400,TRUE,6.482,5.133,-1.3490000000000002,4,20,23.98,18.52,3.54,2.72,-5.460000000000001,0,0,0,0,TRUE,NA
98,up,400,400,TRUE,5.133,6.325,1.1920000000000002,4,20,18.52,23.408,2.72,3.44,4.888000000000002,0.010052493799002263,0,0.1443609022556981,0,TRUE,NA
99,up,400,400,TRUE,6.325,7.037,0.7119999999999997,4,20,23.42,26.737,3.44,3.8729999999999998,3.3169999999999966,0.007326950970650309,0.009787209698591866,0.07669172932337602,-0.02556390977442678,TRUE,NA
100,down,400,400,TRUE,7.037,6.695,-0.34199999999999964,4,20,26.74,26.1,3.88,3.672,-0.639999999999997,0,0.010052493799000702,0,0.14436090225564546,FALSE,small_command_step
101,down,400,400,TRUE,6.695,5.197,-1.4980000000000002,4,20,26.1,19.492,3.68,2.76,-6.6080000000000005,0.010052493799000478,0,-0.14436090225564682,0,TRUE,NA
102,down,400,400,TRUE,5.197,2.105,-3.092,4,20,19.48,5.659,2.76,0.92,-13.821000000000002,0.004472135954999683,0,-0.028571428571424504,0,TRUE,NA
103,up,400,400,TRUE,2.105,3.017,0.9119999999999999,4,20,5.64,7.82,0.92,1.46,2.1800000000000006,0,0,0,0,TRUE,NA
104,up,400,400,TRUE,3.017,4.766,1.749,4,20,7.82,14.967,1.46,2.5,7.147,0.00978720969859165,0,0.13684210526313667,0,TRUE,NA
