variant,chosen_variant,input_dataset,data_split_policy,controller_family,sampling_time_s,n_samples,n_holds_total,n_holds_full,steady_tail_fraction,n_steady_points_total,n_steady_points_accepted,schedule_available,schedule_match_holds,schedule_match_commands,uses_lookup_prefilter,uses_branchwise_dynamics,uses_piecewise_feedforward_correction,uses_velocity_state,uses_creep_compensation,uses_dynamic_pressure_reference,transient_profile_horizon_s,transient_lookup_source,uses_pressure_filter,stable_model,spectral_radius,evaluation_stable_model,evaluation_spectral_radius,prediction_dataset_role,selection_dataset_role,one_step_rmse_s_mm,one_step_rmse_p_bar,ten_step_rmse_s_mm,ten_step_rmse_p_bar,tracking_rms_mm,tracking_overshoot_mm,control_effort_mean_abs_v,settled_error_rms_mm,settled_error_p2p_mm,settled_command_p2p_v,settled_velocity_rms_mm_s,rise_time_s_10_90,settling_time_s_2pct,peak_time_s,overshoot_mm,overshoot_pct,steady_state_bias_mm,abs_steady_state_bias_mm,IAE_mm_s,ISE_mm2_s,ITAE_mm_s2,control_residual_rms_v,command_total_variation_v,saturation_fraction,integral_state_limit,validation_ok,q_s,q_p,q_v,q_i,branch_deadband_mm,position_deadband_mm,q_diag,r_value,state_names,n_runtime_observables,gain_l1_norm,max_abs_gain_s,max_abs_gain_p,min_abs_integral_gain,velocity_filter_tau_s,velocity_slope_window_samples,velocity_position_prefilter_tau_s,velocity_filter_alpha,velocity_position_prefilter_alpha,pressure_filter_tau_s,search_grid_boundary_hit,search_grid_boundary_fields,selection_gate_tracking_factor,selection_gain_penalty_exponent,selection_score_formula,selection_primary_metrics,selection_tie_break_metrics,selection_best_tracking_rms_mm,selection_tracking_gate_passed,selection_eligibility_passed,selection_gate_used,selection_score_primary,selection_ranked_pool_member,recommended_variant_order
lookup_plus_branchwise_minimal_LQI,True,experiment/excitation_experiment_100hz_15min_4s_hold.csv,single_dataset_no_hold_split,minimal_branchwise_lqi,0.01,334802,839,837,0.05,837,837,True,True,True,True,True,False,False,True,True,3.99,open_loop_steady_state_lookup,False,True,0.995213546395389,True,0.995213546395389,single_dataset_in_sample,single_dataset_simulation,0.04705436135705267,0.008479759862799995,0.34891282511019134,0.05416250047323868,1.7539380851750348,10.386617329947173,0.6640001181874515,0.10452791267660395,0.09170937644807677,0.1614184368848887,0.4821051141485413,0.31483333333333335,0.5356666666666666,0.9761666666666666,0.0722751321081194,1.1767948490395763,0.008503506012847595,0.008503506012847595,3.720216289329348,14.264462658995877,0.6133470894252424,1.0290244572555418,26.364233957528423,0.08833333333333333,20.0,True,7.25,5.0,,0.0011,0.14,0.05,7.25|5|0.0011,10.0,s_tilde|p_tilde|e_I,3,2.505868794707487,0.7094968856754391,0.5501936235968884,0.010134663097277822,,,,,,,True,q_p|r|branch_deadband_mm,1.12,3.0,0.18*norm_abs_steady_state_bias_mm + 0.10*norm_settled_error_p2p_mm + 0.10*norm_ITAE_mm_s2 + 0.04*norm_tracking_rms_mm + 0.08*norm_overshoot_pct + 0.07*norm_settling_time_s_2pct + 0.17*norm_settled_command_p2p_v + 0.15*norm_settled_velocity_rms_mm_s + 0.20*(norm_max_abs_gain_s^3),abs_steady_state_bias_mm|settled_error_p2p_mm|ITAE_mm_s2|tracking_rms_mm|overshoot_pct|settling_time_s_2pct|settled_command_p2p_v|settled_velocity_rms_mm_s|max_abs_gain_s,saturation_fraction|command_total_variation_v|gain_l1_norm,1.7389099066048415,True,True,True,1.0698844926512785,True,lookup_plus_branchwise_minimal_LQI>lookup_plus_branchwise_minimal_LQI_VEL
lookup_plus_branchwise_minimal_LQI_VEL,False,experiment/excitation_experiment_100hz_15min_4s_hold.csv,single_dataset_no_hold_split,minimal_branchwise_lqi_vel,0.01,334802,839,837,0.05,837,837,True,True,True,True,True,False,True,True,True,3.99,open_loop_steady_state_lookup,False,True,0.9970839662266245,True,0.9970839662266245,single_dataset_in_sample,single_dataset_simulation,0.046960038023943794,0.008430672930606335,0.3482689221006852,0.05360550334582661,1.7389099066048415,10.383438551506712,0.6760036687476134,0.10290509008848531,0.08839661249941483,0.19441204594705047,0.5752822312457249,0.311,0.5665,0.8871666666666667,0.0736179163321743,1.197032780213441,0.015135646943717123,0.015135646943717123,3.6584721019364927,14.060203096167442,0.5970588561030751,1.0354765642115662,27.63693966667661,0.08924242424242423,20.0,True,7.5,5.0,0.025,0.0011,0.14,0.05,7.5|5|0.025|0.0011,10.0,s_tilde|p_tilde|v_hat_mm_s|e_I,4,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,0.33,29.0,0.08,0.9701515036966302,0.8824969025845955,,True,q_s|q_p|r|branch_deadband_mm|velocity_filter_tau_s|velocity_position_prefilter_tau_s,1.12,3.0,0.18*norm_abs_steady_state_bias_mm + 0.10*norm_settled_error_p2p_mm + 0.10*norm_ITAE_mm_s2 + 0.04*norm_tracking_rms_mm + 0.08*norm_overshoot_pct + 0.07*norm_settling_time_s_2pct + 0.17*norm_settled_command_p2p_v + 0.15*norm_settled_velocity_rms_mm_s + 0.20*(norm_max_abs_gain_s^3),abs_steady_state_bias_mm|settled_error_p2p_mm|ITAE_mm_s2|tracking_rms_mm|overshoot_pct|settling_time_s_2pct|settled_command_p2p_v|settled_velocity_rms_mm_s|max_abs_gain_s,saturation_fraction|command_total_variation_v|gain_l1_norm,1.7389099066048415,True,True,True,1.2641208288331844,True,lookup_plus_branchwise_minimal_LQI>lookup_plus_branchwise_minimal_LQI_VEL
