hold_id,u_ss_v,u_prev_v,du_v,branch,n_samples,tail_fraction_used,tail_n_samples,s_ss_mm,p_ss_bar,s_tail_std_mm,p_tail_std_bar,s_tail_slope_mm_s,p_tail_slope_bar_s,steady_enough,u_ff_v,p_ff_bar,u_abs_error_v,p_abs_error_bar,dataset_role
65,4.691,6.843,-2.152,down,400,0.05,20,15.779999999999996,2.46,3.552713678800501e-15,0.0,0.0,0.0,True,4.570740604663648,2.3921001621330245,0.12025939533635199,0.06789983786697551,single_design_dataset
68,4.958,7.136,-2.178,down,400,0.05,20,17.659000000000002,2.6199999999999997,0.004358898943540581,4.440892098500626e-16,-0.09999999999999787,0.0,True,4.880619730207978,2.5754088066537535,0.07738026979202228,0.04459119334624617,single_design_dataset
69,3.767,4.958,-1.1910000000000003,down,400,0.05,20,11.741000000000001,1.9200000000000004,0.007681145747868445,4.440892098500626e-16,-0.19999999999999574,0.0,True,3.7229182494513164,1.8823214007271527,0.04408175054868346,0.03767859927284767,single_design_dataset
73,5.66,6.697,-1.037,down,400,0.05,20,21.100000000000005,3.04,3.552713678800501e-15,0.0,0.0,0.0,True,5.54326474956349,2.9710144347362095,0.11673525043651001,0.06898556526379052,single_design_dataset
75,4.189,6.617,-2.428,down,400,0.05,20,14.032999999999998,2.1599999999999993,0.009539392014169255,8.881784197001252e-16,-0.09999999999999787,0.0,True,4.205706481085264,2.171575695008125,0.01670648108526418,0.01157569500812583,single_design_dataset
76,3.76,4.189,-0.42900000000000027,down,400,0.05,20,11.839,1.8999999999999997,0.004358898943540581,2.220446049250313e-16,-0.09999999999999787,0.0,True,3.7580067355892712,1.903308284298631,0.001993264410728557,0.003308284298631392,single_design_dataset
78,3.239,6.139,-2.9000000000000004,down,400,0.05,20,9.66,1.6000000000000003,0.008944271909998969,2.220446049250313e-16,-0.19999999999999574,0.0,True,3.2099529217679517,1.574297854919732,0.029047078232048218,0.025702145080268357,single_design_dataset
79,2.018,3.239,-1.221,down,400,0.05,20,5.1450000000000005,0.86,0.008660254037844588,0.0,-0.10000000000000231,0.0,True,1.9481349615699342,0.8124575966155094,0.06986503843006564,0.04754240338449056,single_design_dataset
82,1.476,3.723,-2.247,down,400,0.05,20,3.4059999999999997,0.5199999999999999,0.014282856857085711,1.1102230246251565e-16,-0.20000000000000018,0.0,True,1.3540811430065334,0.45345132154475215,0.1219188569934666,0.06654867845524776,single_design_dataset
84,1.558,3.674,-2.1159999999999997,down,400,0.05,20,3.508,0.575,0.00979795897113272,0.008660254037844347,0.0,0.09999999999999953,True,1.3931218220516717,0.47606070067173867,0.16487817794832837,0.09893929932826129,single_design_dataset
88,3.137,4.585,-1.448,down,400,0.05,20,8.375000000000004,1.5399999999999998,0.008660254037844971,2.220446049250313e-16,-0.10000000000000675,0.0,True,2.9417886000615874,1.4071462197605444,0.19521139993841263,0.13285378023945538,single_design_dataset
89,1.737,3.137,-1.4,down,400,0.05,20,4.019999999999999,0.6999999999999998,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,1.5595808768508055,0.5712704270204142,0.1774191231491946,0.12872957297958565,single_design_dataset
93,5.86,7.094,-1.234,down,400,0.05,20,22.158000000000005,3.1599999999999993,0.005999999999999872,8.881784197001252e-16,0.0,0.0,True,5.789377854793555,3.1247367163426882,0.07062214520644527,0.03526328365731102,single_design_dataset
94,3.543,5.86,-2.317,down,400,0.05,20,10.714999999999998,1.78,0.008660254037844971,0.0,-0.10000000000000675,0.0,True,3.466897430810885,1.7231507893478903,0.07610256918911507,0.05684921065210968,single_design_dataset
97,5.133,6.482,-1.3490000000000002,down,400,0.05,20,18.519999999999996,2.7199999999999998,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,5.099396623000727,2.7064882912134625,0.03360337699927296,0.013511708786537291,single_design_dataset
100,6.695,7.037,-0.34199999999999964,down,400,0.05,20,26.100000000000005,3.6720000000000006,3.552713678800501e-15,0.009797958971132722,0.0,0.10000000000000009,True,6.65669788972995,3.6485623157767804,0.038302110270050704,0.023437684223220234,single_design_dataset
101,5.197,6.695,-1.4980000000000002,down,400,0.05,20,19.492000000000004,2.7599999999999993,0.009797958971132503,4.440892098500626e-16,-0.09999999999999787,0.0,True,5.226937027675854,2.781676967579782,0.029937027675853933,0.02167696757978277,single_design_dataset
102,2.105,5.197,-3.092,down,400,0.05,20,5.659,0.9200000000000003,0.004358898943540774,2.220446049250313e-16,-0.10000000000000231,0.0,True,2.121342021252529,0.9168711321219505,0.016342021252528927,0.003128867878049779,single_design_dataset
105,2.528,4.766,-2.238,down,400,0.05,20,6.7379999999999995,1.16,0.006000000000000139,0.0,-0.10000000000000231,0.0,True,2.5115292940614284,1.1543625182278794,0.016470705938571584,0.005637481772120534,single_design_dataset
107,5.603,6.174,-0.5710000000000006,down,400,0.05,20,20.44,3.0200000000000005,0.0,4.440892098500626e-16,0.0,0.0,True,5.350198194527252,2.850351065867623,0.2528018054727479,0.16964893413237725,single_design_dataset
108,3.138,5.603,-2.465,down,400,0.05,20,9.107,1.52,0.009539392014169253,0.0,-0.09999999999999787,0.0,True,3.0792521794525496,1.4907995433670322,0.05874782054745031,0.029200456632967775,single_design_dataset
111,5.807,6.536,-0.7289999999999992,down,400,0.05,20,21.94,3.14,0.0,0.0,0.0,0.0,True,5.763369666330236,3.1090759526555636,0.0436303336697641,0.030924047344436545,single_design_dataset
112,4.182,5.807,-1.625,down,400,0.05,20,14.0,2.1599999999999993,0.0,8.881784197001252e-16,0.0,0.0,True,4.204003818454418,2.1703965946984405,0.02200381845441779,0.01039659469844123,single_design_dataset
114,6.118,6.503,-0.3849999999999998,down,400,0.05,20,23.360000000000003,3.3199999999999994,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,6.0688050617864,3.2897269293802185,0.0491949382136001,0.030273070619780906,single_design_dataset
115,4.213,6.118,-1.9050000000000002,down,400,0.05,20,14.342999999999998,2.18,0.007141428428542696,0.0,-0.09999999999999787,0.0,True,4.256179349966687,2.1992845584209872,0.04317934996668704,0.019284558420987086,single_design_dataset
118,3.794,6.5,-2.706,down,400,0.05,20,12.391,1.9200000000000004,0.009949874371065986,4.440892098500626e-16,-0.09999999999999787,0.0,True,3.8748905048840148,1.972710477731748,0.08089050488401472,0.05271047773174753,single_design_dataset
120,4.456,6.99,-2.534,down,400,0.05,20,15.607000000000005,2.32,0.009539392014169253,0.0,-0.09999999999999787,0.0,True,4.542955525126532,2.3721989476957512,0.08695552512653126,0.052198947695751396,single_design_dataset
121,3.285,4.456,-1.1710000000000003,down,400,0.05,20,10.089000000000002,1.6200000000000003,0.009949874371065986,2.220446049250313e-16,-0.09999999999999787,0.0,True,3.3301040363030703,1.6454708612967277,0.04510403630307014,0.025470861296727376,single_design_dataset
122,2.259,3.285,-1.0260000000000002,down,400,0.05,20,6.122000000000002,1.0,0.005999999999999873,0.0,-0.09999999999999787,0.0,True,2.2870212652551616,1.0188685331908385,0.028021265255161687,0.018868533190838477,single_design_dataset
124,2.319,3.012,-0.6930000000000001,down,400,0.05,20,6.034999999999999,1.0399999999999998,0.008660254037844586,2.220446049250313e-16,-0.10000000000000231,0.0,True,2.2525896288918568,0.9975308504645689,0.06641037110814318,0.042469149535430906,single_design_dataset
125,0.998,2.319,-1.321,down,400,0.05,20,2.3819999999999997,0.25600000000000006,0.014000000000000012,0.008000000000000007,-0.20000000000000018,-0.10000000000000009,True,0.6053568460197472,0.16328627712202765,0.39264315398025285,0.09271372287797242,single_design_dataset
127,1.35,2.439,-1.089,down,400,0.05,20,2.9230000000000005,0.45100000000000007,0.007141428428542856,0.009949874371066208,-0.10000000000000009,0.10000000000000009,True,1.155596890251347,0.33890573276968233,0.19440310974865316,0.11209426723031773,single_design_dataset
129,1.149,2.591,-1.4420000000000002,down,400,0.05,20,2.4599999999999995,0.33100000000000007,0.014142135623730963,0.00994987437106621,-0.20000000000000018,-0.10000000000000009,True,0.6053568460197472,0.16328627712202765,0.5436431539802529,0.16771372287797243,single_design_dataset
131,4.273,6.369,-2.096,down,400,0.05,20,13.559999999999999,2.2000000000000006,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,4.151191717698859,2.1350643637549953,0.12180828230114038,0.06493563624500531,single_design_dataset
132,2.511,4.273,-1.7619999999999996,down,400,0.05,20,6.459999999999999,1.16,8.881784197001252e-16,0.0,0.0,0.0,True,2.419218237285453,1.0995718927795748,0.09178176271454719,0.06042810722042513,single_design_dataset
