u_min_v,u_max_v,excitation_low_v,excitation_high_v,integral_state_limit,branch_selection_rule,branch_deadband_mm,anti_windup_mode,position_deadband_mm,velocity_filter_tau_s,velocity_slope_window_samples,velocity_filter_alpha,velocity_position_prefilter_tau_s,velocity_position_prefilter_alpha,min_abs_integral_gain,uses_creep_compensation,uses_dynamic_pressure_reference,transient_profile_horizon_s,transient_lookup_source,uses_pressure_filter
0.5576893488546546,8.363223659138972,0.9479660643688704,7.2,20.0,hold_previous_inside_deadband_then_sign_of_position_error,0.14,conditional_freeze,0.05,,,,,,0.010134663097277822,True,True,3.99,open_loop_steady_state_lookup,False
