branch,time_since_step_s,n_samples,n_holds,normalized_remaining_median,normalized_remaining_q10,normalized_remaining_q90,terminal_relative_s_median_mm,terminal_relative_p_median_bar,terminal_relative_p_q10_bar,terminal_relative_p_q90_bar
down,0.41000000000000003,408,408,0.3762159451780044,0.2620944504646937,0.6200069954529555,1.8909999999999991,0.21999999999999997,0.18000000000000016,0.39160000000000017
down,0.42,408,408,0.37047654693996757,0.2587731668687223,0.6101923749562785,1.8524999999999991,0.21999999999999975,0.18000000000000016,0.3599999999999999
down,0.43,408,408,0.3655077180358128,0.2545220574017332,0.6101923749562785,1.8210000000000006,0.21999999999999975,0.18000000000000016,0.3316000000000001
down,0.44,408,408,0.36259948930859687,0.250031653448092,0.6035257082896122,1.8210000000000006,0.21799999999999997,0.1800000000000001,0.30000000000000004
down,0.45,408,408,0.3554608690837805,0.24409839671259537,0.6003777544596014,1.8010000000000002,0.20850000000000002,0.17999999999999997,0.28
down,0.46,408,408,0.35156245028856503,0.23822184316992126,0.5973990310553459,1.7959999999999998,0.20000000000000018,0.17999999999999994,0.2624000000000002
down,0.47000000000000003,408,408,0.34668325434165326,0.23418137504374198,0.5954616016802118,1.7659999999999996,0.20000000000000018,0.17999999999999994,0.26
down,0.48,408,408,0.3406693089203975,0.22857786374012257,0.5869586682531951,1.746,0.20000000000000018,0.17999999999999994,0.25160000000000005
down,0.49,408,408,0.33433674562345994,0.2248914411121093,0.5868042687146973,1.7359999999999993,0.20000000000000018,0.17999999999999994,0.24
down,0.5,408,408,0.33021776214423554,0.2220397648704612,0.5868042687146973,1.7199999999999989,0.20000000000000018,0.17999999999999972,0.24
down,0.51,408,408,0.3274952240310351,0.21952374463757468,0.5803845242527839,1.7030000000000003,0.19999999999999998,0.17999999999999972,0.24
down,0.52,408,408,0.3251285294864844,0.2159478345219063,0.5762095063740487,1.6955000000000013,0.19999999999999996,0.17999999999999972,0.24
down,0.53,408,408,0.32107564937226146,0.21384227937373168,0.5762095063740487,1.6795000000000009,0.19999999999999996,0.17999999999999972,0.24
down,0.54,408,408,0.31860840570537846,0.21031478969114503,0.5698134921978133,1.6664999999999999,0.19999999999999996,0.17999999999999972,0.24
down,0.55,408,408,0.3158655832529954,0.2079306107437662,0.5656147440334001,1.6560000000000004,0.19999999999999996,0.17999999999999972,0.23999999999999996
down,0.56,408,408,0.3139842790942805,0.20443229788714457,0.5634018097334311,1.6399999999999992,0.19999999999999996,0.17939999999999964,0.23120000000000002
down,0.5700000000000001,408,408,0.3112260707891475,0.2025763613170407,0.5587730636030784,1.6295000000000006,0.19999999999999996,0.16000000000000014,0.23120000000000002
down,0.58,408,408,0.3096797032429064,0.1988556756859631,0.5547999530375567,1.6164999999999987,0.19999999999999996,0.16000000000000014,0.2259000000000001
down,0.59,408,408,0.30658655832529946,0.19467458594230866,0.5523574468085104,1.6,0.19999999999999973,0.16000000000000014,0.22000000000000008
down,0.6,408,408,0.3041617365280631,0.19233978534293733,0.5469195625086529,1.589999999999999,0.19799999999999995,0.16000000000000014,0.22000000000000006
down,0.61,408,408,0.3019470458614515,0.18977671036267998,0.5446871857755977,1.58,0.19150000000000003,0.16000000000000014,0.22000000000000003
down,0.62,408,408,0.3016931989099194,0.1872965272965273,0.543674419818151,1.5600000000000005,0.18149999999999994,0.16000000000000014,0.21999999999999997
down,0.63,408,408,0.2974992654641403,0.1825238292561917,0.5372689655172411,1.5599999999999996,0.18000000000000016,0.16000000000000011,0.21999999999999997
down,0.64,408,408,0.2973615433872913,0.17994157169185243,0.5351100650699154,1.54,0.18000000000000016,0.16000000000000003,0.21999999999999997
down,0.65,408,408,0.2932450786097397,0.17706403721265246,0.5319895483389326,1.5399999999999996,0.18000000000000016,0.16,0.21999999999999997
down,0.66,408,408,0.29302988786466333,0.1740066252789445,0.529489942528735,1.520000000000001,0.18000000000000016,0.15999999999999992,0.21999999999999997
down,0.67,408,408,0.29035040956870717,0.17180005716501748,0.5213529471648176,1.5199999999999996,0.18000000000000016,0.15999999999999992,0.21999999999999997
down,0.68,408,408,0.2875052811640201,0.1701069762372226,0.518068965517241,1.5034999999999998,0.18000000000000005,0.15999999999999992,0.21999999999999997
down,0.6900000000000001,408,408,0.2867250673854449,0.16778451273087305,0.5169374999999997,1.4935,0.18000000000000005,0.1599999999999997,0.21860000000000002
down,0.7000000000000001,408,408,0.2851291253803542,0.16484133500238554,0.5112289207868157,1.4835000000000003,0.17999999999999994,0.1599999999999997,0.2146
down,0.71,408,408,0.2824160423729686,0.1632524069544331,0.510716345990702,1.4635000000000007,0.17999999999999994,0.1599999999999997,0.2066
down,0.72,408,408,0.282162454609155,0.16166347890648072,0.5056510116492948,1.4600000000000009,0.17999999999999994,0.15939999999999963,0.20430000000000004
down,0.73,408,408,0.2788854965932796,0.16007455085852826,0.5013860712387025,1.4569999999999994,0.17999999999999994,0.15259999999999974,0.20000000000000018
down,0.74,408,408,0.27806175634018854,0.15792350082079165,0.5000797448165878,1.4400000000000008,0.17999999999999994,0.14000000000000012,0.20000000000000007
down,0.75,408,408,0.2756598618414269,0.1551547666483642,0.4959544715447153,1.4304999999999999,0.17999999999999994,0.14000000000000012,0.20000000000000007
down,0.76,408,408,0.27374813406055587,0.1546145181340476,0.48522328548644467,1.4235000000000002,0.17999999999999994,0.14000000000000012,0.20000000000000007
down,0.77,408,408,0.272237564790866,0.15342313016706607,0.4846747967479689,1.4169999999999998,0.17999999999999972,0.14000000000000012,0.20000000000000007
down,0.78,408,408,0.27018460881694495,0.15169149368576795,0.4776171835792433,1.4000000000000004,0.1765000000000001,0.14000000000000012,0.2
down,0.79,408,408,0.2693984452949324,0.14996153202271617,0.47517815918899936,1.399,0.17249999999999996,0.14000000000000012,0.19999999999999996
down,0.8,408,408,0.2685137001123213,0.14995985720446983,0.47517815918899936,1.3800000000000008,0.16650000000000012,0.14000000000000012,0.19999999999999996
down,0.81,408,408,0.2663844242706445,0.1482282207231717,0.47205660945498384,1.3789999999999996,0.16250000000000003,0.14000000000000012,0.19999999999999996
down,0.8200000000000001,408,408,0.2634244613212698,0.14649658424187362,0.46697781792632764,1.3680000000000003,0.16000000000000014,0.14,0.19999999999999996
down,0.8300000000000001,408,408,0.2634244613212698,0.1462501466999134,0.4638964167419457,1.3589999999999995,0.16000000000000014,0.14,0.19999999999999996
down,0.84,408,408,0.26100176862825053,0.14476494776057547,0.4582053598313759,1.355,0.16000000000000014,0.1399999999999999,0.19999999999999996
down,0.85,408,408,0.25881534178781307,0.14303331127927738,0.45573622402890657,1.3480000000000003,0.16000000000000014,0.13999999999999968,0.1986
down,0.86,408,408,0.25797580577107315,0.14298163117339058,0.45004516711833764,1.3349999999999995,0.16000000000000014,0.13999999999999968,0.1986
down,0.87,408,408,0.2559767319641808,0.1413473734101291,0.44525745257452565,1.325,0.16000000000000014,0.13999999999999968,0.19259999999999997
down,0.88,408,408,0.254611357851674,0.13971311564686767,0.4395204630012399,1.315,0.1600000000000001,0.13999999999999968,0.18860000000000005
down,0.89,408,408,0.2529593163775494,0.13971311564686767,0.4395204630012399,1.305,0.16000000000000003,0.13999999999999968,0.18060000000000012
down,0.9,408,408,0.2516736566951421,0.13807885788360624,0.43239524702939336,1.3005000000000004,0.16000000000000003,0.13399999999999987,0.18000000000000016
down,0.91,408,408,0.25009865824782956,0.13763598808732636,0.43239524702939336,1.2849999999999995,0.15999999999999995,0.1319000000000001,0.18000000000000016
down,0.92,408,408,0.24952211906062274,0.13644460012034484,0.4241400875547219,1.2805,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.93,408,408,0.24607631296337024,0.13481034235708336,0.4241400875547219,1.275,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.9400000000000001,408,408,0.2457670027252015,0.13436747256080347,0.42008852346091574,1.2605,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.9500000000000001,408,408,0.244340390443452,0.13436747256080347,0.41588492808005023,1.2600000000000002,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.96,408,408,0.244340390443452,0.13273321479754208,0.41352327771304637,1.255,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.97,408,408,0.23977987421383645,0.13269528236714428,0.4101938711694813,1.2400000000000002,0.15999999999999992,0.1200000000000001,0.18
down,0.98,408,408,0.23977987421383645,0.13109895703428065,0.4069580319651771,1.2385000000000002,0.1599999999999997,0.12000000000000008,0.17999999999999994
down,0.99,408,408,0.23867601872397043,0.1294646992710192,0.40391524643021665,1.2200000000000006,0.1599999999999997,0.12,0.17999999999999994
down,1,408,408,0.23823777323963308,0.1294646992710192,0.40391524643021665,1.2185000000000001,0.15799999999999992,0.11999999999999988,0.17999999999999994
down,1.01,408,408,0.23490124691955655,0.12783044150775774,0.3989557455976435,1.2005,0.14750000000000016,0.11999999999999988,0.17999999999999994
down,1.02,408,408,0.23355819967932978,0.12663905354077626,0.3963916430335408,1.2000000000000002,0.14300000000000002,0.11999999999999988,0.17999999999999994
down,1.03,408,408,0.23150806672135638,0.12619618374449637,0.3949025026869338,1.1985000000000001,0.14000000000000012,0.11999999999999982,0.17999999999999994
down,1.04,408,408,0.23079887120072679,0.12542714665554483,0.3949025026869338,1.1800000000000006,0.14000000000000012,0.11999999999999966,0.17860000000000004
down,1.05,408,408,0.22971859863373068,0.12456192598123492,0.39239049984977414,1.1799999999999997,0.14000000000000012,0.11999999999999966,0.17630000000000007
down,1.06,408,408,0.22611077297626303,0.123973519513225,0.3884538615077539,1.1685000000000003,0.14000000000000012,0.11999999999999966,0.17529999999999996
down,1.07,408,408,0.22520491803278672,0.12292766821797355,0.3858897589436513,1.1600000000000001,0.14000000000000012,0.11999999999999966,0.16860000000000003
down,1.08,408,408,0.2221885929513048,0.12247800779475404,0.3858897589436513,1.1595000000000004,0.14000000000000012,0.10000000000000009,0.16660000000000003
down,1.09,408,408,0.22125481604593195,0.12129341045471206,0.3858897589436513,1.1510000000000002,0.14000000000000012,0.10000000000000009,0.16000000000000014
down,1.1,408,408,0.21932026220988654,0.11965915269145067,0.3768770152003684,1.1400000000000006,0.14000000000000012,0.10000000000000009,0.16000000000000014
down,1.11,408,408,0.21780195967589983,0.11965915269145067,0.3768770152003684,1.1390000000000002,0.14,0.10000000000000009,0.16000000000000014
down,1.12,408,408,0.21654592758211103,0.11802489492818921,0.3768770152003684,1.1280000000000003,0.14,0.10000000000000009,0.16000000000000014
down,1.1300000000000001,408,408,0.21427651311403229,0.11802489492818921,0.37125772198650187,1.12,0.14,0.10000000000000009,0.16000000000000014
down,1.1400000000000001,408,408,0.2128524356660542,0.11714825359790544,0.37125772198650187,1.1130000000000004,0.13999999999999999,0.10000000000000009,0.16000000000000003
down,1.1500000000000001,408,408,0.21137399508897048,0.11639063716492781,0.36786427145708595,1.1000000000000014,0.1399999999999999,0.10000000000000009,0.16000000000000003
down,1.16,408,408,0.20980840444271517,0.1159477673686479,0.36786427145708595,1.0999999999999988,0.1399999999999999,0.09999999999999987,0.16000000000000003
down,1.17,408,408,0.20872025191375873,0.11475637940166639,0.36754375863657324,1.0880000000000003,0.1399999999999999,0.09999999999999987,0.16000000000000003
down,1.18,408,408,0.20689655172413765,0.11424099931326559,0.35885152771380324,1.08,0.1399999999999999,0.09999999999999987,0.16000000000000003
down,1.19,408,408,0.20576095319903065,0.11312212163840493,0.35885152771380324,1.0785000000000005,0.1399999999999999,0.09999999999999987,0.15999999999999998
down,1.2,408,408,0.2038933132896503,0.11267925184212504,0.3562874251497008,1.0699999999999998,0.1399999999999999,0.09999999999999987,0.15999999999999998
down,1.21,408,408,0.20166150401766564,0.11072805949217604,0.3562874251497008,1.0600000000000005,0.1399999999999999,0.09999999999999964,0.15999999999999992
down,1.22,408,408,0.20095707473998145,0.10870923323203846,0.3518399099237417,1.0594999999999999,0.13999999999999968,0.09999999999999964,0.15999999999999992
down,1.23,408,408,0.19785765026932473,0.10827511124375977,0.3518399099237417,1.0549999999999997,0.13949999999999985,0.09999999999999964,0.15999999999999992
down,1.24,408,408,0.19670122209641788,0.10549258128676245,0.3430933005783301,1.0400000000000005,0.13850000000000007,0.09399999999999983,0.15999999999999992
down,1.25,408,408,0.1951587765439315,0.10406612331201492,0.3430933005783301,1.0394999999999994,0.1325,0.08000000000000007,0.15999999999999992
down,1.26,408,408,0.19227748483840823,0.10393938146646219,0.3401206636500753,1.0254999999999992,0.1285,0.08000000000000007,0.15999999999999992
down,1.27,408,408,0.19099013233973589,0.10249058410167125,0.3351432880844643,1.0199999999999996,0.123,0.08000000000000007,0.15730000000000005
down,1.28,408,408,0.18954239135960743,0.10238618164616198,0.3312217194570137,1.0194999999999999,0.1200000000000001,0.08000000000000007,0.15630000000000005
down,1.29,408,408,0.18611096153500975,0.10238618164616198,0.3302645228820337,1,0.1200000000000001,0.08000000000000007,0.15259999999999996
down,1.3,408,408,0.18539923175639322,0.10091504489132752,0.3302645228820337,1,0.1200000000000001,0.08000000000000007,0.14860000000000004
down,1.31,408,408,0.1838612745711779,0.10083298182586171,0.3198454139911028,0.9969999999999999,0.1200000000000001,0.08000000000000007,0.14660000000000004
down,1.32,408,408,0.1822239923001611,0.09933950568098385,0.31955280873900505,0.9800000000000004,0.1200000000000001,0.08,0.14000000000000012
down,1.33,408,408,0.18017357673021045,0.09933950568098385,0.31670144685587115,0.9794999999999998,0.1200000000000001,0.07999999999999985,0.14000000000000012
down,1.34,408,408,0.179648272012209,0.09826683069957784,0.31457707710867927,0.9765000000000001,0.1200000000000001,0.07999999999999978,0.14000000000000012
down,1.35,408,408,0.1773221572073168,0.09607138270946407,0.3128757764782889,0.9600000000000004,0.12000000000000005,0.07999999999999978,0.14000000000000012
down,1.36,408,408,0.17615558439824813,0.09607138270946407,0.30753718806374947,0.9580000000000011,0.12,0.07999999999999963,0.14000000000000012
down,1.37,408,408,0.1739537413329909,0.09446841342877456,0.3070333284105116,0.9550000000000001,0.12,0.07999999999999963,0.14000000000000012
down,1.3800000000000001,408,408,0.17262927712561588,0.09421842908497402,0.3070333284105116,0.9435000000000002,0.12,0.07399999999999982,0.14000000000000012
down,1.3900000000000001,408,408,0.1721894273626558,0.09311338301196664,0.3050128934002463,0.9390000000000001,0.12,0.07399999999999982,0.1400000000000001
down,1.4000000000000001,408,408,0.17041183499896526,0.0923752014534281,0.3009356993855603,0.9355000000000002,0.12,0.07399999999999982,0.14
down,1.41,408,408,0.16900808252423788,0.09152472319181176,0.29882185760068936,0.9295000000000004,0.11999999999999988,0.06000000000000005,0.14
down,1.42,408,408,0.1678620830985193,0.09085406489401379,0.29882185760068936,0.9199999999999999,0.11999999999999988,0.06000000000000005,0.14
down,1.43,408,408,0.16576114609078285,0.09013854877354069,0.29882185760068936,0.9164999999999996,0.11999999999999988,0.06000000000000005,0.14
down,1.44,408,408,0.16480931343649258,0.08932163155951607,0.2954446262452206,0.909,0.11999999999999988,0.06000000000000005,0.14
down,1.45,408,408,0.16276665612609723,0.08908777996638195,0.29053824590107047,0.9000000000000004,0.11999999999999988,0.06000000000000005,0.13999999999999996
down,1.46,408,408,0.16057522811730973,0.0883597752149496,0.2886309594578522,0.8950000000000002,0.11999999999999988,0.06000000000000005,0.1399999999999999
down,1.47,408,408,0.1601257295167796,0.08748711241981622,0.28653846153846146,0.8875000000000004,0.11999999999999988,0.06000000000000005,0.1399999999999999
down,1.48,408,408,0.15721097182042226,0.08588406862741968,0.2858507036292456,0.8800000000000008,0.11999999999999966,0.05999999999999983,0.1399999999999999
down,1.49,408,408,0.15670141891427639,0.0857180599159364,0.27839106844741246,0.8744999999999994,0.11650000000000005,0.05999999999999983,0.1399999999999999
down,1.5,408,408,0.15415763452389297,0.08464920447630937,0.27839106844741246,0.8665000000000007,0.11050000000000004,0.05999999999999976,0.1399999999999999
down,1.51,408,408,0.1529490132321727,0.08464920447630937,0.27471498811324835,0.8594999999999997,0.1065000000000001,0.05999999999999976,0.1399999999999999
down,1.52,408,408,0.15116812520016965,0.08342435854976288,0.2740968562451165,0.8539999999999999,0.10450000000000001,0.05999999999999961,0.1399999999999999
down,1.53,408,408,0.14974170611459203,0.08214880583919863,0.2740968562451165,0.8455000000000004,0.10000000000000009,0.05999999999999961,0.1399999999999999
down,1.54,408,408,0.1494901615065285,0.08212987582279321,0.26963689482470815,0.8399999999999999,0.10000000000000009,0.05999999999999961,0.13730000000000003
down,1.55,408,408,0.14667547629105698,0.08062995378761438,0.26541459957476965,0.8325000000000002,0.10000000000000009,0.05999999999999961,0.13530000000000003
down,1.56,408,408,0.14630972181663515,0.08062995378761438,0.26541459957476965,0.8239999999999998,0.10000000000000009,0.0539999999999998,0.13530000000000003
down,1.57,408,408,0.14577708897846609,0.07839126114154535,0.2637379262190157,0.8199999999999994,0.10000000000000009,0.0539999999999998,0.135
down,1.58,408,408,0.1431321325450295,0.07839126114154535,0.25571591100623636,0.809999999999998,0.10000000000000009,0.040000000000000036,0.13199999999999992
down,1.59,408,408,0.1424792139077854,0.07696500052634443,0.255618462388235,0.8000000000000007,0.10000000000000009,0.040000000000000036,0.12590000000000004
down,1.6,408,408,0.14176244588568832,0.07660962939398047,0.25496391159041804,0.7970000000000006,0.10000000000000009,0.040000000000000036,0.1200000000000001
down,1.61,408,408,0.13982734576024825,0.07660962939398047,0.25403151065801705,0.7844999999999978,0.10000000000000009,0.040000000000000036,0.1200000000000001
down,1.62,408,408,0.13850429496601918,0.0753487002497285,0.2507731958762886,0.7799999999999994,0.09999999999999998,0.040000000000000036,0.1200000000000001
down,1.6300000000000001,408,408,0.13710721236513407,0.0753049546704213,0.24540765056608824,0.7689999999999984,0.09999999999999998,0.040000000000000036,0.1200000000000001
down,1.6400000000000001,408,408,0.13586083651743516,0.0748760462423707,0.24540765056608824,0.7619999999999987,0.09999999999999998,0.040000000000000036,0.1200000000000001
down,1.6500000000000001,408,408,0.13497600885587005,0.07320191364744758,0.2442880667587988,0.7599999999999989,0.09999999999999998,0.040000000000000036,0.12000000000000008
down,1.6600000000000001,408,408,0.13314279974859045,0.07320191364744758,0.2442880667587988,0.7505000000000002,0.09999999999999998,0.040000000000000036,0.12
down,1.67,408,408,0.13140566563221112,0.07284830685819724,0.23922297297297296,0.7400000000000011,0.09999999999999987,0.039999999999999966,0.12
down,1.68,408,408,0.1305074413451367,0.070988829652196,0.2373516949152541,0.7370000000000001,0.09999999999999987,0.039999999999999744,0.12
down,1.69,408,408,0.12848268381668182,0.07021231608927427,0.23550833961947876,0.72999999999999865,0.09999999999999987,0.03999999999999959,0.12
down,1.7,408,408,0.12685155810012858,0.06876451291669883,0.23258911084998066,0.7200000000000006,0.09999999999999987,0.03999999999999959,0.12
down,1.71,408,408,0.12557699138041556,0.06699754142360241,0.22877108109924077,0.7195,0.09999999999999987,0.033999999999999773,0.12
down,1.72,408,408,0.12437794821688258,0.06593679682628616,0.22877108109924077,0.7070000000000007,0.09999999999999964,0.033999999999999773,0.12
down,1.73,408,408,0.12363338459401894,0.06431261619160825,0.2260391618000686,0.7000000000000006,0.09850000000000003,0.020000000000000018,0.12
down,1.74,408,408,0.1222709365693481,0.06270608817230061,0.22449103003426707,0.6994999999999996,0.08499999999999999,0.020000000000000018,0.12
down,1.75,408,408,0.12025930755386005,0.061613308548492104,0.2237659146750054,0.6895000000000002,0.08350000000000002,0.020000000000000018,0.12
down,1.76,408,408,0.11952191235059736,0.06099883541226396,0.22264512097699118,0.6804999999999999,0.08000000000000007,0.020000000000000018,0.12
down,1.77,408,408,0.11757562071124911,0.06020158791808025,0.21867055994503612,0.6799999999999997,0.08000000000000007,0.020000000000000018,0.11999999999999994
down,1.78,408,408,0.11593450939697916,0.058999068567743736,0.21867055994503612,0.676000000000001,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.79,408,408,0.11446299735477211,0.05834875115633668,0.21867055994503612,0.6600000000000001,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.8,408,408,0.11268353495244256,0.05644528060063632,0.21683405069344816,0.6600000000000001,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.81,408,408,0.11111111111111138,0.05644528060063632,0.21584525702172758,0.6505000000000001,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.82,408,408,0.10957294723421465,0.05420929580845017,0.21275218880852675,0.6470000000000002,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.83,408,408,0.10810469145051037,0.05420929580845017,0.2113019580900033,0.6399999999999988,0.08000000000000007,0.020000000000000018,0.11730000000000002
down,1.84,408,408,0.1068340236702712,0.05139819881201042,0.2113019580900033,0.6334999999999997,0.08000000000000007,0.020000000000000018,0.1163
down,1.85,408,408,0.10504968117908488,0.050726465614011874,0.2113019580900033,0.6259999999999994,0.08000000000000007,0.020000000000000018,0.114
down,1.86,408,408,0.10401552515412762,0.049959325207464184,0.2040536752855441,0.6205000000000007,0.08000000000000007,0.020000000000000018,0.11330000000000001
down,1.87,408,408,0.10370814189475619,0.04929848566391969,0.20356691120667814,0.6069999999999993,0.08000000000000007,0.020000000000000018,0.11230000000000001
down,1.8800000000000001,408,408,0.1019770653989464,0.049213966116212794,0.20327615237997554,0.6045000000000003,0.08000000000000002,0.020000000000000018,0.1086
down,1.8900000000000001,408,408,0.10171955065037445,0.0489124605749916,0.20245759165674165,0.6000000000000014,0.07999999999999996,0.020000000000000018,0.10500000000000001
down,1.9000000000000001,408,408,0.1004867449843875,0.048046616867884924,0.19952718676122927,0.6000000000000001,0.07999999999999996,0.020000000000000018,0.10060000000000008
down,1.9100000000000001,408,408,0.09871437929905011,0.04786559594251903,0.19589989211911418,0.5854999999999999,0.07999999999999985,0.020000000000000018,0.10000000000000009
down,1.92,408,408,0.0982413906646537,0.04786559594251903,0.1954384873820271,0.5814999999999997,0.07999999999999985,0.019999999999999952,0.10000000000000009
down,1.93,408,408,0.0967902685123948,0.04707963008609947,0.19318549714661984,0.5799999999999983,0.07999999999999985,0.01999999999999973,0.10000000000000009
down,1.94,408,408,0.09557124764938398,0.04643227692888141,0.19253425849306471,0.5785,0.07999999999999985,0.011899999999999982,0.10000000000000009
down,1.95,408,408,0.09359393262301105,0.04643227692888141,0.19194343434343433,0.5625,0.07999999999999963,0,0.10000000000000009
down,1.96,408,408,0.09246886564060802,0.045962179765534385,0.1867661684621964,0.5599999999999998,0.07800000000000007,0,0.10000000000000009
down,1.97,408,408,0.09191871080725003,0.044599071565270834,0.18644062339000508,0.556999999999999,0.07750000000000001,0,0.10000000000000003
