analysis_name,hold_id,branch,n_samples,full_modal_n,is_full_hold,hold_duration_s,terminal_tail_n_samples,terminal_tail_start_s,u_previous_v,u_cmd_v,delta_u_v,abs_delta_u_v,voltage_bin_width_v,voltage_bin_lower_v,voltage_bin_upper_v,voltage_bin_center_v,voltage_bin,s_start_mm,s_terminal_mm,p_start_bar,p_terminal_bar,s_terminal_sd_mm,p_terminal_sd_bar,s_terminal_slope_mm_s,p_terminal_slope_bar_s,terminal_stable,eligible_for_repeatability,exclusion_reason,terminal_tail_fraction,min_repeats_per_bin,max_terminal_s_sd_mm,max_terminal_s_slope_mm_s,max_terminal_p_sd_bar,max_terminal_p_slope_bar_s
local_static_map_repeatability,392,up,400,400,TRUE,4,20,3.8000000000000003,1.769,5.359,3.59,3.59,0.1,5.300000000000001,5.4,5.3500000000000005,"[5.30, 5.40)",4.38,17.62,0.7,2.86,0.011002392084403383,0,0.15488721804509806,-2.0211692034423423e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,393,up,400,400,TRUE,4,20,3.8000000000000003,5.359,7.144,1.7850000000000001,1.7850000000000001,0.1,7.1000000000000005,7.2,7.15,"[7.10, 7.20)",17.64,27.1,2.86,3.94,0.015183093090325934,0.004472135954999583,0.23909774436086553,0.028571428571423755,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,394,down,400,400,TRUE,4,20,3.8000000000000003,7.144,6.255,-0.8890000000000002,0.8890000000000002,0.1,6.2,6.3,6.25,"[6.20, 6.30)",27.12,24.36,3.94,3.4,0,0,2.17468850155984e-15,-5.529170670335641e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,395,down,400,400,TRUE,4,20,3.8000000000000003,6.255,5.335,-0.9199999999999999,0.9199999999999999,0.1,5.300000000000001,5.4,5.3500000000000005,"[5.30, 5.40)",24.36,20.1,3.4,2.84,0,0,3.119232594287056e-15,-1.5227197823990744e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,396,down,400,400,TRUE,4,20,3.8000000000000003,5.335,4.538,-0.7969999999999997,0.7969999999999997,0.1,4.5,4.6,4.55,"[4.50, 4.60)",20.1,15.94,2.84,2.36,0.007326950970650959,0,-0.0766917293232773,-1.9486675542230184e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,397,down,400,400,TRUE,4,20,3.8000000000000003,4.538,1.04,-3.498,3.498,0.1,1,1.1,1.05,"[1.00, 1.10)",15.94,2.9,2.36,0.3,0.01436369692919217,0.008207826816681217,-0.22255639097743993,-0.0962406015037586,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,398,up,400,400,TRUE,4,20,3.8000000000000003,1.04,1.852,0.812,0.812,0.1,1.8,1.9000000000000001,1.85,"[1.80, 1.90)",2.88,4.14,0.28,0.74,0,0,-6.906341030482919e-15,-4.939409202360112e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,399,up,400,400,TRUE,4,20,3.8000000000000003,1.852,2.19,0.33799999999999986,0.33799999999999986,0.1,2.1,2.2,2.1500000000000004,"[2.10, 2.20)",4.14,4.88,0.74,0.96,0,0,2.2656800340663714e-15,-4.1693077020943045e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,400,down,400,400,TRUE,4,20,3.8000000000000003,2.19,1.524,-0.6659999999999999,0.6659999999999999,0.1,1.5,1.6,1.55,"[1.50, 1.60)",4.88,3.48,0.96,0.56,0,0,-5.084367378921277e-15,9.698027153655102e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,401,up,400,400,TRUE,4,20,3.8000000000000003,1.524,4.019,2.495,2.495,0.1,4,4.1,4.05,"[4.00, 4.10)",3.48,11.02,0.56,2.06,0.004472135954999484,0,0.02857142857140775,7.522977677075389e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,402,down,400,400,TRUE,4,20,3.8000000000000003,4.019,2.64,-1.379,1.379,0.1,2.6,2.7,2.6500000000000004,"[2.60, 2.70)",11.02,6.8,2.06,1.24,0,0,-1.1058341340671281e-15,6.797058747332465e-17,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,403,up,400,400,TRUE,4,20,3.8000000000000003,2.64,3.666,1.0259999999999998,1.0259999999999998,0.1,3.6,3.7,3.6500000000000004,"[3.60, 3.70)",6.8,9.75,1.24,1.84,0.010259783520851322,0,0.1503759398496323,5.116179716181576e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,404,down,400,400,TRUE,4,20,3.8000000000000003,3.666,2.392,-1.274,1.274,0.1,2.3000000000000003,2.4000000000000004,2.3500000000000005,"[2.30, 2.40)",9.76,6.1,1.84,1.08,0.010208355710680591,0,-0.14887218045112394,1.6676779589602378e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,405,down,400,400,TRUE,4,20,3.8000000000000003,2.392,1.232,-1.16,1.16,0.1,1.2000000000000002,1.3000000000000003,1.2500000000000002,"[1.20, 1.30)",6.08,2.88,1.08,0.36,0.01341640786499875,0.009787209698591866,-0.20300751879699175,-0.13684210526315801,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,406,up,400,400,TRUE,4,20,3.8000000000000003,1.232,2.9,1.668,1.668,0.1,2.9000000000000004,3.0000000000000004,2.95,"[2.90, 3.00)",2.86,6.78,0.36,1.38,0,0,-2.845508079027688e-15,-1.03328736297032e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,407,down,400,400,TRUE,4,20,3.8000000000000003,2.9,2.442,-0.45799999999999974,0.45799999999999974,0.1,2.4000000000000004,2.5000000000000004,2.45,"[2.40, 2.50)",6.78,5.86,1.38,1.12,0,0,5.456308046096442e-15,1.9396054307310205e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,408,up,400,400,TRUE,4,20,3.8000000000000003,2.442,6.015,3.5729999999999995,3.5729999999999995,0.1,6,6.1,6.05,"[6.00, 6.10)",5.86,21.02,1.12,3.26,0.013416407864998451,0,0.20300751879699488,2.9362288802693145e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,409,down,400,400,TRUE,4,20,3.8000000000000003,6.015,4.508,-1.5069999999999997,1.5069999999999997,0.1,4.5,4.6,4.55,"[4.50, 4.60)",21.04,14.84,3.26,2.34,0.008885233166386196,0,-0.10375939849622313,3.625087122249527e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,410,up,400,400,TRUE,4,20,3.8000000000000003,4.508,5.182,0.6740000000000004,0.6740000000000004,0.1,5.1000000000000005,5.2,5.15,"[5.10, 5.20)",14.82,17.44,2.34,2.76,0.010052493799000478,0,0.144360902255621,-2.06657472594064e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,411,up,400,400,TRUE,4,20,3.8000000000000003,5.182,6.529,1.3469999999999995,1.3469999999999995,0.1,6.5,6.6,6.55,"[6.50, 6.60)",17.46,24.3,2.76,3.56,0.007880689256523955,0,0.08270676691729856,3.072445447764206e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,412,down,400,400,TRUE,4,20,3.8000000000000003,6.529,5.722,-0.8069999999999995,0.8069999999999995,0.1,5.7,5.8,5.75,"[5.70, 5.80)",24.32,21.62,3.56,3.08,0,0,1.4792012102448198e-14,1.0884504822562292e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,413,up,400,400,TRUE,4,20,3.8000000000000003,5.722,6.523,0.8009999999999993,0.8009999999999993,0.1,6.5,6.6,6.55,"[6.50, 6.60)",21.62,24.7,3.08,3.56,0.004472135954999484,0,0.028571428571434,3.072445447764206e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,414,down,400,400,TRUE,4,20,3.8000000000000003,6.523,5.664,-0.859,0.859,0.1,5.6000000000000005,5.7,5.65,"[5.60, 5.70)",24.7,21.72,3.56,3.04,0,0,-2.2187365471612502e-14,-1.4319087374024795e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,415,up,400,400,TRUE,4,20,3.8000000000000003,5.664,6.681,1.0170000000000003,1.0170000000000003,0.1,6.6000000000000005,6.7,6.65,"[6.60, 6.70)",21.72,25.62,3.04,3.66,0.010208355710680591,0,0.1488721804510903,5.655503597977142e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,416,down,400,400,TRUE,4,20,3.8000000000000003,6.681,6.085,-0.5960000000000001,0.5960000000000001,0.1,6,6.1,6.05,"[6.00, 6.10)",25.62,23.88,3.66,3.3,0,0,-4.676618845855306e-14,1.9393300381827775e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,417,down,400,400,TRUE,4,20,3.8000000000000003,6.085,5.194,-0.891,0.891,0.1,5.1000000000000005,5.2,5.15,"[5.10, 5.20)",23.88,19.78,3.3,2.76,0.004472135954999484,0,-0.028571428571411747,-2.06657472594064e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,418,up,400,400,TRUE,4,20,3.8000000000000003,5.194,6.788,1.5940000000000003,1.5940000000000003,0.1,6.7,6.8,6.75,"[6.70, 6.80)",19.78,26.22,2.76,3.72,0.009403246919632345,0,0.12631578947365577,4.160155334847338e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,419,down,400,400,TRUE,4,20,3.8000000000000003,6.788,6.386,-0.40200000000000014,0.40200000000000014,0.1,6.300000000000001,6.4,6.3500000000000005,"[6.30, 6.40)",26.24,25.3,3.72,3.48,0,0,-1.841525239804832e-14,-5.084367378921277e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,420,up,400,400,TRUE,4,20,3.8000000000000003,6.386,7.029,0.6429999999999998,0.6429999999999998,0.1,7,7.1,7.05,"[7.00, 7.10)",25.3,27.52,3.48,3.86,0,0,-1.2398527272960806e-14,2.909132753548288e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,421,down,400,400,TRUE,4,20,3.8000000000000003,7.029,6.245,-0.7839999999999998,0.7839999999999998,0.1,6.2,6.3,6.25,"[6.20, 6.30)",27.52,25.16,3.86,3.4,0,0,2.53793268154622e-15,-5.529170670335641e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,422,up,400,400,TRUE,4,20,3.8000000000000003,6.245,6.781,0.5359999999999996,0.5359999999999996,0.1,6.7,6.8,6.75,"[6.70, 6.80)",25.16,26.76,3.4,3.72,0.008885233166387774,0,0.10375939849624478,4.160155334847338e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,423,down,400,400,TRUE,4,20,3.8000000000000003,6.781,5.245,-1.5359999999999996,1.5359999999999996,0.1,5.2,5.3,5.25,"[5.20, 5.30)",26.76,20.62,3.72,2.78,0.004472135954999484,0.00615587011251093,-0.02857142857143835,-0.012030075187963974,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,424,down,400,400,TRUE,4,20,3.8000000000000003,5.245,2.299,-2.946,2.946,0.1,2.2,2.3000000000000003,2.25,"[2.20, 2.30)",20.62,6.76,2.78,1.02,0.010208355710681044,0,-0.1488721804511406,1.894199908232723e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,425,up,400,400,TRUE,4,20,3.8000000000000003,2.299,3.124,0.8250000000000002,0.8250000000000002,0.1,3.1,3.2,3.1500000000000004,"[3.10, 3.20)",6.76,8.8,1.02,1.52,0,0,-1.0947392718381356e-14,-7.159543687012397e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,426,down,400,400,TRUE,4,20,3.8000000000000003,3.124,2.532,-0.5920000000000001,0.5920000000000001,0.1,2.5,2.6,2.55,"[2.50, 2.60)",8.8,7.08,1.52,1.16,0.010052493799000925,0,-0.1443609022556603,7.929419577890784e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,427,up,400,400,TRUE,4,20,3.8000000000000003,2.532,3.653,1.121,1.121,0.1,3.6,3.7,3.6500000000000004,"[3.60, 3.70)",7.06,10.42,1.16,1.84,0,0,-1.4754652715720558e-14,5.116179716181576e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,428,up,400,400,TRUE,4,20,3.8000000000000003,3.653,5.793,2.14,2.14,0.1,5.7,5.8,5.75,"[5.70, 5.80)",10.42,20.88,1.84,3.12,0.00978720969859165,0,0.12481203007516578,4.187251461568364e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,429,up,400,400,TRUE,4,20,3.8000000000000003,5.793,6.363,0.5700000000000003,0.5700000000000003,0.1,6.300000000000001,6.4,6.3500000000000005,"[6.30, 6.40)",20.9,24.12,3.12,3.46,0.010052493799000478,0,0.1443609022556225,3.027039925265909e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,430,down,400,400,TRUE,4,20,3.8000000000000003,6.363,2.751,-3.6120000000000005,3.6120000000000005,0.1,2.7,2.8000000000000003,2.75,"[2.70, 2.80)",24.12,8.14,3.46,1.3,0.00940324691963318,0,-0.12631578947369954,2.3791012659154783e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,431,up,400,400,TRUE,4,20,3.8000000000000003,2.751,4.976,2.225,2.225,0.1,4.9,5,4.95,"[4.90, 5.00)",8.12,16.86,1.3,2.62,0.008885233166386196,0,0.11278195488722075,4.259753110787687e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,432,down,400,400,TRUE,4,20,3.8000000000000003,4.976,3.489,-1.487,1.487,0.1,3.4000000000000004,3.5000000000000004,3.45,"[3.40, 3.50)",16.88,10.86,2.62,1.74,0.004472135954999881,0,-0.028571428571433934,-2.5421836894606384e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,433,up,400,400,TRUE,4,20,3.8000000000000003,3.489,4.377,0.8879999999999999,0.8879999999999999,0.1,4.3,4.3999999999999995,4.35,"[4.30, 4.40)",10.86,13.96,1.74,2.28,0,0,-5.5093940680621855e-15,-2.492522497764585e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,434,up,400,400,TRUE,4,20,3.8000000000000003,4.377,4.869,0.492,0.492,0.1,4.800000000000001,4.9,4.8500000000000005,"[4.80, 4.90)",13.96,16.3,2.28,2.56,0,0,1.3341608820475176e-14,-1.857856509226424e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,435,up,400,400,TRUE,4,20,3.8000000000000003,4.869,6.096,1.2270000000000003,1.2270000000000003,0.1,6,6.1,6.05,"[6.00, 6.10)",16.3,22.66,2.56,3.3,0.010208355710680591,0,0.14887218045111453,1.9393300381827775e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,436,down,400,400,TRUE,4,20,3.8000000000000003,6.096,5.382,-0.7140000000000004,0.7140000000000004,0.1,5.300000000000001,5.4,5.3500000000000005,"[5.30, 5.40)",22.66,20.2,3.3,2.88,0,0,2.7043518085377685e-14,2.5556866309436675e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,437,up,400,400,TRUE,4,20,3.8000000000000003,5.382,6.359,0.9770000000000003,0.9770000000000003,0.1,6.300000000000001,6.4,6.3500000000000005,"[6.30, 6.40)",20.2,24.22,2.88,3.46,0.010208355710680591,0,0.14887218045116019,3.027039925265909e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,438,down,400,400,TRUE,4,20,3.8000000000000003,6.359,5.452,-0.907,0.907,0.1,5.4,5.5,5.45,"[5.40, 5.50)",24.22,20.94,3.46,2.92,0,0,1.711243517505311e-14,1.5587877888571307e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,439,down,400,400,TRUE,4,20,3.8000000000000003,5.452,1.328,-4.124,4.124,0.1,1.3,1.4000000000000001,1.35,"[1.30, 1.40)",20.94,3.88,2.92,0.46,0.021980852911951412,0.00615587011251093,-0.3563909774436121,-0.05413533834586377,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,440,up,400,400,TRUE,4,20,3.8000000000000003,1.328,2.17,0.8419999999999999,0.8419999999999999,0.1,2.1,2.2,2.1500000000000004,"[2.10, 2.20)",3.84,5.38,0.44,0.94,0,0,2.1931783848470483e-15,8.151865083383783e-17,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,441,up,400,400,TRUE,4,20,3.8000000000000003,2.17,5.983,3.8129999999999997,3.8129999999999997,0.1,5.9,6,5.95,"[5.90, 6.00)",5.38,21.84,0.94,3.24,0.010052493799000478,0,0.14436090225560383,1.1965549353087544e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,442,down,400,400,TRUE,4,20,3.8000000000000003,5.983,4.644,-1.3389999999999995,1.3389999999999995,0.1,4.6000000000000005,4.7,4.65,"[4.60, 4.70)",21.84,16.36,3.24,2.44,0.006155870112510793,0,-0.05413533834588006,1.1328400170331857e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,443,up,400,400,TRUE,4,20,3.8000000000000003,4.644,5.699,1.0549999999999997,1.0549999999999997,0.1,5.6000000000000005,5.7,5.65,"[5.60, 5.70)",16.36,20.8,2.44,3.06,0.006155870112510793,0,0.05413533834587187,6.072944692688911e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,444,up,400,400,TRUE,4,20,3.8000000000000003,5.699,6.785,1.0860000000000003,1.0860000000000003,0.1,6.7,6.8,6.75,"[6.70, 6.80)",20.82,26.22,3.06,3.72,0.008885233166386196,0,0.11278195488721494,4.160155334847338e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,445,down,400,400,TRUE,4,20,3.8000000000000003,6.785,5.429,-1.3559999999999999,1.3559999999999999,0.1,5.4,5.5,5.45,"[5.40, 5.50)",26.24,21,3.72,2.9,0,0,2.7406762265364064e-14,2.0572372099003984e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,446,up,400,400,TRUE,4,20,3.8000000000000003,5.429,6.727,1.298,1.298,0.1,6.7,6.8,6.75,"[6.70, 6.80)",21,26.18,2.9,3.68,0.007326950970650309,0,0.07669172932336266,1.0232359432363152e-14,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,447,down,400,400,TRUE,4,20,3.8000000000000003,6.727,6.024,-0.7030000000000003,0.7030000000000003,0.1,6,6.1,6.05,"[6.00, 6.10)",26.2,24.02,3.68,3.26,0,0,1.3485510548720851e-14,2.9362288802693145e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,448,down,400,400,TRUE,4,20,3.8000000000000003,6.024,5.124,-0.9000000000000004,0.9000000000000004,0.1,5.1000000000000005,5.2,5.15,"[5.10, 5.20)",24.02,19.8,3.26,2.72,0.007326950970650309,0,-0.07669172932334373,1.7675060055713464e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,449,down,400,400,TRUE,4,20,3.8000000000000003,5.124,2.788,-2.336,2.336,0.1,2.7,2.8000000000000003,2.75,"[2.70, 2.80)",19.8,8.56,2.72,1.32,0.009403246919632345,0,-0.12631578947366431,6.118255310148904e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,450,down,400,400,TRUE,4,20,3.8000000000000003,2.788,1.848,-0.9399999999999997,0.9399999999999997,0.1,1.8,1.9000000000000001,1.85,"[1.80, 1.90)",8.56,5.14,1.32,0.74,0.007326950970650634,0,-0.07669172932330438,-4.939409202360112e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,451,down,400,400,TRUE,4,20,3.8000000000000003,1.848,1.222,-0.6260000000000001,0.6260000000000001,0.1,1.2000000000000002,1.3000000000000003,1.2500000000000002,"[1.20, 1.30)",5.14,3.22,0.74,0.36,0.016254554017744994,0,-0.2571428571428567,3.1946082886795844e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,452,up,400,400,TRUE,4,20,3.8000000000000003,1.222,2.038,0.8159999999999998,0.8159999999999998,0.1,2,2.1,2.05,"[2.00, 2.10)",3.2,4.74,0.36,0.86,0,0,3.516702615365422e-15,-3.874539772800252e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,453,down,400,400,TRUE,4,20,3.8000000000000003,2.038,1.273,-0.7649999999999999,0.7649999999999999,0.1,1.2000000000000002,1.3000000000000003,1.2500000000000002,"[1.20, 1.30)",4.74,3.1,0.86,0.4,0.010208355710680819,0.00615587011251093,-0.14887218045112643,0.006015037593985275,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,454,up,400,400,TRUE,4,20,3.8000000000000003,1.273,3.485,2.2119999999999997,2.2119999999999997,0.1,3.4000000000000004,3.5000000000000004,3.45,"[3.40, 3.50)",3.1,9.18,0.4,1.72,0,0,1.1672964656954418e-14,-7.749079545600504e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,455,up,400,400,TRUE,4,20,3.8000000000000003,3.485,3.975,0.4900000000000002,0.4900000000000002,0.1,3.9000000000000004,4,3.95,"[3.90, 4.00)",9.18,11.34,1.72,2.02,0,0,-1.2905858329986136e-14,-3.326108645635202e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,456,up,400,400,TRUE,4,20,3.8000000000000003,3.975,6.43,2.4549999999999996,2.4549999999999996,0.1,6.4,6.5,6.45,"[6.40, 6.50)",11.34,23.98,2.02,3.5,0.010208355710680591,0,0.1488721804511227,-5.582816799964544e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,457,up,400,400,TRUE,4,20,3.8000000000000003,6.43,6.946,0.516,0.516,0.1,6.9,7,6.95,"[6.90, 7.00)",24,26.88,3.5,3.82,0.00978720969859165,0,0.13684210526320206,3.906031595634824e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,458,down,400,400,TRUE,4,20,3.8000000000000003,6.946,4.178,-2.768,2.768,0.1,4.1000000000000005,4.2,4.15,"[4.10, 4.20)",26.88,14.4,3.82,2.16,0.007326950970650309,0,-0.07669172932330454,3.3353559179204757e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,459,up,400,400,TRUE,4,20,3.8000000000000003,4.178,4.764,0.5860000000000003,0.5860000000000003,0.1,4.7,4.8,4.75,"[4.70, 4.80)",14.38,16.42,2.16,2.5,0,0,-4.275944948650647e-15,4.7127970093326585e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,460,down,400,400,TRUE,4,20,3.8000000000000003,4.764,1.94,-2.8240000000000003,2.8240000000000003,0.1,1.9000000000000001,2,1.9500000000000002,"[1.90, 2.00)",16.42,5.32,2.5,0.8,0,0,-8.70020722888553e-15,-8.6049712579837e-17,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,461,down,400,400,TRUE,4,20,3.8000000000000003,1.94,1.303,-0.637,0.637,0.1,1.3,1.4000000000000001,1.35,"[1.30, 1.40)",5.32,3.34,0.8,0.42,0.01105012502906166,0.010052493799000674,-0.1233082706766948,0.04812030075187993,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,462,up,400,400,TRUE,4,20,3.8000000000000003,1.303,1.656,0.353,0.353,0.1,1.6,1.7000000000000002,1.6500000000000001,"[1.60, 1.70)",3.32,3.82,0.42,0.64,0,0.007326950970650471,3.906031595634824e-15,-0.031578947368421664,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,463,up,400,400,TRUE,4,20,3.8000000000000003,1.656,3.77,2.114,2.114,0.1,3.7,3.8000000000000003,3.75,"[3.70, 3.80)",3.82,10.38,0.64,1.9,0.009787209698592519,0,0.13684210526317692,-3.354121193755926e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,464,down,400,400,TRUE,4,20,3.8000000000000003,3.77,2.805,-0.9649999999999999,0.9649999999999999,0.1,2.8000000000000003,2.9000000000000004,2.8500000000000005,"[2.80, 2.90)",10.38,7.54,1.9,1.32,0.006155870112511066,0,-0.05413533834585396,6.118255310148904e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,465,down,400,400,TRUE,4,20,3.8000000000000003,2.805,2.026,-0.7790000000000004,0.7790000000000004,0.1,2,2.1,2.05,"[2.00, 2.10)",7.52,5.12,1.32,0.86,0.008207826816681058,0,-0.08421052631579526,-3.874539772800252e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,466,up,400,400,TRUE,4,20,3.8000000000000003,2.026,3.118,1.092,1.092,0.1,3.1,3.2,3.1500000000000004,"[3.10, 3.20)",5.12,7.92,0.86,1.52,0,0,8.337712966638924e-16,-7.159543687012397e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,467,down,400,400,TRUE,4,20,3.8000000000000003,3.118,1.423,-1.6949999999999998,1.6949999999999998,0.1,1.4000000000000001,1.5000000000000002,1.4500000000000002,"[1.40, 1.50)",7.92,3.46,1.52,0.48,0.010052493799000702,0,-0.14436090225563986,-2.0846538510471523e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,468,up,400,400,TRUE,4,20,3.8000000000000003,1.423,4.642,3.2190000000000003,3.2190000000000003,0.1,4.6000000000000005,4.7,4.65,"[4.60, 4.70)",3.46,14.12,0.48,2.44,0.010052493799001371,0,0.1443609022556346,1.1328400170331857e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,469,down,400,400,TRUE,4,20,3.8000000000000003,4.642,1.53,-3.112,3.112,0.1,1.5,1.6,1.55,"[1.50, 1.60)",14.14,3.82,2.44,0.56,0.015078740698501052,0.010052493799000702,-0.23157894736842102,-0.11428571428571402,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
