analysis_name,hold_id,branch,n_samples,full_modal_n,is_full_hold,hold_duration_s,terminal_tail_n_samples,terminal_tail_start_s,u_previous_v,u_cmd_v,delta_u_v,abs_delta_u_v,voltage_bin_width_v,voltage_bin_lower_v,voltage_bin_upper_v,voltage_bin_center_v,voltage_bin,s_start_mm,s_terminal_mm,p_start_bar,p_terminal_bar,s_terminal_sd_mm,p_terminal_sd_bar,s_terminal_slope_mm_s,p_terminal_slope_bar_s,terminal_stable,eligible_for_repeatability,exclusion_reason,terminal_tail_fraction,min_repeats_per_bin,max_terminal_s_sd_mm,max_terminal_s_slope_mm_s,max_terminal_p_sd_bar,max_terminal_p_slope_bar_s
local_static_map_repeatability,213,up,400,400,TRUE,4,20,3.8000000000000003,3.392,6.083,2.6910000000000003,2.6910000000000003,0.1,6,6.1,6.05,"[6.00, 6.10)",10.04,21.88,1.68,3.3,0.00978720969859165,0,0.13684210526315205,1.9393300381827775e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,214,down,400,400,TRUE,4,20,3.8000000000000003,6.083,4.611,-1.4720000000000004,1.4720000000000004,0.1,4.6000000000000005,4.7,4.65,"[4.60, 4.70)",21.88,15.78,3.3,2.42,0.006155870112510793,0,-0.054135338345894374,4.168942065791094e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,215,down,400,400,TRUE,4,20,3.8000000000000003,4.611,3.249,-1.3619999999999997,1.3619999999999997,0.1,3.2,3.3000000000000003,3.25,"[3.20, 3.30)",15.76,9.66,2.42,1.6,0.010052493799000478,0,-0.14436090225563916,-1.72099425159674e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,216,down,400,400,TRUE,4,20,3.8000000000000003,3.249,2.191,-1.0580000000000003,1.0580000000000003,0.1,2.1,2.2,2.1500000000000004,"[2.10, 2.20)",9.64,5.82,1.6,0.96,0,0,1.3779016327537009e-15,-4.1693077020943045e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,217,up,400,400,TRUE,4,20,3.8000000000000003,2.191,3.666,1.475,1.475,0.1,3.6,3.7,3.6500000000000004,"[3.60, 3.70)",5.82,10.08,0.96,1.84,0,0,1.685739035315756e-14,5.116179716181576e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,218,up,400,400,TRUE,4,20,3.8000000000000003,3.666,4.37,0.7040000000000002,0.7040000000000002,0.1,4.3,4.3999999999999995,4.35,"[4.30, 4.40)",10.08,13.08,1.84,2.26,0,0,6.2717699469830635e-15,5.435795509933227e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,219,up,400,400,TRUE,4,20,3.8000000000000003,4.37,6.832,2.4619999999999997,2.4619999999999997,0.1,6.800000000000001,6.9,6.8500000000000005,"[6.80, 6.90)",13.08,25.6,2.26,3.74,0.010462967275613145,0,0.14135338345866116,-1.4135993416252085e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,220,down,400,400,TRUE,4,20,3.8000000000000003,6.832,4.033,-2.7989999999999995,2.7989999999999995,0.1,4,4.1,4.05,"[4.00, 4.10)",25.62,13.12,3.74,2.06,0.008207826816681058,0,-0.09624060150373892,7.522977677075389e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,221,up,400,400,TRUE,4,20,3.8000000000000003,4.033,5.537,1.5039999999999996,1.5039999999999996,0.1,5.5,5.6,5.55,"[5.50, 5.60)",13.1,19.44,2.06,2.96,0.004472135954999484,0,0.028571428571425403,-1.975763680944045e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,222,down,400,400,TRUE,4,20,3.8000000000000003,5.537,4.609,-0.9279999999999999,0.9279999999999999,0.1,4.6000000000000005,4.7,4.65,"[4.60, 4.70)",19.46,15.86,2.96,2.42,0,0,1.863313230457618e-14,4.168942065791094e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,223,down,400,400,TRUE,4,20,3.8000000000000003,4.609,3.002,-1.6070000000000002,1.6070000000000002,0.1,3,3.1,3.05,"[3.00, 3.10)",15.86,8.8,2.42,1.46,0.010208355710680976,0,-0.13082706766917152,7.7939389442856535e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,224,up,400,400,TRUE,4,20,3.8000000000000003,3.002,4.167,1.165,1.165,0.1,4.1000000000000005,4.2,4.15,"[4.10, 4.20)",8.78,12.6,1.46,2.14,0,0,-2.0666649696956084e-15,3.8338053389637436e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,225,down,400,400,TRUE,4,20,3.8000000000000003,4.167,2.027,-2.1399999999999997,2.1399999999999997,0.1,2,2.1,2.05,"[2.00, 2.10)",12.6,5.36,2.14,0.86,0,0,-9.697106070972067e-15,-3.874539772800252e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,226,up,400,400,TRUE,4,20,3.8000000000000003,2.027,2.766,0.7389999999999999,0.7389999999999999,0.1,2.7,2.8000000000000003,2.75,"[2.70, 2.80)",5.36,6.96,0.86,1.3,0,0,-1.0168734757842554e-14,2.3791012659154783e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,227,up,400,400,TRUE,4,20,3.8000000000000003,2.766,3.729,0.9630000000000001,0.9630000000000001,0.1,3.7,3.8000000000000003,3.75,"[3.70, 3.80)",6.96,10.22,1.3,1.88,0,0,-4.095794726436977e-15,1.6303730166767567e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,228,down,400,400,TRUE,4,20,3.8000000000000003,3.729,1.839,-1.8900000000000001,1.8900000000000001,0.1,1.8,1.9000000000000001,1.85,"[1.80, 1.90)",10.22,4.64,1.88,0.76,0.006155870112510793,0,0.012030075187977239,-3.5797718435061987e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,229,up,400,400,TRUE,4,20,3.8000000000000003,1.839,3.687,1.8479999999999999,1.8479999999999999,0.1,3.6,3.7,3.6500000000000004,"[3.60, 3.70)",4.64,9.88,0.76,1.86,0,0,7.215027320724033e-15,2.080077667423669e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,230,up,400,400,TRUE,4,20,3.8000000000000003,3.687,4.864,1.177,1.177,0.1,4.800000000000001,4.9,4.8500000000000005,"[4.80, 4.90)",9.88,15.2,1.86,2.56,0.0061558701125113404,0,0.05413533834585715,-1.857856509226424e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,231,down,400,400,TRUE,4,20,3.8000000000000003,4.864,3.535,-1.3289999999999997,1.3289999999999997,0.1,3.5,3.6,3.55,"[3.50, 3.60)",15.22,10.34,2.56,1.78,0,0,-2.610244520688931e-15,1.536222723882103e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,232,down,400,400,TRUE,4,20,3.8000000000000003,3.535,1.488,-2.047,2.047,0.1,1.4000000000000001,1.5000000000000002,1.4500000000000002,"[1.40, 1.50)",10.34,3.66,1.78,0.52,0.009787209698591866,0.009403246919632553,-0.1368421052631539,0.12631578947368471,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,233,up,400,400,TRUE,4,20,3.8000000000000003,1.488,3.586,2.098,2.098,0.1,3.5,3.6,3.55,"[3.50, 3.60)",3.66,9.42,0.54,1.8,0,0,-4.459038906423357e-15,1.0377733028388348e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,234,up,400,400,TRUE,4,20,3.8000000000000003,3.586,4.577,0.9910000000000001,0.9910000000000001,0.1,4.5,4.6,4.55,"[4.50, 4.60)",9.42,13.74,1.8,2.4,0.007326950970650309,0,0.07669172932328772,-4.0791376859491647e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,235,up,400,400,TRUE,4,20,3.8000000000000003,4.577,6.065,1.4880000000000004,1.4880000000000004,0.1,6,6.1,6.05,"[6.00, 6.10)",13.74,21.58,2.4,3.28,0.014327007988228838,0,0.22105263157900196,-2.637525796203232e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,236,down,400,400,TRUE,4,20,3.8000000000000003,6.065,3.758,-2.3070000000000004,2.3070000000000004,0.1,3.7,3.8000000000000003,3.75,"[3.70, 3.80)",21.6,11.6,3.28,1.9,0.004472135954999484,0,-0.028571428571415057,-3.354121193755926e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,237,up,400,400,TRUE,4,20,3.8000000000000003,3.758,4.521,0.7629999999999999,0.7629999999999999,0.1,4.5,4.6,4.55,"[4.50, 4.60)",11.58,14.18,1.9,2.36,0,0,7.973376539026247e-16,-1.9486675542230184e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,238,down,400,400,TRUE,4,20,3.8000000000000003,4.521,1.094,-3.4269999999999996,3.4269999999999996,0.1,1,1.1,1.05,"[1.00, 1.10)",14.18,2.86,2.36,0.32,0.01701392618446803,0,-0.2691729323308292,-2.32232063653303e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,239,up,400,400,TRUE,4,20,3.8000000000000003,1.094,2.668,1.574,1.574,0.1,2.6,2.7,2.6500000000000004,"[2.60, 2.70)",2.84,6.26,0.32,1.24,0,0,-3.6433642761267637e-17,6.797058747332465e-17,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,240,down,400,400,TRUE,4,20,3.8000000000000003,2.668,1.722,-0.9460000000000002,0.9460000000000002,0.1,1.7000000000000002,1.8000000000000003,1.7500000000000002,"[1.70, 1.80)",6.26,4.04,1.24,0.68,0,0,-6.652217291270404e-15,4.418765013928366e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,241,up,400,400,TRUE,4,20,3.8000000000000003,1.722,3.866,2.144,2.144,0.1,3.8000000000000003,3.9000000000000004,3.8500000000000005,"[3.80, 3.90)",4.04,10.36,0.68,1.96,0,0,4.2047346797009065e-15,3.2445448729238806e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,242,up,400,400,TRUE,4,20,3.8000000000000003,3.866,7.121,3.2550000000000003,3.2550000000000003,0.1,7.1000000000000005,7.2,7.15,"[7.10, 7.20)",10.38,26.72,1.96,3.92,0.013917047478768891,0,0.21353383458650135,6.489089745847761e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,243,down,400,400,TRUE,4,20,3.8000000000000003,7.121,5.146,-1.9750000000000005,1.9750000000000005,0.1,5.1000000000000005,5.2,5.15,"[5.10, 5.20)",26.74,18.6,3.92,2.74,0,0,-1.1889178224342805e-14,1.2690565845280783e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,244,up,400,400,TRUE,4,20,3.8000000000000003,5.146,5.738,0.5920000000000005,0.5920000000000005,0.1,5.7,5.8,5.75,"[5.70, 5.80)",18.6,20.84,2.74,3.1,0,0.008885233166386394,-2.9509305431441115e-14,0.04360902255639568,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,245,down,400,400,TRUE,4,20,3.8000000000000003,5.738,3.24,-2.498,2.498,0.1,3.2,3.3000000000000003,3.25,"[3.20, 3.30)",20.84,9.64,3.1,1.6,0.008207826816681058,0,-0.09624060150375309,-1.72099425159674e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,246,up,400,400,TRUE,4,20,3.8000000000000003,3.24,4.02,0.7799999999999994,0.7799999999999994,0.1,4,4.1,4.05,"[4.00, 4.10)",9.64,12,1.6,2.06,0,0,8.410570929594785e-15,7.522977677075389e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,247,down,400,400,TRUE,4,20,3.8000000000000003,4.02,2.722,-1.2979999999999996,1.2979999999999996,0.1,2.7,2.8000000000000003,2.75,"[2.70, 2.80)",12,7.54,2.06,1.28,0.010052493799000478,0,-0.14135338345863815,-9.28928254613212e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,248,up,400,400,TRUE,4,20,3.8000000000000003,2.722,3.869,1.1470000000000002,1.1470000000000002,0.1,3.8000000000000003,3.9000000000000004,3.8500000000000005,"[3.80, 3.90)",7.54,11.02,1.28,1.96,0,0,-4.930667593293843e-15,3.2445448729238806e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,249,up,400,400,TRUE,4,20,3.8000000000000003,3.869,5.813,1.9439999999999995,1.9439999999999995,0.1,5.800000000000001,5.9,5.8500000000000005,"[5.80, 5.90)",11.02,20.4,1.96,3.14,0.009403246919634015,0,0.12631578947369762,1.151149412810457e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,250,down,400,400,TRUE,4,20,3.8000000000000003,5.813,4.76,-1.053,1.053,0.1,4.7,4.8,4.75,"[4.70, 4.80)",20.42,16.38,3.14,2.5,0.008207826816681058,0,-0.06015037593987006,4.7127970093326585e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,251,up,400,400,TRUE,4,20,3.8000000000000003,4.76,5.305,0.5449999999999999,0.5449999999999999,0.1,5.300000000000001,5.4,5.3500000000000005,"[5.30, 5.40)",16.36,18.36,2.5,2.82,0,0,2.3345929313908836e-14,1.513382266358833e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,252,down,400,400,TRUE,4,20,3.8000000000000003,5.305,4.299,-1.0059999999999993,1.0059999999999993,0.1,4.2,4.3,4.25,"[4.20, 4.30)",18.36,14.34,2.82,2.22,0.006155870112510793,0,-0.05413533834588774,4.377660282505309e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,253,up,400,400,TRUE,4,20,3.8000000000000003,4.299,6.02,1.7209999999999992,1.7209999999999992,0.1,6,6.1,6.05,"[6.00, 6.10)",14.32,21.82,2.22,3.26,0.008885233166386196,0,0.11278195488723348,2.9362288802693145e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,254,down,400,400,TRUE,4,20,3.8000000000000003,6.02,5.32,-0.6999999999999993,0.6999999999999993,0.1,5.300000000000001,5.4,5.3500000000000005,"[5.30, 5.40)",21.82,19.44,3.26,2.84,0,0,-1.8197196665293863e-14,-1.5227197823990744e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,255,down,400,400,TRUE,4,20,3.8000000000000003,5.32,1.853,-3.4670000000000005,3.4670000000000005,0.1,1.8,1.9000000000000001,1.85,"[1.80, 1.90)",19.44,4.98,2.84,0.74,0.008207826816681058,0.010052493799000702,-0.09624060150375863,0.14436090225563933,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,256,up,400,400,TRUE,4,20,3.8000000000000003,1.853,2.93,1.0770000000000002,1.0770000000000002,0.1,2.9000000000000004,3.0000000000000004,2.95,"[2.90, 3.00)",4.98,7.56,0.76,1.4,0,0,1.9956471386301275e-14,2.2747421575583698e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,257,up,400,400,TRUE,4,20,3.8000000000000003,2.93,3.378,0.44799999999999995,0.44799999999999995,0.1,3.3000000000000003,3.4000000000000004,3.3500000000000005,"[3.30, 3.40)",7.56,9.02,1.4,1.68,0,0.00615587011251093,-4.640660996416547e-15,-0.030075187969924293,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,258,down,400,400,TRUE,4,20,3.8000000000000003,3.378,2.955,-0.42300000000000004,0.42300000000000004,0.1,2.9000000000000004,3.0000000000000004,2.95,"[2.90, 3.00)",9.02,7.98,1.68,1.42,0,0,-7.975005587899018e-15,-7.613598911995372e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,259,up,400,400,TRUE,4,20,3.8000000000000003,2.955,3.836,0.8809999999999998,0.8809999999999998,0.1,3.8000000000000003,3.9000000000000004,3.8500000000000005,"[3.80, 3.90)",7.98,10.68,1.42,1.94,0.006155870112510793,0,0.05413533834587063,3.742994293967148e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,260,down,400,400,TRUE,4,20,3.8000000000000003,3.836,2.859,-0.9769999999999999,0.9769999999999999,0.1,2.8000000000000003,2.9000000000000004,2.8500000000000005,"[2.80, 2.90)",10.7,7.74,1.94,1.36,0,0,8.156997975478757e-15,8.837530027856732e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,261,up,400,400,TRUE,4,20,3.8000000000000003,2.859,4.677,1.8179999999999996,1.8179999999999996,0.1,4.6000000000000005,4.7,4.65,"[4.60, 4.70)",7.74,14.38,1.36,2.46,0.004472135954999484,0,0.02556390977442214,-1.903262031724721e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,262,down,400,400,TRUE,4,20,3.8000000000000003,4.677,3.083,-1.5939999999999994,1.5939999999999994,0.1,3,3.1,3.05,"[3.00, 3.10)",14.4,8.68,2.46,1.5,0.00978720969859165,0,-0.13684210526314583,1.051321366199348e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,263,up,400,400,TRUE,4,20,3.8000000000000003,3.083,6.464,3.3810000000000002,3.3810000000000002,0.1,6.4,6.5,6.45,"[6.40, 6.50)",8.66,23.68,1.5,3.52,0.014653901941300618,0,0.22556390977441793,6.606996917565381e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,264,down,400,400,TRUE,4,20,3.8000000000000003,6.464,4.909,-1.5550000000000006,1.5550000000000006,0.1,4.9,5,4.95,"[4.90, 5.00)",23.7,17.3,3.52,2.6,0.007326950970650309,0.009403246919632553,-0.06466165413534013,0.10827067669173364,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,265,down,400,400,TRUE,4,20,3.8000000000000003,4.909,2.443,-2.4659999999999997,2.4659999999999997,0.1,2.4000000000000004,2.5000000000000004,2.45,"[2.40, 2.50)",17.28,6.75,2.6,1.1,0.010259783520851322,0,-0.15037593984960426,-1.3684240897976695e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,266,up,400,400,TRUE,4,20,3.8000000000000003,2.443,3.279,0.8359999999999999,0.8359999999999999,0.1,3.2,3.3000000000000003,3.25,"[3.20, 3.30)",6.74,8.84,1.1,1.6,0.007326950970650309,0.010208355710680819,0.0015037593984927441,-0.1157894736842101,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,267,up,400,400,TRUE,4,20,3.8000000000000003,3.279,6.119,2.84,2.84,0.1,6.1000000000000005,6.2,6.15,"[6.10, 6.20)",8.82,22.009999999999998,1.6,3.32,0.010259783520851322,0,0.15037593984965175,1.4408806171395092e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,268,up,400,400,TRUE,4,20,3.8000000000000003,6.119,6.684,0.5650000000000004,0.5650000000000004,0.1,6.6000000000000005,6.7,6.65,"[6.60, 6.70)",22.02,25.18,3.32,3.66,0.008885233166386196,0,0.11278195488719131,5.655503597977142e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,269,down,400,400,TRUE,4,20,3.8000000000000003,6.684,5.961,-0.7229999999999999,0.7229999999999999,0.1,5.9,6,5.95,"[5.90, 6.00)",25.2,22.92,3.66,3.22,0,0,-1.431611330725782e-16,4.232656984066661e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,270,down,400,400,TRUE,4,20,3.8000000000000003,5.961,4.917,-1.0440000000000005,1.0440000000000005,0.1,4.9,5,4.95,"[4.90, 5.00)",22.92,17.92,3.22,2.6,0.010208355710680591,0,-0.148872180451106,4.758202531830957e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,271,down,400,400,TRUE,4,20,3.8000000000000003,4.917,3.482,-1.4349999999999996,1.4349999999999996,0.1,3.4000000000000004,3.5000000000000004,3.45,"[3.40, 3.50)",17.92,10.9,2.6,1.72,0.007326950970650309,0.004472135954999583,-0.07669172932330909,0.013533834586464575,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,272,up,400,400,TRUE,4,20,3.8000000000000003,3.482,5.276,1.7939999999999996,1.7939999999999996,0.1,5.2,5.3,5.25,"[5.20, 5.30)",10.88,18.24,1.72,2.8,0,0,-1.994017998211668e-14,4.5494843151167395e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,273,down,400,400,TRUE,4,20,3.8000000000000003,5.276,4.214,-1.0619999999999994,1.0619999999999994,0.1,4.2,4.3,4.25,"[4.20, 4.30)",18.24,14.06,2.8,2.18,0,0,9.462397959013134e-15,-2.2383987585520707e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,274,up,400,400,TRUE,4,20,3.8000000000000003,4.214,4.68,0.4659999999999993,0.4659999999999993,0.1,4.6000000000000005,4.7,4.65,"[4.60, 4.70)",14.06,15.54,2.18,2.46,0,0,-1.3994119002165752e-14,-1.903262031724721e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,275,down,400,400,TRUE,4,20,3.8000000000000003,4.68,3.708,-0.9719999999999995,0.9719999999999995,0.1,3.7,3.8000000000000003,3.75,"[3.70, 3.80)",15.54,11.8,2.46,1.88,0,0,8.91881840801981e-15,1.6303730166767567e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,276,up,400,400,TRUE,4,20,3.8000000000000003,3.708,5.964,2.2560000000000002,2.2560000000000002,0.1,5.9,6,5.95,"[5.90, 6.00)",11.8,21.6,1.88,3.22,0.007326950970651611,0,0.0766917293233357,4.232656984066661e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,277,up,400,400,TRUE,4,20,3.8000000000000003,5.964,7.177,1.2129999999999992,1.2129999999999992,0.1,7.1000000000000005,7.2,7.15,"[7.10, 7.20)",21.62,27.62,3.22,3.96,0.00978720969859165,0,0.13684210526311089,4.168856483319462e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,278,down,400,400,TRUE,4,20,3.8000000000000003,7.177,6.741,-0.43599999999999994,0.43599999999999994,0.1,6.7,6.8,6.75,"[6.70, 6.80)",27.62,26.68,3.96,3.7,0,0,-4.6692950875443975e-14,-5.492005754967949e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,279,down,400,400,TRUE,4,20,3.8000000000000003,6.741,3.082,-3.659,3.659,0.1,3,3.1,3.05,"[3.00, 3.10)",26.68,9.58,3.7,1.5,0.012773327473169829,0,-0.19097744360901392,1.051321366199348e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,280,up,400,400,TRUE,4,20,3.8000000000000003,3.082,3.964,0.8820000000000001,0.8820000000000001,0.1,3.9000000000000004,4,3.95,"[3.90, 4.00)",9.56,12.24,1.5,2.02,0,0,2.4291778770755646e-15,-3.326108645635202e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,281,up,400,400,TRUE,4,20,3.8000000000000003,3.964,5.461,1.4970000000000003,1.4970000000000003,0.1,5.4,5.5,5.45,"[5.40, 5.50)",12.24,19.26,2.02,2.92,0,0,-1.0873969986478995e-14,1.5587877888571307e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,282,up,400,400,TRUE,4,20,3.8000000000000003,5.461,6.662,1.2009999999999996,1.2009999999999996,0.1,6.6000000000000005,6.7,6.65,"[6.60, 6.70)",19.26,25.44,2.92,3.64,0.006155870112510793,0,0.05413533834584406,-3.996657491838145e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,283,down,400,400,TRUE,4,20,3.8000000000000003,6.662,4.878,-1.7839999999999998,1.7839999999999998,0.1,4.800000000000001,4.9,4.8500000000000005,"[4.80, 4.90)",25.44,17.92,3.64,2.58,0.004472135955000279,0,-0.028571428571418558,1.813466974449467e-16,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,284,down,400,400,TRUE,4,20,3.8000000000000003,4.878,2.766,-2.112,2.112,0.1,2.7,2.8000000000000003,2.75,"[2.70, 2.80)",17.9,8.28,2.58,1.3,0.008885233166386985,0,-0.11278195488723866,2.3791012659154783e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,285,up,400,400,TRUE,4,20,3.8000000000000003,2.766,4.098,1.3319999999999999,1.3319999999999999,0.1,4,4.1,4.05,"[4.00, 4.10)",8.28,12.62,1.3,2.1,0,0,4.748314230694229e-15,-2.7822537020936368e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,286,up,400,400,TRUE,4,20,3.8000000000000003,4.098,4.992,0.8940000000000001,0.8940000000000001,0.1,4.9,5,4.95,"[4.90, 5.00)",12.62,16.82,2.1,2.64,0.006155870112510793,0,0.0541353383458488,1.2236510620297808e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,287,down,400,400,TRUE,4,20,3.8000000000000003,4.992,3.513,-1.479,1.479,0.1,3.5,3.6,3.55,"[3.50, 3.60)",16.84,10.98,2.64,1.74,0.009403246919632345,0,-0.126315789473682,-2.5421836894606384e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,288,down,400,400,TRUE,4,20,3.8000000000000003,3.513,2.88,-0.633,0.633,0.1,2.8000000000000003,2.9000000000000004,2.8500000000000005,"[2.80, 2.90)",10.96,8.46,1.74,1.38,0,0,2.066465035049677e-14,-1.03328736297032e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
local_static_map_repeatability,289,down,400,400,TRUE,4,20,3.8000000000000003,2.88,2.208,-0.6719999999999997,0.6719999999999997,0.1,2.2,2.3000000000000003,2.25,"[2.20, 2.30)",8.46,6.029999999999999,1.38,0.98,0.010259783520851778,0,-0.1503759398496302,1.6222724364619403e-15,TRUE,TRUE,NA,0.05,3,0.6,1.2,0.12,0.25
