variant,chosen_variant,global_selected,input_dataset,data_split_policy,controller_family,stage,sampling_time_s,n_samples,n_holds_total,n_holds_full,steady_tail_fraction,n_steady_points_total,n_steady_points_accepted,selection_dataset_role,uses_lookup_prefilter,uses_filtered_derivative,uses_creep_compensation,uses_dynamic_pressure_reference,transient_profile_horizon_s,transient_lookup_source,kp_up_v_per_mm,ki_up_v_per_mm_s,kd_up_v_s_per_mm,kp_down_v_per_mm,ki_down_v_per_mm_s,kd_down_v_s_per_mm,tau_d_s,slope_window_samples,position_prefilter_tau_s,derivative_filter_alpha,derivative_position_prefilter_alpha,branch_deadband_mm,position_deadband_mm,gain_l1_norm,max_abs_gain_s,min_abs_integral_gain,tracking_rms_mm,tracking_overshoot_mm,control_effort_mean_abs_v,settled_error_rms_mm,settled_error_p2p_mm,settled_command_p2p_v,settled_velocity_rms_mm_s,rise_time_s_10_90,settling_time_s_2pct,peak_time_s,overshoot_mm,overshoot_pct,steady_state_bias_mm,abs_steady_state_bias_mm,IAE_mm_s,ISE_mm2_s,ITAE_mm_s2,control_residual_rms_v,command_total_variation_v,saturation_fraction,validation_ok,invalid_reason,search_grid_boundary_hit,search_grid_boundary_fields,selection_gate_tracking_factor,selection_gain_penalty_exponent,selection_score_formula,selection_primary_metrics,selection_tie_break_metrics,selection_best_tracking_rms_mm,selection_tracking_gate_passed,selection_eligibility_passed,selection_gate_used,selection_score_primary,selection_ranked_pool_member
lookup_plus_branchwise_PID,True,True,experiment/excitation_experiment_100hz_15min_4s_hold.csv,single_dataset_no_hold_split,branchwise_pid_baseline,branchwise_refinement,0.01,334802,839,837,0.05,837,837,single_dataset_simulation,True,True,True,False,3.99,open_loop_steady_state_lookup,0.4675,0.001275,0.0391,0.55,0.001725,0.028900000000000002,0.85,19,0.004,0.9883042276773919,0.0820849986238988,0.575,0.06,1.0885,0.55,0.001275,1.8750611456236947,10.299356477465267,0.5023880019261634,0.33123391583130063,0.14015565388627194,0.05871186621467524,0.563406229565392,0.5778333333333333,0.9142222222222222,1.09,0.021957947398497997,0.38808629824435503,0.05564111549144998,0.05564111549144998,5.01480458236128,16.06455511476078,1.289395870593444,0.8401364594034634,23.065237180778496,0.045454545454545456,True,,True,kp_seed|ki_seed|kp_up_factor|ki_up_factor|kd_up_factor|ki_down_factor|kd_down_factor|position_prefilter_tau_s|branch_deadband_mm|position_deadband_mm,1.12,3.0,0.18*norm_abs_steady_state_bias_mm + 0.10*norm_settled_error_p2p_mm + 0.10*norm_ITAE_mm_s2 + 0.04*norm_tracking_rms_mm + 0.08*norm_overshoot_pct + 0.07*norm_settling_time_s_2pct + 0.17*norm_settled_command_p2p_v + 0.15*norm_settled_velocity_rms_mm_s + 0.20*(norm_max_abs_gain_s^3),abs_steady_state_bias_mm|settled_error_p2p_mm|ITAE_mm_s2|tracking_rms_mm|overshoot_pct|settling_time_s_2pct|settled_command_p2p_v|settled_velocity_rms_mm_s|max_abs_gain_s,saturation_fraction|command_total_variation_v|gain_l1_norm,1.8015583752462299,True,True,True,1.48701525922294,True
