level,source_file,n_raw,n_used,n_non_finite,n_non_positive,min_sampling_time_ms,mean_sampling_time_ms,median_sampling_time_ms,p90_sampling_time_ms,p95_sampling_time_ms,p99_sampling_time_ms,observed_max_sampling_time_ms,max_sampling_time_sequence_id,recommended_max_sampling_time_ms,recommended_sampling_period_s,max_supported_sampling_rate_hz,mean_supported_sampling_rate_hz,recommendation_basis
global,experiment/max_sampling_time.csv,1999,1999,0,0,0.097,0.25682041020510255,0.249,0.295,0.3503999999999996,0.892,1.319,57,1.319,0.0013189999999999999,758.1501137225171,3893.7715238495944,observed_max_loop_cycle_time
