branch,controller_scope,selected_model,required_runtime_inputs,material_step_rule,formula,static_lookup_policy,branch_policy,horizon_policy,interaction_with_creep,theta_s,tau_s,tau_fast_s,tau_slow_s,weight_fast,calibrated_horizon_s,runtime_horizon_s
up,lookup_plus_branchwise_minimal_LQI|lookup_plus_branchwise_minimal_LQI_VEL,fopdt_double_exponential,"conditioned_p_meas_bar_at_step,conditioned_p_meas_bar,s_ref_mm,s_ref_prev_mm,selected_branch,time_since_material_reference_step_s",reset_and_cache_when_abs(s_ref_mm-s_ref_prev_mm)_exceeds_existing_branch_deadband_mm,g=0_for_t<theta;_else_1-w*exp(-(t-theta)/tau_fast)-(1-w)*exp(-(t-theta)/tau_slow);_p_ff_dynamic=p_step+(p_ff_static-p_step)*g;_p_tilde=p_meas-p_ff_dynamic,"interpolate_and_cache_open_loop_steady_state_p_lookup(active_branch,s_ref_mm)_at_material_step;_post_correction_deferred",apply_only_when_material_step_direction_matches_selected_branch; otherwise use_static_p_ff,use_g=1_after_runtime_horizon_s; do_not_extend_model_beyond_exported_horizon,independent_of_u_ff_creep_layer; modifies_only_p_tilde,0.043595990120877066,NA,0.050051866257682626,0.761795052843296,0.9311930545555789,3.99,3.99
down,lookup_plus_branchwise_minimal_LQI|lookup_plus_branchwise_minimal_LQI_VEL,fopdt_double_exponential,"conditioned_p_meas_bar_at_step,conditioned_p_meas_bar,s_ref_mm,s_ref_prev_mm,selected_branch,time_since_material_reference_step_s",reset_and_cache_when_abs(s_ref_mm-s_ref_prev_mm)_exceeds_existing_branch_deadband_mm,g=0_for_t<theta;_else_1-w*exp(-(t-theta)/tau_fast)-(1-w)*exp(-(t-theta)/tau_slow);_p_ff_dynamic=p_step+(p_ff_static-p_step)*g;_p_tilde=p_meas-p_ff_dynamic,"interpolate_and_cache_open_loop_steady_state_p_lookup(active_branch,s_ref_mm)_at_material_step;_post_correction_deferred",apply_only_when_material_step_direction_matches_selected_branch; otherwise use_static_p_ff,use_g=1_after_runtime_horizon_s; do_not_extend_model_beyond_exported_horizon,independent_of_u_ff_creep_layer; modifies_only_p_tilde,0.09591309710224645,NA,0.08403403162996613,0.9890087859497508,0.6064355899694005,3.99,3.99
