seed,fs_hz,fs_hz_source,sampling_rate_margin_factor,observed_max_sampling_time_ms,recommended_max_sampling_time_ms,max_supported_sampling_rate_hz,t_settle_slow_s,recommended_t_settle_ms,recommended_t_settle_ms_source,recommended_t_hold_s,hold_factor,hold_factor_applied,T_hold_source,recommendation_basis,T_hold_s,target_duration_min,hard_max_duration_min,min_transitions,max_transitions,planned_transitions,planned_holds,total_duration_min,used_hard_cap,planning_warning,control_window_low_v,control_window_high_v,control_window_width_v,source_runs_used,source_any_direction_unstable,source_any_stroke_endpoint_flag,margin_fraction,margin_u,excitation_low_v,excitation_high_v,excitation_span_v,up_count,down_count,up_down_imbalance_pct,bounds_ok,balance_ok,near_zero_ok,count_large,count_medium,count_small,count_xlarge,count_xsmall,prop_large,prop_medium,prop_small,prop_xlarge,prop_xsmall,prop_ok_large,prop_ok_medium,prop_ok_small,prop_ok_xlarge,prop_ok_xsmall,all_constraints_ok
12345,100,max_sampling_time_analysis,8,1.319,1.319,758.1501137225171,1.0742,1074.2,effective_settling_time_analysis,1.0742,NA,NA,effective_settling_time_analysis,max_target_p95_trimmed,1.0742,15,25,300,1000,836,837,14.985090000000001,FALSE,NA,0.5576893488546546,8.363223659138972,7.805534310284318,2,FALSE,TRUE,0.05,0.39027671551421594,0.9479660643688705,7.2,6.25203393563113,418,418,0,TRUE,TRUE,TRUE,100,209,418,25,84,0.11961722488038277,0.25,0.5,0.029904306220095694,0.10047846889952153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
