branch,time_since_step_s,n_samples,n_holds,pressure_progress_median,pressure_progress_q10,pressure_progress_q90,terminal_relative_p_median_bar,terminal_relative_p_q10_bar,terminal_relative_p_q90_bar
down,0.58,408,408,0.7692307692307694,0.5644833427442124,0.8632004981320052,0.19999999999999996,0.16000000000000014,0.2259000000000001
down,0.59,408,408,0.7737439351357005,0.5709844559585489,0.8666666666666667,0.19999999999999973,0.16000000000000014,0.22000000000000008
down,0.6,408,408,0.7737439351357005,0.5714285714285714,0.8666666666666667,0.19799999999999995,0.16000000000000014,0.22000000000000006
down,0.61,408,408,0.7763888888888888,0.5714285714285715,0.8673039947003034,0.19150000000000003,0.16000000000000014,0.22000000000000003
down,0.62,408,408,0.7791891891891891,0.5714285714285715,0.8702673796791442,0.18149999999999994,0.16000000000000014,0.21999999999999997
down,0.63,408,408,0.7794330916282135,0.5714285714285715,0.8749999999999999,0.18000000000000016,0.16000000000000011,0.21999999999999997
down,0.64,408,408,0.7804878048780488,0.5731945758435828,0.8785510785510785,0.18000000000000016,0.16000000000000003,0.21999999999999997
down,0.65,408,408,0.780487804878049,0.5886363636363634,0.8793215233816623,0.18000000000000016,0.16,0.21999999999999997
down,0.66,408,408,0.780487804878049,0.5886363636363634,0.8799999999999999,0.18000000000000016,0.15999999999999992,0.21999999999999997
down,0.67,408,408,0.7825586631310352,0.5909090909090909,0.8820403280929595,0.18000000000000016,0.15999999999999992,0.21999999999999997
down,0.68,408,408,0.7854668426261959,0.5909090909090909,0.8832303618711386,0.18000000000000005,0.15999999999999992,0.21999999999999997
down,0.6900000000000001,408,408,0.7857142857142856,0.597272727272727,0.8839659322347713,0.18000000000000005,0.1599999999999997,0.21860000000000002
down,0.7000000000000001,408,408,0.7862997658079626,0.6000000000000001,0.886072023699315,0.17999999999999994,0.1599999999999997,0.2146
down,0.71,408,408,0.7906976744186045,0.6000000000000003,0.8863636363636364,0.17999999999999994,0.1599999999999997,0.2066
down,0.72,408,408,0.7906976744186046,0.6000000000000003,0.8863636363636364,0.17999999999999994,0.15939999999999963,0.20430000000000004
down,0.73,408,408,0.7907570004746085,0.6042424242424245,0.8863636363636364,0.17999999999999994,0.15259999999999974,0.20000000000000018
down,0.74,408,408,0.7944947209653089,0.607905138339921,0.8891713747645951,0.17999999999999994,0.14000000000000012,0.20000000000000007
down,0.75,408,408,0.794871794871795,0.6086956521739131,0.8891713747645951,0.17999999999999994,0.14000000000000012,0.20000000000000007
down,0.76,408,408,0.7972123978413416,0.6190476190476186,0.8891713747645951,0.17999999999999994,0.14000000000000012,0.20000000000000007
down,0.77,408,408,0.7999999999999998,0.6190476190476191,0.8899143229651705,0.17999999999999972,0.14000000000000012,0.20000000000000007
down,0.78,408,408,0.8,0.6190476190476192,0.8901098901098901,0.1765000000000001,0.14000000000000012,0.2
down,0.79,408,408,0.8,0.6209474463360473,0.8929611650485436,0.17249999999999996,0.14000000000000012,0.19999999999999996
down,0.8,408,408,0.8,0.6240284974093264,0.8940818223162559,0.16650000000000012,0.14000000000000012,0.19999999999999996
down,0.81,408,408,0.8043478260869563,0.6240284974093264,0.8941724372029871,0.16250000000000003,0.14000000000000012,0.19999999999999996
down,0.8200000000000001,408,408,0.8048780487804879,0.6240284974093264,0.8966583718450054,0.16000000000000014,0.14,0.19999999999999996
down,0.8300000000000001,408,408,0.8048780487804881,0.6329545454545455,0.8969939300510646,0.16000000000000014,0.14,0.19999999999999996
down,0.84,408,408,0.8052008195571025,0.6363636363636365,0.8969939300510646,0.16000000000000014,0.1399999999999999,0.19999999999999996
down,0.85,408,408,0.8089189486418124,0.6363636363636365,0.8971532333645735,0.16000000000000014,0.13999999999999968,0.1986
down,0.86,408,408,0.8091334894613583,0.642,0.8971532333645735,0.16000000000000014,0.13999999999999968,0.1986
down,0.87,408,408,0.8103460289588476,0.642,0.8971532333645735,0.16000000000000014,0.13999999999999968,0.19259999999999997
down,0.88,408,408,0.8103460289588476,0.6474025974025973,0.8980075612723797,0.1600000000000001,0.13999999999999968,0.18860000000000005
down,0.89,408,408,0.8103460289588476,0.6499999999999996,0.8987260188626551,0.16000000000000003,0.13999999999999968,0.18060000000000012
down,0.9,408,408,0.8132267441860465,0.6499999999999997,0.8996296296296297,0.16000000000000003,0.13399999999999987,0.18000000000000016
down,0.91,408,408,0.8132267441860465,0.65,0.8996296296296297,0.15999999999999995,0.1319000000000001,0.18000000000000016
down,0.92,408,408,0.813953488372093,0.6515217391304349,0.8997567482736974,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.93,408,408,0.8155706727135298,0.6515217391304348,0.9005936398724619,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.9400000000000001,408,408,0.8172541743970314,0.6521739130434783,0.9006262804991618,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.9500000000000001,408,408,0.8200000000000001,0.6623188405797099,0.901098901098901,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.96,408,408,0.8205128205128205,0.6653421633554081,0.9016430171769978,0.15999999999999992,0.1200000000000001,0.18000000000000005
down,0.97,408,408,0.8222222222222222,0.6653421633554081,0.9017379839386311,0.15999999999999992,0.1200000000000001,0.18
down,0.98,408,408,0.8227711328991902,0.6653421633554081,0.9044242141682821,0.1599999999999997,0.12000000000000008,0.17999999999999994
down,0.99,408,408,0.8255434782608695,0.6666666666666666,0.9063821687572569,0.1599999999999997,0.12,0.17999999999999994
down,1,408,408,0.8272546419098142,0.6666666666666669,0.9063821687572569,0.15799999999999992,0.11999999999999988,0.17999999999999994
down,1.01,408,408,0.8292682926829269,0.6812727272727275,0.9074653394952008,0.14750000000000016,0.11999999999999988,0.17999999999999994
down,1.02,408,408,0.8295277633627401,0.681818181818182,0.9075180855886933,0.14300000000000002,0.11999999999999988,0.17999999999999994
down,1.03,408,408,0.8315565031982943,0.6812727272727275,0.9084825308534679,0.14000000000000012,0.11999999999999982,0.17999999999999994
down,1.04,408,408,0.8315565031982943,0.689160839160839,0.9084825308534679,0.14000000000000012,0.11999999999999966,0.17860000000000004
down,1.05,408,408,0.8333333333333333,0.689160839160839,0.9084825308534679,0.14000000000000012,0.11999999999999966,0.17630000000000007
down,1.06,408,408,0.8333333333333334,0.689160839160839,0.9084825308534679,0.14000000000000012,0.11999999999999966,0.17529999999999996
down,1.07,408,408,0.834848484848485,0.6947487295313381,0.9093366093366095,0.14000000000000012,0.11999999999999966,0.16860000000000003
down,1.08,408,408,0.8372093023255812,0.6947487295313381,0.9093366093366095,0.14000000000000012,0.10000000000000009,0.16660000000000003
down,1.09,408,408,0.8378378378378383,0.6947487295313381,0.9100707449022056,0.14000000000000012,0.10000000000000009,0.16000000000000014
down,1.1,408,408,0.8399999999999999,0.6956521739130435,0.9103459784180665,0.14000000000000012,0.10000000000000009,0.16000000000000014
down,1.11,408,408,0.8400000000000001,0.6999999999999997,0.9100707449022056,0.14,0.10000000000000009,0.16000000000000014
down,1.12,408,408,0.8409090909090908,0.6999999999999998,0.9103459784180665,0.14,0.10000000000000009,0.16000000000000014
down,1.1300000000000001,408,408,0.8433083686095734,0.7,0.9122479462285288,0.14,0.10000000000000009,0.16000000000000014
down,1.1400000000000001,408,408,0.8444444444444446,0.7058333333333331,0.9127479949345716,0.13999999999999999,0.10000000000000009,0.16000000000000003
down,1.1500000000000001,408,408,0.8471294884601228,0.7124999999999998,0.9127479949345716,0.1399999999999999,0.10000000000000009,0.16000000000000003
down,1.16,408,408,0.8499999999999999,0.714285714285714,0.915264832916572,0.1399999999999999,0.09999999999999987,0.16000000000000003
down,1.17,408,408,0.8510638297872339,0.7142857142857142,0.9157006975269499,0.1399999999999999,0.09999999999999987,0.16000000000000003
down,1.18,408,408,0.8532685007020646,0.7142857142857142,0.916070578830158,0.1399999999999999,0.09999999999999987,0.16000000000000003
down,1.19,408,408,0.8536585365853658,0.7142857142857151,0.9169243986254295,0.1399999999999999,0.09999999999999987,0.15999999999999998
down,1.2,408,408,0.8536585365853663,0.7182857142857144,0.9176026492677063,0.1399999999999999,0.09999999999999987,0.15999999999999998
down,1.21,408,408,0.85433506543495,0.72,0.9191053122087607,0.1399999999999999,0.09999999999999964,0.15999999999999992
down,1.22,408,408,0.8555602955017916,0.727272727272727,0.9191053122087607,0.13999999999999968,0.09999999999999964,0.15999999999999992
down,1.23,408,408,0.857142857142857,0.7272727272727274,0.9191053122087607,0.13949999999999985,0.09999999999999964,0.15999999999999992
down,1.24,408,408,0.857142857142857,0.7272727272727275,0.9196781609195404,0.13850000000000007,0.09399999999999983,0.15999999999999992
down,1.25,408,408,0.8571428571428572,0.7297202797202798,0.9201363636363638,0.1325,0.08000000000000007,0.15999999999999992
down,1.26,408,408,0.8602325581395348,0.7373913043478262,0.920508658008658,0.1285,0.08000000000000007,0.15999999999999992
down,1.27,408,408,0.8611111111111114,0.7391304347826086,0.9206820682068206,0.123,0.08000000000000007,0.15730000000000005
down,1.28,408,408,0.8624070317782284,0.7391304347826086,0.9216428493509327,0.1200000000000001,0.08000000000000007,0.15630000000000005
down,1.29,408,408,0.863636363636364,0.7499999999999997,0.9218261477702814,0.1200000000000001,0.08000000000000007,0.15259999999999996
down,1.3,408,408,0.8648648648648649,0.7499999999999998,0.9218261477702814,0.1200000000000001,0.08000000000000007,0.14860000000000004
down,1.31,408,408,0.8676357335386986,0.7499999999999998,0.9233277591973243,0.1200000000000001,0.08000000000000007,0.14660000000000004
down,1.32,408,408,0.8695652173913042,0.7500000000000002,0.9240976210008203,0.1200000000000001,0.08,0.14000000000000012
down,1.33,408,408,0.8720676486633934,0.7500000000000002,0.925441329179647,0.1200000000000001,0.07999999999999985,0.14000000000000012
down,1.34,408,408,0.8727272727272728,0.7500000000000002,0.925441329179647,0.1200000000000001,0.07999999999999978,0.14000000000000012
down,1.35,408,408,0.8746002132196162,0.7500000000000006,0.9260428849902533,0.12000000000000005,0.07999999999999978,0.14000000000000012
down,1.36,408,408,0.8749999999999999,0.756034482758621,0.9263157894736842,0.12,0.07999999999999963,0.14000000000000012
down,1.37,408,408,0.8749999999999999,0.7599999999999999,0.9263157894736842,0.12,0.07999999999999963,0.14000000000000012
down,1.3800000000000001,408,408,0.875,0.7599999999999999,0.9277481058253635,0.12,0.07399999999999982,0.14000000000000012
down,1.3900000000000001,408,408,0.8773720014321518,0.76,0.9281209781209783,0.12,0.07399999999999982,0.1400000000000001
down,1.4000000000000001,408,408,0.8777999004479842,0.76,0.9287878787878787,0.12,0.07399999999999982,0.14
down,1.41,408,408,0.8780487804878053,0.761904761904762,0.929450066151005,0.11999999999999988,0.06000000000000005,0.14
down,1.42,408,408,0.8793939393939393,0.7652380952380955,0.9310892172961138,0.11999999999999988,0.06000000000000005,0.14
down,1.43,408,408,0.8818544366899301,0.769230769230769,0.9313390313390313,0.11999999999999988,0.06000000000000005,0.14
down,1.44,408,408,0.8826179120296767,0.7692307692307692,0.9324271844660195,0.11999999999999988,0.06000000000000005,0.14
down,1.45,408,408,0.8837209302325582,0.7692307692307692,0.9335220125786163,0.11999999999999988,0.06000000000000005,0.13999999999999996
down,1.46,408,408,0.884615384615385,0.7727272727272729,0.9346403900853312,0.11999999999999988,0.06000000000000005,0.1399999999999999
down,1.47,408,408,0.8864250614250615,0.7811594202898549,0.9346403900853312,0.11999999999999988,0.06000000000000005,0.1399999999999999
down,1.48,408,408,0.8874469268835465,0.782608695652174,0.9347826086956521,0.11999999999999966,0.05999999999999983,0.1399999999999999
down,1.49,408,408,0.888888888888889,0.7847826086956522,0.9349929873772791,0.11650000000000005,0.05999999999999983,0.1399999999999999
down,1.5,408,408,0.8911067193675889,0.7847826086956522,0.9357478005865102,0.11050000000000004,0.05999999999999976,0.1399999999999999
down,1.51,408,408,0.8913043478260869,0.7926724137931036,0.9365071770334927,0.1065000000000001,0.05999999999999976,0.1399999999999999
down,1.52,408,408,0.8918918918918918,0.7999999999999998,0.9375,0.10450000000000001,0.05999999999999961,0.1399999999999999
down,1.53,408,408,0.8928571428571428,0.7999999999999999,0.9388094742481581,0.10000000000000009,0.05999999999999961,0.1399999999999999
down,1.54,408,408,0.8936170212765956,0.7999999999999999,0.9393939393939393,0.10000000000000009,0.05999999999999961,0.13730000000000003
down,1.55,408,408,0.894652766100555,0.7999999999999999,0.9395757575757576,0.10000000000000009,0.05999999999999961,0.13530000000000003
down,1.56,408,408,0.8955223880597016,0.8,0.9400512820512821,0.10000000000000009,0.0539999999999998,0.13530000000000003
down,1.57,408,408,0.8961925287356322,0.8,0.9395757575757576,0.10000000000000009,0.0539999999999998,0.135
down,1.58,408,408,0.8974358974358974,0.8,0.9407687827606289,0.10000000000000009,0.040000000000000036,0.13199999999999992
down,1.59,408,408,0.8974358974358974,0.8000000000000003,0.9411764705882353,0.10000000000000009,0.040000000000000036,0.12590000000000004
down,1.6,408,408,0.8999999999999999,0.8076923076923076,0.9426272577996716,0.10000000000000009,0.040000000000000036,0.1200000000000001
down,1.61,408,408,0.9018000642880102,0.8089743589743589,0.9430188679245283,0.10000000000000009,0.040000000000000036,0.1200000000000001
down,1.62,408,408,0.9032258064516128,0.8095238095238093,0.9459459459459458,0.09999999999999998,0.040000000000000036,0.1200000000000001
down,1.6300000000000001,408,408,0.9052111410601977,0.8116071428571429,0.9461316278110171,0.09999999999999998,0.040000000000000036,0.1200000000000001
down,1.6400000000000001,408,408,0.9069767441860465,0.8141203703703704,0.9468059461631178,0.09999999999999998,0.040000000000000036,0.1200000000000001
down,1.6500000000000001,408,408,0.9076549058720859,0.8171717171717171,0.9475057208237987,0.09999999999999998,0.040000000000000036,0.12000000000000008
down,1.6600000000000001,408,408,0.9090909090909091,0.818181818181818,0.9475057208237987,0.09999999999999998,0.040000000000000036,0.12
down,1.67,408,408,0.9090909090909091,0.8214285714285716,0.9481497937162806,0.09999999999999987,0.039999999999999966,0.12
down,1.68,408,408,0.9090909090909094,0.8253196930946289,0.9492905005912498,0.09999999999999987,0.039999999999999744,0.12
down,1.69,408,408,0.9117647058823528,0.826086956521739,0.9492905005912498,0.09999999999999987,0.03999999999999959,0.12
down,1.7,408,408,0.9120227038183695,0.8281369677855372,0.9492905005912498,0.09999999999999987,0.03999999999999959,0.12
down,1.71,408,408,0.9130434782608695,0.8303070370996756,0.9499104156281382,0.09999999999999987,0.033999999999999773,0.12
down,1.72,408,408,0.9137931034482758,0.8333333333333333,0.9523809523809523,0.09999999999999964,0.033999999999999773,0.12
down,1.73,408,408,0.9147025388404699,0.8333333333333333,0.9548736125361441,0.09850000000000003,0.020000000000000018,0.12
down,1.74,408,408,0.9161156324177686,0.8333333333333333,0.9579225352112676,0.08499999999999999,0.020000000000000018,0.12
down,1.75,408,408,0.9166666666666666,0.8333333333333333,0.9579225352112676,0.08350000000000002,0.020000000000000018,0.12
down,1.76,408,408,0.9167555081734191,0.8333333333333333,0.9568891610532761,0.08000000000000007,0.020000000000000018,0.12
down,1.77,408,408,0.9185210228669782,0.8333333333333333,0.9587898853267338,0.08000000000000007,0.020000000000000018,0.11999999999999994
down,1.78,408,408,0.9185210228669782,0.8333333333333333,0.9599613259668508,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.79,408,408,0.9199999999999999,0.8333333333333333,0.9600794701986759,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.8,408,408,0.9211017740429506,0.8333333333333336,0.9600794701986759,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.81,408,408,0.92353548091253,0.8333333333333336,0.9629629629629629,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.82,408,408,0.9243369127815202,0.8380000000000001,0.9629629629629629,0.08000000000000007,0.020000000000000018,0.11999999999999988
down,1.83,408,408,0.9256495301271421,0.8410603085553998,0.9650552486187846,0.08000000000000007,0.020000000000000018,0.11730000000000002
down,1.84,408,408,0.9270269018845211,0.8454326923076922,0.9633597883597883,0.08000000000000007,0.020000000000000018,0.1163
down,1.85,408,408,0.9274044795783926,0.8549999999999999,0.9663264350594627,0.08000000000000007,0.020000000000000018,0.114
down,1.86,408,408,0.9284766957180751,0.8555555555555554,0.9673202614379086,0.08000000000000007,0.020000000000000018,0.11330000000000001
down,1.87,408,408,0.9297010130961207,0.857142857142857,0.9697916666666667,0.08000000000000007,0.020000000000000018,0.11230000000000001
down,1.8800000000000001,408,408,0.9302325581395348,0.8571428571428572,0.9722222222222222,0.08000000000000002,0.020000000000000018,0.1086
down,1.8900000000000001,408,408,0.9310344827586208,0.8589127686472822,0.9722222222222222,0.07999999999999996,0.020000000000000018,0.10500000000000001
down,1.9000000000000001,408,408,0.9318181818181818,0.8602752778851095,0.9722222222222222,0.07999999999999996,0.020000000000000018,0.10060000000000008
down,1.9100000000000001,408,408,0.9333333333333333,0.8609380151665016,0.9722222222222222,0.07999999999999985,0.020000000000000018,0.10000000000000009
down,1.92,408,408,0.9333333333333338,0.8639268483669706,0.9735810810810811,0.07999999999999985,0.019999999999999952,0.10000000000000009
down,1.93,408,408,0.9343411424357593,0.8666666666666666,0.975609756097561,0.07999999999999985,0.01999999999999973,0.10000000000000009
down,1.94,408,408,0.9349237718802936,0.8666666666666667,0.9860000000000005,0.07999999999999985,0.011899999999999982,0.10000000000000009
down,1.95,408,408,0.9354838709677419,0.8666666666666671,1,0.07999999999999963,0,0.10000000000000009
down,1.96,408,408,0.936339074636947,0.8678947368421055,1,0.07800000000000007,0,0.10000000000000009
down,1.97,408,408,0.9375,0.8678947368421055,1,0.07750000000000001,0,0.10000000000000003
down,1.98,408,408,0.9387755102040816,0.8678947368421055,1,0.07649999999999997,0,0.10000000000000003
down,1.99,408,408,0.9393939393939394,0.87054698457223,1,0.06000000000000005,0,0.10000000000000003
down,2,408,408,0.9402985074626865,0.87054698457223,1,0.06000000000000005,0,0.10000000000000003
down,2.0100000000000002,408,408,0.940737489025461,0.87054698457223,1,0.06000000000000005,0,0.09999999999999999
down,2.02,408,408,0.9416027280477408,0.8730829233169327,1,0.06000000000000005,0,0.09999999999999999
down,2.0300000000000002,408,408,0.9428268765133172,0.8745904836193447,1,0.06000000000000005,0,0.09999999999999998
down,2.04,408,408,0.942857142857143,0.8749999999999999,1,0.06000000000000005,0,0.09999999999999998
down,2.05,408,408,0.943421895006402,0.8749999999999999,1,0.06000000000000005,0,0.09999999999999998
down,2.06,408,408,0.9451302122534999,0.8805803108808289,1,0.06000000000000005,0,0.09999999999999998
down,2.07,408,408,0.9447496947496947,0.8823529411764706,1,0.06000000000000005,0,0.09999999999999998
down,2.08,408,408,0.9462043305255543,0.8879365079365078,1,0.06000000000000005,0,0.09999999999999998
down,2.09,408,408,0.9478221415607985,0.8888888888888888,1,0.06000000000000005,0,0.09999999999999998
down,2.1,408,408,0.9496835443037974,0.8888888888888888,1,0.06000000000000005,0,0.09999999999999987
down,2.11,408,408,0.9507184780408824,0.890990990990991,1,0.05999999999999994,0,0.09999999999999987
down,2.12,408,408,0.951219512195122,0.891891891891892,1,0.05999999999999994,0,0.09999999999999987
down,2.13,408,408,0.9514563106796116,0.8925675675675675,1,0.05999999999999989,0,0.09999999999999987
down,2.14,408,408,0.9520940906483075,0.8935554668794892,1,0.05999999999999983,0,0.09999999999999987
down,2.15,408,408,0.9523809523809526,0.8940878701845822,1,0.05999999999999983,0,0.09629999999999998
down,2.16,408,408,0.9529775943396226,0.8955043859649123,1,0.05999999999999983,0,0.0953
down,2.17,408,408,0.9534883720930232,0.8970575872215216,1,0.05999999999999983,0,0.09430000000000002
down,2.18,408,408,0.9545454545454545,0.8970575872215216,1,0.05999999999999983,0,0.094
down,2.19,408,408,0.9545454545454545,0.8975391696910684,1,0.057499999999999996,0,0.094
down,2.2,408,408,0.9553897180762851,0.8975391696910684,1,0.040000000000000036,0,0.09130000000000002
down,2.21,408,408,0.9562828475871954,0.8992750287686996,1,0.040000000000000036,0,0.08929999999999998
down,2.22,408,408,0.9565217391304347,0.8992750287686996,1,0.040000000000000036,0,0.08590000000000009
down,2.23,408,408,0.9571428571428573,0.8992750287686996,1,0.040000000000000036,0,0.08360000000000006
down,2.24,408,408,0.9577464788732395,0.8999999999999999,1,0.040000000000000036,0,0.08000000000000007
down,2.25,408,408,0.9583333333333333,0.9036600496277916,1,0.040000000000000036,0,0.08000000000000007
down,2.2600000000000002,408,408,0.9594882729211087,0.9047619047619047,1,0.040000000000000036,0,0.08000000000000007
down,2.27,408,408,0.9601980198019802,0.904813906841988,1,0.040000000000000036,0,0.08000000000000007
down,2.2800000000000002,408,408,0.9620253164556962,0.904813906841988,1,0.040000000000000036,0,0.08000000000000007
down,2.29,408,408,0.9629629629629629,0.9090909090909092,1,0.040000000000000036,0,0.08000000000000003
down,2.3000000000000003,408,408,0.9629629629629629,0.9090909090909092,1,0.040000000000000036,0,0.08000000000000002
down,2.31,408,408,0.9655172413793103,0.9090909090909092,1,0.040000000000000036,0,0.08000000000000002
