profile_id,profile_type,perturbed_metric,perturbation_factor,gain_weight,gain_penalty_exponent,weight_sum,weight_abs_steady_state_bias_mm,weight_settled_error_p2p_mm,weight_itae_mm_s2,weight_tracking_rms_mm,weight_overshoot_pct,weight_settling_time_s_2pct,weight_settled_command_p2p_v,weight_settled_velocity_rms_mm_s,weight_max_abs_gain_s,pool,source_csv,analysis_status,candidate_count,eligible_count,selection_gate_used,best_tracking_rms_mm,selected_controller_label,selected_variant,selected_config_id,selected_config_rank,selected_score,selected_tracking_rms_mm,baseline_config_id,baseline_config_rank,selection_same_as_baseline,family_base_config_id,family_velocity_config_id,selected_gain_data_available,selected_q_s,selected_q_p,selected_q_v,selected_q_i,selected_r_value,selected_branch_deadband_mm,selected_position_deadband_mm,selected_integral_state_limit,selected_gain_l1_norm,selected_max_abs_gain_s,selected_max_abs_gain_p,selected_min_abs_integral_gain,selected_kp_up_v_per_mm,selected_ki_up_v_per_mm_s,selected_kd_up_v_s_per_mm,selected_kp_down_v_per_mm,selected_ki_down_v_per_mm_s,selected_kd_down_v_s_per_mm,selected_tau_d_s,selected_slope_window_samples,selected_position_prefilter_tau_s,selected_velocity_filter_tau_s,selected_velocity_slope_window_samples,selected_velocity_position_prefilter_tau_s
weight_settled_command_p2p_v_x1.25,one_factor_at_a_time,settled_command_p2p_v,1.25,,3.0,1.09,0.17168478260869566,0.09538043478260871,0.09538043478260871,0.03815217391304348,0.07630434782608696,0.0667663043478261,0.21250000000000002,0.14307065217391304,0.19076086956521743,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.006_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,1.4712873434069038,1.8748204874943848,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,6.0,False,,,True,,,,,,0.575,0.06,,1.0885,0.55,,0.001275,0.4675,0.001275,0.0391,0.55,0.001725,0.0289,0.85,19.0,0.006,,,
weight_settled_command_p2p_v_x1.25,one_factor_at_a_time,settled_command_p2p_v,1.25,,3.0,1.09,0.17168478260869566,0.09538043478260871,0.09538043478260871,0.03815217391304348,0.07630434782608696,0.0667663043478261,0.21250000000000002,0.14307065217391304,0.19076086956521743,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
weight_settled_velocity_rms_mm_s_x0.75,one_factor_at_a_time,settled_velocity_rms_mm_s,0.75,,3.0,1.09,0.18718085106382976,0.10398936170212765,0.10398936170212765,0.04159574468085106,0.08319148936170212,0.07279255319148936,0.17678191489361703,0.11249999999999999,0.2079787234042553,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.212053194032463,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,,,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_settled_velocity_rms_mm_s_x0.75,one_factor_at_a_time,settled_velocity_rms_mm_s,0.75,,3.0,1.09,0.18718085106382976,0.10398936170212765,0.10398936170212765,0.04159574468085106,0.08319148936170212,0.07279255319148936,0.17678191489361703,0.11249999999999999,0.2079787234042553,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.2133594877785279,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
weight_settled_velocity_rms_mm_s_x0.75,one_factor_at_a_time,settled_velocity_rms_mm_s,0.75,,3.0,1.09,0.18718085106382976,0.10398936170212765,0.10398936170212765,0.04159574468085106,0.08319148936170212,0.07279255319148936,0.17678191489361703,0.11249999999999999,0.2079787234042553,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.0690820123049178,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_settled_velocity_rms_mm_s_x0.75,one_factor_at_a_time,settled_velocity_rms_mm_s,0.75,,3.0,1.09,0.18718085106382976,0.10398936170212765,0.10398936170212765,0.04159574468085106,0.08319148936170212,0.07279255319148936,0.17678191489361703,0.11249999999999999,0.2079787234042553,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.006_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,1.4889102350470793,1.8748204874943848,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,6.0,False,,,True,,,,,,0.575,0.06,,1.0885,0.55,,0.001275,0.4675,0.001275,0.0391,0.55,0.001725,0.0289,0.85,19.0,0.006,,,
weight_settled_velocity_rms_mm_s_x0.75,one_factor_at_a_time,settled_velocity_rms_mm_s,0.75,,3.0,1.09,0.18718085106382976,0.10398936170212765,0.10398936170212765,0.04159574468085106,0.08319148936170212,0.07279255319148936,0.17678191489361703,0.11249999999999999,0.2079787234042553,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
weight_settled_velocity_rms_mm_s_x1.25,one_factor_at_a_time,settled_velocity_rms_mm_s,1.25,,3.0,1.09,0.1728191489361702,0.09601063829787235,0.09601063829787235,0.038404255319148935,0.07680851063829787,0.06720744680851065,0.163218085106383,0.1875,0.1920212765957447,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.2062478345331198,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,,,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_settled_velocity_rms_mm_s_x1.25,one_factor_at_a_time,settled_velocity_rms_mm_s,1.25,,3.0,1.09,0.1728191489361702,0.09601063829787235,0.09601063829787235,0.038404255319148935,0.07680851063829787,0.06720744680851065,0.163218085106383,0.1875,0.1920212765957447,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.2105789340817972,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
weight_settled_velocity_rms_mm_s_x1.25,one_factor_at_a_time,settled_velocity_rms_mm_s,1.25,,3.0,1.09,0.1728191489361702,0.09601063829787235,0.09601063829787235,0.038404255319148935,0.07680851063829787,0.06720744680851065,0.163218085106383,0.1875,0.1920212765957447,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.0706869729976352,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_settled_velocity_rms_mm_s_x1.25,one_factor_at_a_time,settled_velocity_rms_mm_s,1.25,,3.0,1.09,0.1728191489361702,0.09601063829787235,0.09601063829787235,0.038404255319148935,0.07680851063829787,0.06720744680851065,0.163218085106383,0.1875,0.1920212765957447,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,1.4850362945076458,1.8750611456236947,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,True,,,True,,,,,,0.575,0.06,,1.0885,0.55,,0.001275,0.4675,0.001275,0.0391,0.55,0.001725,0.0289,0.85,19.0,0.004,,,
weight_settled_velocity_rms_mm_s_x1.25,one_factor_at_a_time,settled_velocity_rms_mm_s,1.25,,3.0,1.09,0.1728191489361702,0.09601063829787235,0.09601063829787235,0.038404255319148935,0.07680851063829787,0.06720744680851065,0.163218085106383,0.1875,0.1920212765957447,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
weight_max_abs_gain_s_x0.75,one_factor_at_a_time,max_abs_gain_s,0.75,,3.0,1.09,0.19011235955056177,0.10561797752808988,0.10561797752808988,0.04224719101123595,0.0844943820224719,0.07393258426966293,0.1795505617977528,0.15842696629213482,0.15000000000000002,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.181233270190264,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,,,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_max_abs_gain_s_x0.75,one_factor_at_a_time,max_abs_gain_s,0.75,,3.0,1.09,0.19011235955056177,0.10561797752808988,0.10561797752808988,0.04224719101123595,0.0844943820224719,0.07393258426966293,0.1795505617977528,0.15842696629213482,0.15000000000000002,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.1993404620058554,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
weight_max_abs_gain_s_x0.75,one_factor_at_a_time,max_abs_gain_s,0.75,,3.0,1.09,0.19011235955056177,0.10561797752808988,0.10561797752808988,0.04224719101123595,0.0844943820224719,0.07393258426966293,0.1795505617977528,0.15842696629213482,0.15000000000000002,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.068754407968764,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_max_abs_gain_s_x0.75,one_factor_at_a_time,max_abs_gain_s,0.75,,3.0,1.09,0.19011235955056177,0.10561797752808988,0.10561797752808988,0.04224719101123595,0.0844943820224719,0.07393258426966293,0.1795505617977528,0.15842696629213482,0.15000000000000002,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1.15_id1.15_dd0.85,1.0,1.426869720537603,1.852195109553267,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,91.0,False,,,True,,,,,,0.575,0.06,,1.171,0.6325,,0.001275,0.4675,0.001275,0.0391,0.6325,0.001725,0.0289,0.85,19.0,0.004,,,
weight_max_abs_gain_s_x0.75,one_factor_at_a_time,max_abs_gain_s,0.75,,3.0,1.09,0.19011235955056177,0.10561797752808988,0.10561797752808988,0.04224719101123595,0.0844943820224719,0.07393258426966293,0.1795505617977528,0.15842696629213482,0.15000000000000002,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
weight_max_abs_gain_s_x1.25,one_factor_at_a_time,max_abs_gain_s,1.25,,3.0,1.09,0.1698876404494382,0.09438202247191012,0.09438202247191012,0.03775280898876404,0.07550561797752808,0.06606741573033709,0.1604494382022472,0.14157303370786517,0.25,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.237067758375319,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,,,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_max_abs_gain_s_x1.25,one_factor_at_a_time,max_abs_gain_s,1.25,,3.0,1.09,0.1698876404494382,0.09438202247191012,0.09438202247191012,0.03775280898876404,0.07550561797752808,0.06606741573033709,0.1604494382022472,0.14157303370786517,0.25,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.2245979598544694,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
weight_max_abs_gain_s_x1.25,one_factor_at_a_time,max_abs_gain_s,1.25,,3.0,1.09,0.1698876404494382,0.09438202247191012,0.09438202247191012,0.03775280898876404,0.07550561797752808,0.06606741573033709,0.1604494382022472,0.14157303370786517,0.25,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.0710145773337891,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
weight_max_abs_gain_s_x1.25,one_factor_at_a_time,max_abs_gain_s,1.25,,3.0,1.09,0.1698876404494382,0.09438202247191012,0.09438202247191012,0.03775280898876404,0.07550561797752808,0.06606741573033709,0.1604494382022472,0.14157303370786517,0.25,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,1.5031876021635642,1.8750611456236947,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,True,,,True,,,,,,0.575,0.06,,1.0885,0.55,,0.001275,0.4675,0.001275,0.0391,0.55,0.001725,0.0289,0.85,19.0,0.004,,,
weight_max_abs_gain_s_x1.25,one_factor_at_a_time,max_abs_gain_s,1.25,,3.0,1.09,0.1698876404494382,0.09438202247191012,0.09438202247191012,0.03775280898876404,0.07550561797752808,0.06606741573033709,0.1604494382022472,0.14157303370786517,0.25,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
gain_weight_0.10,legacy_gain_stress,max_abs_gain_s,0.5,0.1,3.0,1.09,0.2002247191011236,0.11123595505617978,0.11123595505617978,0.04449438202247191,0.08898876404494382,0.07786516853932586,0.18910112359550563,0.16685393258426967,0.1,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.5_qp5.5_qi0.0013_r10_bd0.14_pd0.06,1.0,1.1525270536419845,1.7504793104900616,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,2.0,False,,,True,7.5,5.5,,0.0013,10.0,0.14,0.06,20.0,2.531441744985935,0.7232094020604718,0.5489703458809253,0.0110083676443397,,,,,,,,,,,,
gain_weight_0.10,legacy_gain_stress,max_abs_gain_s,0.5,0.1,3.0,1.09,0.2002247191011236,0.11123595505617978,0.11123595505617978,0.04449438202247191,0.08898876404494382,0.07786516853932586,0.18910112359550563,0.16685393258426967,0.1,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.1867117130815485,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
gain_weight_0.10,legacy_gain_stress,max_abs_gain_s,0.5,0.1,3.0,1.09,0.2002247191011236,0.11123595505617978,0.11123595505617978,0.04449438202247191,0.08898876404494382,0.07786516853932586,0.18910112359550563,0.16685393258426967,0.1,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.5_qp5.5_qi0.0013_r10_bd0.14_pd0.06,1.0,1.0581276665087795,1.7504793104900616,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,,False,base_qs7.5_qp5.5_qi0.0013_r10_bd0.14_pd0.06,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.5,5.5,,0.0013,10.0,0.14,0.06,20.0,2.531441744985935,0.7232094020604718,0.5489703458809253,0.0110083676443397,,,,,,,,,,,,
gain_weight_0.10,legacy_gain_stress,max_abs_gain_s,0.5,0.1,3.0,1.09,0.2002247191011236,0.11123595505617978,0.11123595505617978,0.04449438202247191,0.08898876404494382,0.07786516853932586,0.18910112359550563,0.16685393258426967,0.1,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1.15_id1.15_dd0.85,1.0,1.359183262735693,1.852195109553267,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,361.0,False,,,True,,,,,,0.575,0.06,,1.171,0.6325,,0.001275,0.4675,0.001275,0.0391,0.6325,0.001725,0.0289,0.85,19.0,0.004,,,
gain_weight_0.10,legacy_gain_stress,max_abs_gain_s,0.5,0.1,3.0,1.09,0.2002247191011236,0.11123595505617978,0.11123595505617978,0.04449438202247191,0.08898876404494382,0.07786516853932586,0.18910112359550563,0.16685393258426967,0.1,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
gain_weight_0.30,legacy_gain_stress,max_abs_gain_s,1.4999999999999998,0.3,3.0,1.09,0.15977528089887638,0.08876404494382023,0.08876404494382023,0.03550561797752809,0.07101123595505618,0.06213483146067416,0.1508988764044944,0.13314606741573032,0.3,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7_qp5_qi0.0009_r10.5_bd0.14_pd0.05,1.0,1.2620098196086709,1.7628609907066946,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,3.0,False,,,True,7.0,5.0,,0.0009,10.5,0.14,0.05,20.0,2.414093041566228,0.6756826825591665,0.5385297768736164,0.0089626484430484,,,,,,,,,,,,
gain_weight_0.30,legacy_gain_stress,max_abs_gain_s,1.4999999999999998,0.3,3.0,1.09,0.15977528089887638,0.08876404494382023,0.08876404494382023,0.03550561797752809,0.07101123595505618,0.06213483146067416,0.1508988764044944,0.13314606741573032,0.3,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.25_qp5_qv0.02_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.2358237800467258,1.740559028180802,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,3.0,False,,,True,7.25,5.0,0.02,0.0011,10.0,0.14,0.05,20.0,2.4734047613973726,0.7100149364079458,0.5556645642180367,0.0101315975288016,,,,,,,,,,0.33,29.0,0.08
gain_weight_0.30,legacy_gain_stress,max_abs_gain_s,1.4999999999999998,0.3,3.0,1.09,0.15977528089887638,0.08876404494382023,0.08876404494382023,0.03550561797752809,0.07101123595505618,0.06213483146067416,0.1508988764044944,0.13314606741573032,0.3,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.740559028180802,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7_qp5_qi0.0009_r10.5_bd0.14_pd0.05,1.0,1.0988795501651885,1.7628609907066946,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,,False,base_qs7_qp5_qi0.0009_r10.5_bd0.14_pd0.05,vel_qs7.25_qp5_qv0.02_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.0,5.0,,0.0009,10.5,0.14,0.05,20.0,2.414093041566228,0.6756826825591665,0.5385297768736164,0.0089626484430484,,,,,,,,,,,,
gain_weight_0.30,legacy_gain_stress,max_abs_gain_s,1.4999999999999998,0.3,3.0,1.09,0.15977528089887638,0.08876404494382023,0.08876404494382023,0.03550561797752809,0.07101123595505618,0.06213483146067416,0.1508988764044944,0.13314606741573032,0.3,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd0.85_id1.15_dd0.85,1.0,1.496903210191917,1.9078291009272088,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,91.0,False,,,True,,,,,,0.575,0.06,,1.006,0.4675,,0.001275,0.4675,0.001275,0.0391,0.4675,0.001725,0.0289,0.85,19.0,0.004,,,
