profile_id,profile_type,perturbed_metric,perturbation_factor,gain_weight,gain_penalty_exponent,weight_sum,weight_abs_steady_state_bias_mm,weight_settled_error_p2p_mm,weight_itae_mm_s2,weight_tracking_rms_mm,weight_overshoot_pct,weight_settling_time_s_2pct,weight_settled_command_p2p_v,weight_settled_velocity_rms_mm_s,weight_max_abs_gain_s,pool,source_csv,analysis_status,candidate_count,eligible_count,selection_gate_used,best_tracking_rms_mm,selected_controller_label,selected_variant,selected_config_id,selected_config_rank,selected_score,selected_tracking_rms_mm,baseline_config_id,baseline_config_rank,selection_same_as_baseline,family_base_config_id,family_velocity_config_id,selected_gain_data_available,selected_q_s,selected_q_p,selected_q_v,selected_q_i,selected_r_value,selected_branch_deadband_mm,selected_position_deadband_mm,selected_integral_state_limit,selected_gain_l1_norm,selected_max_abs_gain_s,selected_max_abs_gain_p,selected_min_abs_integral_gain,selected_kp_up_v_per_mm,selected_ki_up_v_per_mm_s,selected_kd_up_v_s_per_mm,selected_kp_down_v_per_mm,selected_ki_down_v_per_mm_s,selected_kd_down_v_s_per_mm,selected_tau_d_s,selected_slope_window_samples,selected_position_prefilter_tau_s,selected_velocity_filter_tau_s,selected_velocity_slope_window_samples,selected_velocity_position_prefilter_tau_s
gain_weight_0.30,legacy_gain_stress,max_abs_gain_s,1.4999999999999998,0.3,3.0,1.09,0.15977528089887638,0.08876404494382023,0.08876404494382023,0.03550561797752809,0.07101123595505618,0.06213483146067416,0.1508988764044944,0.13314606741573032,0.3,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
gain_exponent_1,gain_exponent,max_abs_gain_s,,0.2,1.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.5_qp5.5_qi0.0013_r10_bd0.14_pd0.06,1.0,1.1237836995187598,1.7504793104900616,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,3.0,False,,,True,7.5,5.5,,0.0013,10.0,0.14,0.06,20.0,2.531441744985935,0.7232094020604718,0.5489703458809253,0.0110083676443397,,,,,,,,,,,,
gain_exponent_1,gain_exponent,max_abs_gain_s,,0.2,1.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.1676319227118694,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
gain_exponent_1,gain_exponent,max_abs_gain_s,,0.2,1.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.5_qp5.5_qi0.0013_r10_bd0.14_pd0.06,1.0,1.0613470941341552,1.7504793104900616,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,,False,base_qs7.5_qp5.5_qi0.0013_r10_bd0.14_pd0.06,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.5,5.5,,0.0013,10.0,0.14,0.06,20.0,2.531441744985935,0.7232094020604718,0.5489703458809253,0.0110083676443397,,,,,,,,,,,,
gain_exponent_1,gain_exponent,max_abs_gain_s,,0.2,1.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1.15_id1.15_dd0.85,1.0,1.2698462251540874,1.852195109553267,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,571.0,False,,,True,,,,,,0.575,0.06,,1.171,0.6325,,0.001275,0.4675,0.001275,0.0391,0.6325,0.001725,0.0289,0.85,19.0,0.004,,,
gain_exponent_1,gain_exponent,max_abs_gain_s,,0.2,1.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
gain_exponent_2,gain_exponent,max_abs_gain_s,,0.2,2.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.1657242607986187,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,,,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
gain_exponent_2,gain_exponent,max_abs_gain_s,,0.2,2.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.188780740547323,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
gain_exponent_2,gain_exponent,max_abs_gain_s,,0.2,2.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.0698844926512767,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
gain_exponent_2,gain_exponent,max_abs_gain_s,,0.2,2.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1.15_id1.15_dd0.85,1.0,1.3653479552578935,1.852195109553267,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,181.0,False,,,True,,,,,,0.575,0.06,,1.171,0.6325,,0.001275,0.4675,0.001275,0.0391,0.6325,0.001725,0.0289,0.85,19.0,0.004,,,
gain_exponent_2,gain_exponent,max_abs_gain_s,,0.2,2.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
gain_exponent_4,gain_exponent,max_abs_gain_s,,0.2,4.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_base_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,4500.0,4500.0,True,1.7489988617347312,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.2595713196997074,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,,,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
gain_exponent_4,gain_exponent,max_abs_gain_s,,0.2,4.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_velocity_pool,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,27000.0,27000.0,True,1.7310777417530463,Velocity-state LQI,lookup_plus_branchwise_minimal_LQI_VEL,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,1.2373940437921882,1.7389099066048417,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,1.0,True,,,True,7.5,5.0,0.025,0.0011,10.0,0.14,0.05,20.0,2.512465663234435,0.7240210127744238,0.5612108850489048,0.0101239602426627,,,,,,,,,,0.33,29.0,0.08
gain_exponent_4,gain_exponent,max_abs_gain_s,,0.2,4.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,lqi_family_comparison,analysis_outputs/lqr_controller_sweep_metrics.csv,scored_feedback_pool,2.0,2.0,True,1.7389099066048417,Base LQI,lookup_plus_branchwise_minimal_LQI,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,1.0698844926512767,1.7539380851750348,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,1.0,True,base_qs7.25_qp5_qi0.0011_r10_bd0.14_pd0.05,vel_qs7.5_qp5_qv0.025_qi0.0011_r10_bd0.14_pd0.05_tau0.33_n29_sp0.08,True,7.25,5.0,,0.0011,10.0,0.14,0.05,20.0,2.505868794707487,0.7094968856754391,0.5501936235968884,0.0101346630972778,,,,,,,,,,,,
gain_exponent_4,gain_exponent,max_abs_gain_s,,0.2,4.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,pid_pool,analysis_outputs/pid_controller_sweep_metrics.csv,scored_feedback_pool,9805.0,9055.0,True,1.8015583752462296,PID,lookup_plus_branchwise_PID,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,1.5444858354851976,1.8750611456236947,pid_refine_seedpid_smooth_seedpid_seed_kp0.55_ki0.0015_kd0.034_tau0.65_n15_sp0.004_bd0.575_pd0.06_tau0.85_n19_sp0.004_ku0.85_iu0.85_du1.15_kd1_id1.15_dd0.85,1.0,True,,,True,,,,,,0.575,0.06,,1.0885,0.55,,0.001275,0.4675,0.001275,0.0391,0.55,0.001725,0.0289,0.85,19.0,0.004,,,
gain_exponent_4,gain_exponent,max_abs_gain_s,,0.2,4.0,1.09,0.18,0.1,0.1,0.04,0.08,0.07,0.17,0.15,0.2,feedforward_only_reference,not_applicable_no_feedback_sweep,not_scored_no_feedback_gains,,,,,Feedforward-only,lookup_only_feedforward,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
