branch,time_since_step_s,elapsed_after_creep_start_s,creep_fraction,selected_model,pressure_plateau_start_s,calibrated_horizon_s,runtime_horizon_s,interval
down,2.7800000000000002,0.5800000000000001,0.023847707937663255,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.79,0.5899999999999999,0.02339930225024864,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.8000000000000003,0.6000000000000001,0.02295932788298567,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.81,0.6099999999999999,0.0225276263027391,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.82,0.6199999999999997,0.022104041957253816,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.83,0.6299999999999999,0.021688422219105705,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.84,0.6399999999999997,0.021280617330706453,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.85,0.6499999999999999,0.020880480350342286,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.86,0.6599999999999997,0.020487867099227473,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
down,2.87,0.6699999999999999,0.02010263610955321,single_exponential,2.2,3.99,3.99,calibrated_open_loop_hold
