branch,s_ref_mm,u_ff_v,p_ff_bar
down,2.74,1.208,0.36
down,2.873668341708543,1.3019999999999998,0.44000000000000006
down,3.0073366834170856,1.404,0.48
down,3.1410050251256285,1.452,0.56
down,3.274673366834171,1.4945000000000004,0.5600000000000003
down,3.408341708542714,1.4945000000000004,0.6
down,3.542010050251257,1.5269999999999992,0.6
down,3.6756783919597993,1.5635000000000003,0.6
down,3.8093467336683418,1.5635000000000003,0.6399999999999997
down,3.9430150753768847,1.5990000000000002,0.6399999999999997
down,4.076683417085428,1.6250000000000018,0.6399999999999997
down,4.21035175879397,1.6250000000000018,0.6799999999999997
down,4.344020100502513,1.6499999999999986,0.6799999999999997
down,4.477688442211056,1.7100000000000009,0.6799999999999997
down,4.611356783919598,1.7100000000000009,0.7200000000000006
down,4.745025125628141,1.7850000000000001,0.7200000000000006
down,4.878693467336683,1.7850000000000001,0.7799999999999994
down,5.012361809045227,1.8520000000000003,0.7799999999999994
down,5.146030150753769,1.8520000000000003,0.8200000000000003
down,5.2796984924623125,1.9194999999999993,0.8200000000000003
down,5.413366834170855,1.9194999999999993,0.8599999999999994
down,5.547035175879397,1.9874999999999972,0.8599999999999994
down,5.68070351758794,1.9874999999999972,0.8999999999999995
down,5.814371859296482,2.0710000000000015,0.8999999999999995
down,5.948040201005026,2.0710000000000015,0.9400000000000013
down,6.081708542713568,2.1547500000000035,0.9600000000000009
down,6.215376884422112,2.1547500000000035,1
down,6.349045226130654,2.2270000000000003,1
down,6.4827135678391965,2.2270000000000003,1.0399999999999991
down,6.616381909547739,2.276,1.0399999999999991
down,6.750050251256281,2.276,1.0599999999999987
down,6.883718592964825,2.3535000000000004,1.0800000000000018
down,7.017386934673367,2.3535000000000004,1.120000000000001
down,7.15105527638191,2.4324999999999974,1.120000000000001
down,7.284723618090453,2.4324999999999974,1.1600000000000001
down,7.418391959798996,2.5180000000000007,1.1600000000000001
down,7.552060301507538,2.5180000000000007,1.1999999999999993
down,7.68572864321608,2.593499999999999,1.2199999999999989
down,7.819396984924624,2.593499999999999,1.2599999999999998
down,7.953065326633166,2.660499999999999,1.2599999999999998
down,8.086733668341708,2.660499999999999,1.2999999999999972
down,8.220402010050252,2.722749999999998,1.2999999999999972
down,8.354070351758795,2.722749999999998,1.3400000000000034
down,8.487738693467337,2.7660000000000053,1.3400000000000034
down,8.62140703517588,2.777000000000001,1.3599999999999994
down,8.755075376884424,2.8234999999999957,1.3599999999999994
down,8.888743718592966,2.8234999999999957,1.3999999999999986
down,9.022412060301509,2.8800000000000026,1.3999999999999986
down,9.156080402010051,2.8800000000000026,1.4200000000000017
down,9.289748743718594,2.9399999999999977,1.4200000000000017
down,9.423417085427136,2.9399999999999977,1.4600000000000009
down,9.55708542713568,2.993000000000002,1.4600000000000009
down,9.69075376884422,2.993000000000002,1.5
down,9.824422110552764,3.047000000000004,1.5
down,9.958090452261306,3.047000000000004,1.5399999999999991
down,10.091758793969849,3.1054999999999993,1.5399999999999991
down,10.225427135678393,3.1054999999999993,1.5600000000000023
down,10.359095477386935,3.156000000000006,1.5600000000000023
down,10.492763819095478,3.156000000000006,1.6000000000000014
down,10.626432160804022,3.2139999999999986,1.6000000000000014
down,10.760100502512564,3.2139999999999986,1.6200000000000045
down,10.893768844221109,3.249500000000012,1.6200000000000045
down,11.02743718592965,3.249500000000012,1.6499999999999986
down,11.161105527638192,3.311000000000007,1.6499999999999986
down,11.294773869346734,3.311000000000007,1.6800000000000068
down,11.428442211055277,3.3569999999999993,1.6800000000000068
down,11.56211055276382,3.3569999999999993,1.7199999999999989
down,11.695778894472362,3.4099999999999966,1.7199999999999989
down,11.829447236180906,3.4099999999999966,1.7399999999999949
down,11.963115577889448,3.463000000000008,1.7399999999999949
down,12.096783919597993,3.463000000000008,1.7800000000000011
down,12.230452261306532,3.5035000000000025,1.7800000000000011
down,12.364120603015076,3.5035000000000025,1.7999999999999972
down,12.497788944723618,3.5559999999999974,1.7999999999999972
down,12.63145728643216,3.5559999999999974,1.8199999999999932
down,12.765125628140703,3.6049999999999898,1.8199999999999932
down,12.898793969849248,3.6299999999999955,1.8599999999999994
down,13.03246231155779,3.664999999999992,1.8799999999999955
down,13.166130653266332,3.664999999999992,1.9200000000000017
down,13.299798994974877,3.7649999999999864,1.9200000000000017
down,13.433467336683416,3.7889999999999873,1.9399999999999977
down,13.56713567839196,3.826999999999998,1.980000000000004
down,13.700804020100504,3.826999999999998,2
down,13.834472361809048,3.826999999999998,2
down,13.968140703517587,3.8400000000000034,2
down,14.101809045226132,3.882000000000005,2.019999999999996
down,14.235477386934674,3.8995000000000033,2.019999999999996
down,14.369145728643216,3.8995000000000033,2.0400000000000063
down,14.50281407035176,3.9084999999999894,2.0400000000000063
down,14.636482412060303,3.9084999999999894,2.0600000000000023
down,14.770150753768846,3.9199999999999875,2.0600000000000023
down,14.903819095477388,3.978999999999999,2.0600000000000023
down,15.03748743718593,3.978999999999999,2.0999999999999943
down,15.171155778894471,4.024499999999989,2.0999999999999943
down,15.304824120603016,4.024499999999989,2.1199999999999903
down,15.438492462311558,4.0745000000000005,2.1200000000000045
down,15.572160804020102,4.0745000000000005,2.1599999999999966
down,15.705829145728645,4.1340000000000146,2.1599999999999966
down,15.839497487437187,4.1340000000000146,2.180000000000007
down,15.97316582914573,4.186000000000007,2.180000000000007
down,16.10683417085427,4.186000000000007,2.1999999999999886
down,16.240502512562813,4.222499999999997,2.1999999999999886
down,16.374170854271355,4.222499999999997,2.240000000000009
down,16.507839195979898,4.267250000000018,2.240000000000009
down,16.641507537688444,4.267250000000018,2.259999999999991
down,16.775175879396986,4.318999999999988,2.280000000000001
down,16.90884422110553,4.318999999999988,2.280000000000001
down,17.04251256281407,4.358000000000004,2.280000000000001
down,17.176180904522614,4.358000000000004,2.3000000000000114
down,17.309849246231156,4.411000000000001,2.319999999999993
down,17.4435175879397,4.411000000000001,2.3400000000000034
down,17.577185929648245,4.454000000000008,2.3400000000000034
down,17.710854271356787,4.454000000000008,2.3799999999999955
down,17.84452261306533,4.508499999999998,2.4000000000000057
down,17.978190954773872,4.508499999999998,2.4199999999999875
down,18.111859296482415,4.562000000000012,2.4199999999999875
down,18.245527638190957,4.562000000000012,2.4399999999999977
down,18.3791959798995,4.603499999999997,2.460000000000008
down,18.51286432160804,4.603499999999997,2.460000000000008
down,18.646532663316584,4.646500000000003,2.460000000000008
down,18.780201005025127,4.646500000000003,2.5
down,18.91386934673367,4.6875,2.5
down,19.047537688442212,4.6875,2.5200000000000102
down,19.18120603015075,4.7254999999999825,2.5200000000000102
down,19.314874371859297,4.7254999999999825,2.539999999999992
down,19.44854271356784,4.772500000000008,2.539999999999992
down,19.58221105527638,4.772500000000008,2.5600000000000023
down,19.715879396984924,4.820999999999998,2.5600000000000023
down,19.849547738693467,4.820999999999998,2.5999999999999943
down,19.98321608040201,4.874000000000024,2.5999999999999943
down,20.11688442211055,4.874000000000024,2.6200000000000045
down,20.250552763819098,4.915999999999997,2.6200000000000045
down,20.384221105527637,4.915999999999997,2.6599999999999966
down,20.51788944723618,4.969999999999999,2.6599999999999966
down,20.65155778894472,4.969999999999999,2.680000000000007
down,20.785226130653264,5.013000000000005,2.680000000000007
down,20.918894472361817,5.013000000000005,2.6999999999999886
down,21.052562814070356,5.079999999999984,2.719999999999999
down,21.1862311557789,5.086000000000013,2.740000000000009
down,21.31989949748744,5.154999999999973,2.759999999999991
down,21.453567839195983,5.170999999999992,2.780000000000001
down,21.58723618090453,5.228999999999985,2.8000000000000114
down,21.72090452261307,5.26400000000001,2.819999999999993
down,21.85457286432161,5.2830000000000155,2.8400000000000034
down,21.988241206030153,5.2900000000000205,2.8600000000000136
down,22.121909547738696,5.295999999999992,2.8799999999999955
down,22.25557788944724,5.349499999999978,2.8799999999999955
down,22.38924623115578,5.349499999999978,2.8999999999999773
down,22.522914572864323,5.387999999999977,2.8999999999999773
down,22.656582914572866,5.387999999999977,2.9399999999999977
down,22.790251256281408,5.4109999999999445,2.9399999999999977
down,22.92391959798995,5.444000000000017,2.9399999999999977
down,23.057587939698493,5.444000000000017,2.9599999999999795
down,23.191256281407036,5.484499999999969,2.9599999999999795
down,23.324924623115574,5.484499999999969,3
down,23.45859296482412,5.521000000000015,3
down,23.592261306532663,5.521000000000015,3.019999999999982
down,23.725929648241205,5.588999999999999,3.019999999999982
down,23.859597989949748,5.588999999999999,3.0400000000000205
down,23.99326633165829,5.654999999999973,3.0600000000000023
down,24.126934673366833,5.654999999999973,3.079999999999984
down,24.260603015075375,5.712999999999965,3.1000000000000227
down,24.39427135678392,5.751999999999953,3.1200000000000045
down,24.52793969849246,5.794999999999959,3.1399999999999864
down,24.66160804020101,5.822000000000003,3.180000000000007
down,24.795276381909552,5.875999999999976,3.1999999999999886
down,24.928944723618095,5.88900000000001,3.2200000000000273
down,25.062613065326637,5.947000000000003,3.240000000000009
down,25.19628140703518,5.991499999999974,3.2799999999999727
down,25.32994974874372,5.991499999999974,3.3000000000000114
down,25.463618090452265,6.031999999999982,3.3000000000000114
down,25.597286432160807,6.031999999999982,3.319999999999993
down,25.73095477386935,6.065000000000055,3.319999999999993
down,25.864623115577892,6.081999999999994,3.3600000000000136
down,25.998291457286435,6.1264999999999645,3.3600000000000136
down,26.131959798994977,6.1264999999999645,3.3799999999999955
down,26.26562814070352,6.1889999999999645,3.3799999999999955
down,26.399296482412066,6.244000000000028,3.420000000000016
down,26.532964824120604,6.244000000000028,3.4399999999999977
down,26.666633165829147,6.314999999999998,3.480000000000018
down,26.80030150753769,6.314999999999998,3.5
down,26.933969849246232,6.3764999999999645,3.519999999999982
down,27.067638190954774,6.3764999999999645,3.5400000000000205
down,27.201306532663317,6.426000000000045,3.5400000000000205
down,27.33497487437186,6.432000000000016,3.579999999999984
down,27.4686432160804,6.485500000000002,3.579999999999984
down,27.602311557788944,6.485500000000002,3.6000000000000227
down,27.735979899497487,6.559999999999945,3.6000000000000227
down,27.86964824120603,6.621999999999957,3.6399999999999864
down,28.00331658291457,6.682000000000016,3.680000000000007
down,28.13698492462311,6.7140000000000555,3.7200000000000273
down,28.270653266331657,6.819999999999993,3.759999999999991
down,28.40432160804021,6.819999999999993,3.8000000000000114
down,28.53798994974875,6.918999999999983,3.819999999999993
down,28.67165829145729,6.95799999999997,3.8600000000000136
down,28.805326633165834,7.057999999999993,3.9599999999999795
down,28.938994974874376,7.18100000000004,3.9599999999999795
