source_file,controller,filename_branch,inferred_branch,filename_branch_mismatch,segment_id,xref_mm,n_samples,duration_s,tail_n_samples,median_dt_ms,u_ss_v,s_ss_mm,p_ss_bar,tracking_error_mm,abs_tracking_error_mm,u_tail_sd_v,s_tail_sd_mm,p_tail_sd_bar,u_tail_slope_v_s,s_tail_slope_mm_s,p_tail_slope_bar_s,matched_s_ref_mm,match_distance_mm,original_u_ff_v,original_p_ff_bar,exclusion_reason,keep_for_corrected_lookup,raw_u_correction_v,raw_p_correction_bar
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,56,22.523,400,4,100,10,5.232,23.48,2.84,0.9570000000000007,0.9570000000000007,4.351941398890745e-4,0,0,-0.0010411041104110683,0,0,22.522914572864323,8.542713567649685e-5,5.885847378316332,3.261545103669609,NA,TRUE,-0.6538473783163319,-0.42154510366960896
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,57,22.389,400,4,100,10,5.239,23.3,2.82,0.9110000000000014,0.9110000000000014,4.6482319871188696e-4,0,0,-0.001265526552655185,0,0,22.38924623115578,2.4623115578137345e-4,5.873814709471728,3.261545103669609,NA,TRUE,-0.634814709471728,-0.441545103669609
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,58,22.256,400,4,100,10,5.172,23.26,2.82,1.0040000000000013,1.0040000000000013,0.0021619996355785737,0.004380858271151713,0,0.0016483648364844453,-0.005268526852683213,0,22.25557788944724,4.221105527619784e-4,5.857140805709219,3.261545103669609,NA,TRUE,-0.685140805709219,-0.441545103669609
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,59,22.122,400,4,100,10,5.201,23.04,2.78,0.9179999999999993,0.9179999999999993,4.975698519559673e-4,0,0,-0.0014527452745272606,0,0,22.121909547738696,9.04522613041081e-5,5.8456926039863175,3.261545103669609,NA,TRUE,-0.6446926039863179,-0.481545103669609
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,60,21.988,400,4,100,10,5.134,23.02,2.78,1.032,1.032,4.960449637490239e-4,0,0,-0.0014497449744989763,0,0,21.988241206030153,2.4120603015376219e-4,5.839470104303027,3.2603587517419035,NA,TRUE,-0.7054701043030267,-0.4803587517419037
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,61,21.855,400,4,100,10,5.155,22.78,2.76,0.9250000000000007,0.9250000000000007,4.2295258468179195e-4,0,0,-0.001044704470447655,0,0,21.85457286432161,4.2713567838958966e-4,5.813398581915325,3.2474565985643737,NA,TRUE,-0.6583985819153249,-0.48745659856437396
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,62,21.721,400,4,100,10,5.116,22.6,2.74,0.8790000000000013,0.8790000000000013,0.001967000485279719,0.003938927711338564,0,-6.972697269720127e-4,-8.400840084003397e-4,0,21.72090452261307,9.547738693171937e-5,5.757262928954949,3.21806507247536,NA,TRUE,-0.6412629289549496,-0.4780650724753599
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,63,21.587,400,4,100,10,5.082,22.38,2.72,0.7929999999999993,0.7929999999999993,2.842676218074493e-4,0,0,-4.3684368436864245e-4,0,0,21.58723618090453,2.3618090452970364e-4,5.687154128066213,3.1803942490628874,NA,TRUE,-0.6051541280662134,-0.4603942490628872
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,64,21.454,400,4,100,10,5.044,22.18,2.68,0.7259999999999991,0.7259999999999991,0.001740167181101367,0.003428932159955232,0.0028141058827257964,1.926192619261328e-4,-0.0031323132313215516,0.002328232823282281,21.453567839195983,4.321608040172009e-4,5.620882093226234,3.144220117057287,NA,TRUE,-0.5768820932262342,-0.46422011705728705
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,65,21.32,400,4,100,10,4.979,22.04,2.68,0.7199999999999989,0.7199999999999989,4.3519413988938997e-4,0,0,-0.0010915091509148384,0,0,21.31989949748744,1.0050251255933063e-4,5.558829771254587,3.109911607062146,NA,TRUE,-0.5798297712545866,-0.42991160706214604
