branch,time_since_step_s,elapsed_after_creep_start_s,creep_fraction,selected_model,pressure_plateau_start_s,calibrated_horizon_s,runtime_horizon_s,interval
up,1.35,1.04,0.06773477749893887,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.36,1.05,0.06705923684775943,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.37,1.06,0.06639043358006667,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.3800000000000001,1.07,0.06572830050177515,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.3900000000000001,1.08,0.06507277108894756,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.4000000000000001,1.09,0.06442377948111114,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.41,1.0999999999999999,0.06378126047464076,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.42,1.1099999999999999,0.06314514951620794,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.43,1.1199999999999999,0.06251538269629521,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.44,1.13,0.061891896742775274,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.45,1.14,0.061274629014553966,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.46,1.15,0.06066351749527691,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.47,1.16,0.060058500787098644,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.48,1.17,0.05945951810451415,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.49,1.18,0.05886650926825173,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.5,1.19,0.058279414699226866,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.51,1.2,0.05769817541255629,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.52,1.21,0.05712273301163198,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.53,1.22,0.05655302968225392,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.54,1.23,0.0559890081868217,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.55,1.24,0.05543061185858383,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.56,1.25,0.05487778459594448,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.57,1.26,0.05433047085682709,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.58,1.27,0.05378861565309394,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.59,1.28,0.05325216454502171,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.6,1.29,0.05272106363583186,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.61,1.3,0.0521952595662757,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.62,1.31,0.05167469950927346,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.6300000000000001,1.32,0.05115933116460674,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.6400000000000001,1.33,0.050649102753664,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.6500000000000001,1.34,0.05014396301423841,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.6600000000000001,1.35,0.049643861195377524,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.67,1.3599999999999999,0.04914874705228446,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.68,1.3699999999999999,0.048658570841269753,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.69,1.38,0.04817328331475375,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.7,1.39,0.04769283571631865,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.71,1.4,0.047217179775810095,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.72,1.41,0.046746267704487386,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.73,1.42,0.04628005219022232,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
