xref[mm],s[mm],p[bar],u[V],t[ms] 
5.000,1.941,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.941,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.942,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.942,4.060,0.820,10.000
5.000,1.944,4.060,0.820,10.000
5.000,1.942,4.060,0.820,10.000
5.000,1.944,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.944,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.944,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.945,4.060,0.820,10.000
5.000,1.943,4.060,0.820,10.000
5.000,1.945,4.060,0.820,10.000
5.000,1.944,4.060,0.820,10.000
5.000,1.945,4.060,0.820,10.000
10.000,1.944,4.060,0.820,10.000
10.000,6.013,4.060,0.820,10.000
10.000,6.012,4.060,0.820,10.000
10.000,6.013,4.060,0.820,10.000
10.000,6.012,4.060,0.820,10.000
10.000,6.013,4.120,0.860,10.000
10.000,5.982,4.360,0.920,10.000
10.000,5.864,4.580,1.000,10.000
10.000,5.753,4.860,1.060,10.000
10.000,5.614,5.180,1.140,10.000
10.000,5.453,5.500,1.220,10.000
10.000,5.294,5.840,1.280,10.000
10.000,5.122,6.180,1.360,10.000
10.000,4.953,6.520,1.420,10.000
10.000,4.781,6.880,1.500,10.000
10.000,4.600,7.240,1.560,10.000
10.000,4.418,7.600,1.640,10.000
10.000,4.237,7.980,1.700,10.000
10.000,4.043,8.380,1.760,10.000
10.000,3.841,8.760,1.820,10.000
10.000,3.647,9.160,1.880,10.000
10.000,3.443,9.560,1.940,10.000
10.000,3.238,9.940,1.980,10.000
10.000,3.043,10.140,1.980,10.000
10.000,2.936,10.180,1.980,10.000
10.000,2.911,10.180,1.980,10.000
10.000,2.902,10.180,1.980,10.000
10.000,2.895,10.180,1.960,10.000
10.000,2.886,10.180,1.960,10.000
10.000,2.878,10.180,1.960,10.000
10.000,2.868,10.180,1.940,10.000
10.000,2.859,10.180,1.940,10.000
10.000,2.849,10.180,1.900,10.000
10.000,2.839,9.980,1.860,10.000
10.000,2.918,9.800,1.820,10.000
10.000,3.009,9.620,1.780,10.000
10.000,3.088,9.400,1.720,10.000
10.000,3.189,9.220,1.700,10.000
10.000,3.268,9.080,1.680,10.000
10.000,3.330,9.080,1.680,10.000
10.000,3.320,9.080,1.660,10.000
10.000,3.312,9.080,1.660,10.000
10.000,3.304,9.080,1.660,10.000
10.000,3.297,9.060,1.660,10.000
10.000,3.300,9.060,1.660,10.000
10.000,3.295,9.060,1.660,10.000
10.000,3.289,9.060,1.660,10.000
10.000,3.285,9.040,1.660,10.000
10.000,3.291,9.040,1.660,10.000
10.000,3.289,9.020,1.660,10.000
10.000,3.296,9.020,1.660,10.000
10.000,3.296,9.020,1.660,10.000
10.000,3.295,9.020,1.640,10.000
10.000,3.296,9.000,1.640,10.000
10.000,3.306,9.000,1.640,10.000
10.000,3.308,9.000,1.640,10.000
10.000,3.309,8.980,1.640,10.000
10.000,3.322,8.980,1.640,10.000
10.000,3.324,8.980,1.640,10.000
10.000,3.328,8.980,1.640,10.000
10.000,3.330,8.960,1.640,10.000
10.000,3.344,8.960,1.640,10.000
10.000,3.347,8.960,1.640,10.000
10.000,3.352,8.960,1.640,10.000
10.000,3.354,8.960,1.640,10.000
10.000,3.359,8.960,1.640,10.000
10.000,3.361,8.940,1.640,10.000
10.000,3.375,8.940,1.640,10.000
10.000,3.378,8.940,1.640,10.000
10.000,3.381,8.940,1.640,10.000
10.000,3.383,8.940,1.640,10.000
10.000,3.387,8.940,1.660,10.000
10.000,3.388,8.940,1.660,10.000
10.000,3.392,8.940,1.660,10.000
10.000,3.393,8.940,1.660,10.000
10.000,3.396,8.960,1.660,10.000
10.000,3.387,8.960,1.660,10.000
10.000,3.389,8.960,1.660,10.000
10.000,3.390,9.000,1.660,10.000
10.000,3.372,9.000,1.660,10.000
10.000,3.373,9.000,1.660,10.000
10.000,3.376,9.020,1.680,10.000
10.000,3.366,9.020,1.680,10.000
10.000,3.369,9.020,1.680,10.000
10.000,3.369,9.020,1.680,10.000
10.000,3.371,9.020,1.680,10.000
10.000,3.372,9.040,1.680,10.000
10.000,3.364,9.040,1.680,10.000
10.000,3.365,9.040,1.680,10.000
10.000,3.367,9.040,1.680,10.000
10.000,3.367,9.040,1.680,10.000
10.000,3.369,9.040,1.680,10.000
10.000,3.369,9.040,1.680,10.000
10.000,3.371,9.040,1.680,10.000
10.000,3.372,9.040,1.680,10.000
10.000,3.374,9.040,1.680,10.000
10.000,3.374,9.040,1.660,10.000
10.000,3.376,9.040,1.660,10.000
10.000,3.376,9.040,1.660,10.000
10.000,3.378,9.060,1.660,10.000
10.000,3.368,9.060,1.660,10.000
10.000,3.370,9.060,1.660,10.000
10.000,3.370,9.060,1.660,10.000
10.000,3.372,9.060,1.660,10.000
10.000,3.372,9.060,1.660,10.000
10.000,3.373,9.060,1.660,10.000
10.000,3.374,9.060,1.660,10.000
10.000,3.375,9.060,1.660,10.000
10.000,3.376,9.060,1.660,10.000
10.000,3.377,9.060,1.660,10.000
10.000,3.377,9.060,1.660,10.000
10.000,3.379,9.060,1.660,10.000
10.000,3.379,9.060,1.660,10.000
10.000,3.381,9.060,1.660,10.000
10.000,3.381,9.080,1.660,10.000
10.000,3.373,9.100,1.680,10.000
10.000,3.363,9.100,1.680,10.000
10.000,3.365,9.100,1.680,10.000
10.000,3.365,9.120,1.680,10.000
10.000,3.357,9.120,1.680,10.000
10.000,3.357,9.120,1.680,10.000
10.000,3.358,9.120,1.680,10.000
10.000,3.359,9.140,1.680,10.000
10.000,3.350,9.140,1.680,10.000
10.000,3.351,9.140,1.680,10.000
10.000,3.352,9.140,1.680,10.000
10.000,3.352,9.140,1.680,10.000
10.000,3.354,9.160,1.680,10.000
10.000,3.344,9.160,1.680,10.000
10.000,3.345,9.160,1.680,10.000
10.000,3.346,9.160,1.680,10.000
10.000,3.347,9.160,1.680,10.000
10.000,3.347,9.160,1.680,10.000
10.000,3.349,9.160,1.680,10.000
10.000,3.349,9.160,1.680,10.000
10.000,3.350,9.160,1.680,10.000
10.000,3.350,9.160,1.680,10.000
10.000,3.352,9.180,1.680,10.000
10.000,3.342,9.180,1.680,10.000
10.000,3.343,9.180,1.680,10.000
10.000,3.343,9.180,1.680,10.000
10.000,3.344,9.180,1.680,10.000
10.000,3.345,9.180,1.680,10.000
10.000,3.346,9.180,1.680,10.000
10.000,3.346,9.180,1.680,10.000
10.000,3.347,9.180,1.680,10.000
10.000,3.347,9.180,1.680,10.000
10.000,3.349,9.180,1.680,10.000
10.000,3.349,9.180,1.680,10.000
10.000,3.350,9.180,1.680,10.000
10.000,3.350,9.180,1.680,10.000
10.000,3.351,9.180,1.680,10.000
10.000,3.352,9.180,1.680,10.000
10.000,3.353,9.180,1.680,10.000
10.000,3.353,9.200,1.680,10.000
10.000,3.344,9.200,1.680,10.000
10.000,3.344,9.200,1.680,10.000
10.000,3.346,9.200,1.680,10.000
10.000,3.346,9.200,1.680,10.000
10.000,3.347,9.200,1.680,10.000
10.000,3.347,9.200,1.680,10.000
10.000,3.349,9.200,1.680,10.000
10.000,3.349,9.200,1.680,10.000
10.000,3.350,9.200,1.680,10.000
10.000,3.350,9.200,1.680,10.000
10.000,3.351,9.200,1.680,10.000
10.000,3.352,9.200,1.680,10.000
10.000,3.353,9.220,1.680,10.000
10.000,3.343,9.220,1.680,10.000
10.000,3.344,9.220,1.680,10.000
10.000,3.345,9.220,1.680,10.000
10.000,3.346,9.220,1.680,10.000
10.000,3.346,9.220,1.680,10.000
10.000,3.347,9.220,1.680,10.000
10.000,3.347,9.220,1.680,10.000
10.000,3.348,9.220,1.680,10.000
10.000,3.349,9.220,1.680,10.000
10.000,3.350,9.220,1.680,10.000
10.000,3.350,9.220,1.680,10.000
10.000,3.351,9.220,1.680,10.000
10.000,3.351,9.220,1.680,10.000
10.000,3.352,9.220,1.680,10.000
10.000,3.353,9.220,1.680,10.000
10.000,3.354,9.220,1.680,10.000
10.000,3.354,9.220,1.680,10.000
10.000,3.355,9.220,1.680,10.000
10.000,3.355,9.240,1.680,10.000
10.000,3.346,9.240,1.680,10.000
10.000,3.346,9.240,1.680,10.000
10.000,3.347,9.240,1.680,10.000
10.000,3.348,9.240,1.680,10.000
10.000,3.348,9.240,1.680,10.000
10.000,3.349,9.240,1.680,10.000
10.000,3.350,9.240,1.680,10.000
10.000,3.350,9.240,1.680,10.000
10.000,3.351,9.240,1.680,10.000
10.000,3.351,9.240,1.680,10.000
10.000,3.352,9.240,1.680,10.000
10.000,3.352,9.240,1.680,10.000
10.000,3.353,9.240,1.680,10.000
10.000,3.353,9.240,1.680,10.000
10.000,3.354,9.260,1.680,10.000
10.000,3.345,9.260,1.680,10.000
10.000,3.345,9.260,1.680,10.000
10.000,3.346,9.260,1.680,10.000
10.000,3.347,9.260,1.680,10.000
10.000,3.347,9.260,1.680,10.000
10.000,3.348,9.260,1.680,10.000
10.000,3.348,9.260,1.680,10.000
10.000,3.349,9.260,1.680,10.000
10.000,3.349,9.260,1.680,10.000
10.000,3.350,9.260,1.680,10.000
10.000,3.350,9.260,1.680,10.000
10.000,3.351,9.260,1.680,10.000
10.000,3.351,9.260,1.680,10.000
10.000,3.352,9.260,1.680,10.000
10.000,3.352,9.260,1.680,10.000
10.000,3.353,9.260,1.680,10.000
10.000,3.353,9.260,1.680,10.000
10.000,3.354,9.260,1.680,10.000
10.000,3.354,9.260,1.680,10.000
10.000,3.355,9.280,1.680,10.000
10.000,3.345,9.280,1.680,10.000
10.000,3.346,9.280,1.680,10.000
10.000,3.346,9.280,1.680,10.000
10.000,3.347,9.280,1.680,10.000
10.000,3.347,9.280,1.680,10.000
10.000,3.348,9.280,1.680,10.000
10.000,3.348,9.280,1.680,10.000
10.000,3.349,9.280,1.680,10.000
10.000,3.349,9.280,1.680,10.000
10.000,3.350,9.280,1.680,10.000
10.000,3.350,9.280,1.680,10.000
10.000,3.350,9.280,1.680,10.000
10.000,3.351,9.280,1.680,10.000
10.000,3.351,9.280,1.680,10.000
10.000,3.351,9.280,1.680,10.000
10.000,3.352,9.280,1.680,10.000
10.000,3.352,9.280,1.680,10.000
10.000,3.353,9.280,1.680,10.000
10.000,3.353,9.280,1.680,10.000
10.000,3.354,9.280,1.680,10.000
10.000,3.354,9.280,1.680,10.000
10.000,3.355,9.280,1.680,10.000
10.000,3.355,9.280,1.680,10.000
10.000,3.356,9.280,1.680,10.000
10.000,3.356,9.280,1.680,10.000
10.000,3.357,9.300,1.680,10.000
10.000,3.347,9.300,1.680,10.000
10.000,3.347,9.300,1.680,10.000
10.000,3.348,9.300,1.680,10.000
10.000,3.348,9.300,1.680,10.000
10.000,3.348,9.300,1.680,10.000
10.000,3.349,9.300,1.680,10.000
10.000,3.349,9.300,1.680,10.000
10.000,3.350,9.300,1.680,10.000
10.000,3.350,9.300,1.680,10.000
10.000,3.351,9.300,1.680,10.000
10.000,3.351,9.300,1.680,10.000
10.000,3.351,9.300,1.680,10.000
10.000,3.352,9.300,1.680,10.000
10.000,3.352,9.300,1.680,10.000
10.000,3.352,9.300,1.680,10.000
10.000,3.353,9.300,1.680,10.000
10.000,3.353,9.300,1.680,10.000
10.000,3.354,9.300,1.680,10.000
10.000,3.354,9.300,1.680,10.000
10.000,3.355,9.300,1.680,10.000
10.000,3.355,9.300,1.680,10.000
10.000,3.355,9.300,1.680,10.000
10.000,3.355,9.320,1.680,10.000
10.000,3.346,9.320,1.680,10.000
10.000,3.346,9.320,1.680,10.000
10.000,3.347,9.320,1.680,10.000
10.000,3.347,9.320,1.680,10.000
10.000,3.347,9.320,1.680,10.000
10.000,3.348,9.320,1.680,10.000
10.000,3.348,9.320,1.680,10.000
10.000,3.348,9.320,1.680,10.000
10.000,3.349,9.320,1.680,10.000
10.000,3.349,9.320,1.680,10.000
10.000,3.349,9.320,1.680,10.000
10.000,3.350,9.320,1.680,10.000
10.000,3.350,9.320,1.680,10.000
10.000,3.350,9.320,1.680,10.000
10.000,3.351,9.320,1.680,10.000
10.000,3.351,9.320,1.680,10.000
10.000,3.351,9.320,1.680,10.000
10.000,3.351,9.320,1.680,10.000
10.000,3.352,9.320,1.680,10.000
10.000,3.352,9.320,1.680,10.000
