u[V],s[mm],p[bar],t[ms] 
1.611,2.740,0.760,9.921
1.611,2.740,0.760,10.014
1.611,2.740,0.760,10.069
1.611,2.740,0.760,9.916
2.781,2.720,0.760,10.011
2.781,2.720,0.740,10.087
2.781,2.720,0.740,9.908
2.781,2.720,0.740,10.005
2.781,2.720,0.760,9.990
2.781,2.720,0.760,10.013
2.781,2.720,0.760,10.067
2.781,2.720,0.760,9.919
2.781,2.720,0.780,10.013
2.781,2.800,0.840,10.064
2.781,2.940,0.900,9.922
2.781,3.080,0.980,10.011
2.781,3.260,1.060,10.075
2.781,3.460,1.120,9.925
2.781,3.640,1.200,10.002
2.781,3.840,1.260,9.982
2.781,3.900,1.280,10.018
2.781,3.940,1.300,9.986
2.781,3.960,1.300,10.014
2.781,3.980,1.300,10.069
2.781,4.000,1.300,9.921
2.781,4.000,1.300,10.015
2.781,4.020,1.300,10.067
2.781,4.020,1.300,9.914
2.781,4.020,1.300,10.013
2.781,4.020,1.300,10.076
2.781,4.020,1.300,9.916
2.781,4.040,1.300,10.008
2.781,4.040,1.300,10.103
2.781,4.040,1.280,9.891
2.781,4.040,1.280,10.011
2.781,4.040,1.280,10.077
2.781,4.040,1.300,9.911
2.781,4.060,1.300,10.012
2.781,4.060,1.300,9.985
2.781,4.060,1.300,10.011
2.781,4.080,1.300,10.080
2.781,4.080,1.300,9.911
2.781,4.080,1.300,10.009
2.781,4.080,1.300,10.103
2.781,4.080,1.300,9.890
2.781,4.080,1.300,10.011
2.781,4.100,1.300,10.060
2.781,4.100,1.300,9.930
2.781,4.100,1.300,10.009
2.781,4.100,1.300,10.081
2.781,4.100,1.300,9.909
2.781,4.100,1.300,10.087
2.781,4.100,1.300,9.914
2.781,4.100,1.300,10.009
2.781,4.100,1.300,10.066
2.781,4.100,1.300,9.923
2.781,4.120,1.300,10.012
2.781,4.120,1.300,10.073
2.781,4.120,1.300,9.914
2.781,4.120,1.300,10.011
2.781,4.120,1.300,10.065
2.781,4.120,1.300,9.924
2.781,4.140,1.300,10.013
2.781,4.140,1.300,10.001
2.781,4.140,1.300,9.986
2.781,4.140,1.300,10.016
2.781,4.140,1.300,9.984
2.781,4.140,1.300,10.015
2.781,4.140,1.300,10.090
2.781,4.140,1.300,9.900
2.781,4.140,1.300,10.020
2.781,4.140,1.300,9.974
2.781,4.160,1.300,10.019
2.781,4.160,1.300,10.063
2.781,4.160,1.300,9.933
2.781,4.160,1.300,10.080
2.781,4.160,1.300,9.913
2.781,4.160,1.300,10.012
2.781,4.160,1.300,9.981
2.781,4.160,1.300,10.019
2.781,4.180,1.300,10.068
2.781,4.180,1.300,9.914
2.781,4.180,1.300,10.014
2.781,4.180,1.300,9.985
2.781,4.180,1.300,10.014
2.781,4.180,1.300,9.985
2.781,4.180,1.300,10.016
2.781,4.180,1.300,10.067
2.781,4.180,1.300,9.937
2.781,4.180,1.300,9.996
2.781,4.180,1.300,9.986
2.781,4.180,1.300,10.012
2.781,4.180,1.300,9.987
2.781,4.180,1.300,10.014
2.781,4.200,1.300,10.069
2.781,4.200,1.300,9.919
2.781,4.200,1.320,10.088
2.781,4.200,1.320,9.913
2.781,4.200,1.320,10.011
2.781,4.200,1.320,10.064
2.781,4.200,1.320,9.925
2.781,4.200,1.320,10.010
2.781,4.200,1.320,10.081
2.781,4.200,1.320,9.911
2.781,4.200,1.320,10.008
2.781,4.200,1.320,9.986
2.781,4.200,1.320,10.012
2.781,4.200,1.320,10.072
2.781,4.220,1.320,9.921
2.781,4.220,1.320,10.011
2.781,4.220,1.320,9.984
7.250,4.220,1.320,10.016
7.250,4.220,1.320,10.066
7.250,4.220,1.320,9.925
7.250,4.220,1.320,10.006
7.250,4.260,1.340,10.076
7.250,4.420,1.400,9.926
7.250,4.620,1.460,9.999
7.250,4.840,1.540,9.988
7.250,5.100,1.620,10.014
7.250,5.360,1.700,10.066
7.250,5.620,1.780,9.920
7.250,5.880,1.840,10.015
7.250,6.140,1.920,10.076
7.250,6.420,1.980,9.910
7.250,6.700,2.040,10.016
7.250,6.980,2.120,9.981
7.250,7.260,2.180,10.013
7.250,7.540,2.240,10.085
7.250,7.820,2.300,9.908
7.250,8.120,2.360,10.005
7.250,8.400,2.420,9.990
7.250,8.700,2.480,10.014
7.250,9.000,2.540,10.076
7.250,9.300,2.600,9.914
7.250,9.620,2.660,10.007
7.250,9.940,2.700,9.992
7.250,10.260,2.760,10.024
7.250,10.580,2.820,9.972
7.250,10.920,2.860,10.011
7.250,11.260,2.920,10.086
7.250,11.580,2.980,9.909
7.250,11.920,3.020,10.009
7.250,12.260,3.060,9.984
7.250,12.600,3.120,10.017
7.250,12.940,3.160,9.984
7.250,13.280,3.200,10.012
7.250,13.600,3.240,10.075
7.250,13.940,3.300,9.918
7.250,14.260,3.340,10.010
7.250,14.600,3.380,10.066
7.250,14.920,3.420,9.922
7.250,15.240,3.460,10.010
7.250,15.560,3.500,10.082
7.250,15.880,3.520,9.908
7.250,16.180,3.560,10.010
7.250,16.480,3.600,9.990
7.250,16.780,3.640,10.010
7.250,17.080,3.660,10.079
7.250,17.340,3.700,9.909
7.250,17.620,3.720,10.012
7.250,17.900,3.760,10.085
7.250,18.160,3.780,9.910
7.250,18.420,3.820,10.075
7.250,18.660,3.840,9.919
7.250,18.920,3.860,10.012
7.250,19.160,3.880,10.072
7.250,19.380,3.900,9.916
7.250,19.560,3.920,10.010
7.250,19.700,3.940,10.077
7.250,19.820,3.940,9.912
7.250,19.920,3.940,10.013
7.250,20.000,3.940,10.069
7.250,20.080,3.940,9.919
7.250,20.160,3.940,10.011
7.250,20.220,3.940,10.097
7.250,20.260,3.940,9.890
7.250,20.320,3.940,10.096
7.250,20.360,3.940,9.907
7.250,20.400,3.940,10.010
7.250,20.440,3.940,10.078
7.250,20.480,3.940,9.914
7.250,20.540,3.940,10.006
7.250,20.600,3.940,10.074
7.250,20.660,3.940,9.918
7.250,20.720,3.960,10.010
7.250,20.760,3.960,10.079
7.250,20.800,3.960,9.909
7.250,20.860,3.960,10.010
7.250,20.900,3.960,10.057
7.250,20.920,3.960,9.935
7.250,20.960,3.960,10.013
7.250,20.980,3.960,10.062
7.250,21.020,3.960,9.922
7.250,21.040,3.960,10.012
7.250,21.080,3.960,10.081
7.250,21.100,3.960,9.917
7.250,21.120,3.960,10.005
7.250,21.140,3.960,9.981
7.250,21.160,3.960,10.019
7.250,21.200,3.960,9.984
7.250,21.240,3.960,10.012
7.250,21.260,3.960,10.076
7.250,21.300,3.960,9.916
7.250,21.340,3.960,10.011
7.250,21.360,3.960,9.987
7.250,21.400,3.960,10.012
7.250,21.420,3.960,10.068
7.250,21.440,3.960,9.918
7.250,21.460,3.960,10.017
7.250,21.480,3.960,10.062
7.250,21.500,3.960,9.924
7.250,21.520,3.960,10.009
7.250,21.540,3.960,10.092
7.250,21.580,3.960,9.899
7.250,21.600,3.960,10.020
7.250,21.620,3.960,9.977
7.250,21.640,3.960,10.019
6.359,21.680,3.960,10.066
6.359,21.700,3.960,9.920
6.359,21.720,3.960,10.008
6.359,21.740,3.960,10.072
6.359,21.740,3.960,9.916
6.359,21.760,3.960,10.011
6.359,21.760,3.940,10.067
6.359,21.760,3.940,9.926
6.359,21.760,3.920,10.007
6.359,21.740,3.860,10.074
6.359,21.540,3.800,9.913
6.359,21.200,3.760,10.014
6.359,21.040,3.740,10.069
6.359,20.920,3.700,9.918
6.359,20.880,3.700,10.011
6.359,20.880,3.700,10.074
6.359,20.880,3.700,9.915
6.359,20.880,3.700,10.013
6.359,20.880,3.680,10.070
6.359,20.860,3.680,9.920
6.359,20.840,3.680,10.008
6.359,20.840,3.680,10.090
6.359,20.820,3.680,9.909
6.359,20.820,3.680,10.076
6.359,20.800,3.680,9.915
6.359,20.800,3.680,10.012
6.359,20.780,3.680,10.066
6.359,20.780,3.680,9.922
6.359,20.780,3.660,10.009
6.359,20.760,3.660,10.087
6.359,20.740,3.660,9.907
6.359,20.740,3.660,10.011
6.359,20.720,3.660,9.984
6.359,20.720,3.660,10.015
6.359,20.700,3.640,10.081
6.359,20.700,3.640,9.907
6.359,20.680,3.640,10.081
6.359,20.680,3.640,9.919
6.359,20.680,3.640,10.011
6.359,20.660,3.640,10.075
6.359,20.660,3.640,9.939
6.359,20.640,3.620,9.986
6.359,20.620,3.620,10.072
6.359,20.620,3.620,9.920
6.359,20.620,3.620,10.010
6.359,20.600,3.620,10.067
6.359,20.600,3.620,9.921
6.359,20.580,3.620,10.011
6.359,20.560,3.600,10.076
6.359,20.560,3.600,9.918
6.359,20.540,3.600,10.012
6.359,20.540,3.600,9.986
6.359,20.520,3.600,10.009
6.359,20.520,3.600,10.070
6.359,20.500,3.600,9.919
6.359,20.500,3.600,10.009
6.359,20.480,3.600,10.074
6.359,20.480,3.580,9.916
6.359,20.460,3.580,10.011
6.359,20.460,3.580,10.079
6.359,20.440,3.580,9.910
6.359,20.440,3.580,10.011
6.359,20.420,3.580,10.122
6.359,20.420,3.580,9.868
6.359,20.400,3.580,10.009
6.359,20.400,3.560,9.989
6.359,20.380,3.560,10.012
6.359,20.380,3.560,10.000
6.359,20.360,3.560,9.999
6.359,20.360,3.560,10.007
6.359,20.340,3.560,10.076
6.359,20.340,3.560,9.913
6.359,20.320,3.560,10.005
6.359,20.320,3.540,9.986
6.359,20.320,3.540,10.015
6.359,20.300,3.540,10.078
6.359,20.280,3.540,9.911
6.359,20.280,3.540,10.011
6.359,20.260,3.540,10.065
6.359,20.260,3.540,9.921
6.359,20.260,3.540,10.014
6.359,20.240,3.520,10.073
6.359,20.220,3.520,9.916
6.359,20.220,3.520,10.008
6.359,20.200,3.520,10.075
6.359,20.200,3.520,9.919
6.359,20.180,3.520,10.009
6.359,20.180,3.520,10.073
6.359,20.160,3.520,9.926
6.359,20.160,3.520,10.006
6.359,20.140,3.500,9.983
6.359,20.140,3.500,10.019
6.359,20.120,3.500,9.981
6.359,20.120,3.500,10.012
6.359,20.100,3.500,10.072
6.359,20.100,3.500,9.924
6.359,20.080,3.500,10.005
6.359,20.080,3.500,9.987
6.359,20.060,3.500,10.015
6.359,20.060,3.500,9.984
6.359,20.040,3.480,10.012
6.359,20.040,3.480,9.993
6.359,20.020,3.480,10.009
6.359,20.020,3.480,10.079
6.359,20.000,3.480,9.919
6.359,20.000,3.480,10.078
6.359,19.980,3.480,9.914
7.108,19.980,3.480,10.016
7.108,19.960,3.480,10.100
7.108,19.960,3.480,9.893
7.108,19.960,3.480,10.003
7.108,19.940,3.480,9.995
7.108,19.940,3.500,10.097
7.108,19.960,3.540,9.896
7.108,20.180,3.580,10.012
7.108,20.420,3.640,10.075
7.108,20.640,3.680,9.930
7.108,20.860,3.720,9.997
7.108,21.060,3.760,10.000
7.108,21.240,3.800,9.984
7.108,21.440,3.820,10.014
7.108,21.600,3.860,10.068
7.108,21.740,3.880,9.922
7.108,21.820,3.880,10.011
7.108,21.880,3.900,10.088
7.108,21.920,3.900,9.901
7.108,21.960,3.900,10.010
7.108,22.000,3.900,9.987
7.108,22.020,3.900,10.012
7.108,22.060,3.900,10.099
7.108,22.080,3.900,9.893
7.108,22.100,3.900,10.080
7.108,22.100,3.900,9.918
7.108,22.120,3.900,10.012
7.108,22.140,3.900,10.067
7.108,22.140,3.900,9.922
7.108,22.160,3.900,10.009
7.108,22.160,3.900,10.070
7.108,22.180,3.900,9.921
7.108,22.180,3.900,10.012
7.108,22.200,3.900,10.072
7.108,22.200,3.900,9.913
7.108,22.200,3.900,10.012
7.108,22.220,3.900,10.073
7.108,22.220,3.900,9.916
7.108,22.220,3.900,10.012
7.108,22.240,3.900,10.084
7.108,22.260,3.900,9.904
7.108,22.280,3.900,10.013
7.108,22.300,3.900,9.984
7.108,22.300,3.900,10.019
7.108,22.320,3.900,10.085
7.108,22.340,3.900,9.898
7.108,22.340,3.900,10.012
7.108,22.360,3.900,10.062
7.108,22.360,3.900,9.927
7.108,22.380,3.900,10.011
7.108,22.380,3.900,10.069
7.108,22.400,3.900,9.920
7.108,22.400,3.900,10.020
7.108,22.420,3.900,10.057
7.108,22.420,3.900,9.922
7.108,22.420,3.900,10.007
7.108,22.420,3.900,10.091
7.108,22.440,3.900,9.906
7.108,22.440,3.900,10.007
7.108,22.460,3.900,9.986
7.108,22.480,3.900,10.015
7.108,22.480,3.900,10.072
7.108,22.500,3.900,9.922
7.108,22.500,3.900,10.007
7.108,22.520,3.900,10.089
7.108,22.520,3.900,9.906
7.108,22.540,3.920,10.079
7.108,22.540,3.920,9.916
7.108,22.540,3.920,10.009
7.108,22.560,3.920,10.082
7.108,22.560,3.920,9.913
7.108,22.580,3.920,10.075
7.108,22.580,3.920,9.921
7.108,22.600,3.920,10.007
7.108,22.600,3.920,10.077
7.108,22.600,3.920,9.924
7.108,22.620,3.920,10.070
7.108,22.620,3.920,9.921
7.108,22.620,3.920,10.010
7.108,22.640,3.920,10.081
7.108,22.640,3.920,9.918
7.108,22.660,3.920,10.070
7.108,22.660,3.920,9.922
7.108,22.680,3.920,10.010
7.108,22.680,3.920,10.076
7.108,22.680,3.920,9.919
7.108,22.700,3.920,10.006
7.108,22.700,3.920,10.067
7.108,22.700,3.920,9.920
7.108,22.720,3.920,10.012
7.108,22.720,3.920,10.086
7.108,22.720,3.920,9.905
7.108,22.740,3.920,10.010
7.108,22.740,3.920,9.984
7.108,22.740,3.920,10.027
7.108,22.760,3.920,10.078
7.108,22.760,3.920,9.907
7.108,22.780,3.920,10.079
7.108,22.780,3.920,9.913
7.108,22.780,3.920,10.011
7.108,22.800,3.920,10.067
7.108,22.800,3.920,9.921
7.108,22.800,3.920,10.026
7.108,22.820,3.920,10.072
7.108,22.820,3.920,9.905
7.108,22.820,3.920,10.018
7.108,22.840,3.920,9.978
7.847,22.840,3.920,10.016
7.847,22.840,3.920,10.071
7.847,22.860,3.920,9.923
7.847,22.860,3.920,10.005
7.847,22.880,3.940,10.083
7.847,22.980,3.960,9.905
7.847,23.120,3.980,10.009
7.847,23.280,4.020,10.086
7.847,23.440,4.040,9.905
7.847,23.600,4.080,10.012
7.847,23.740,4.100,9.987
7.847,23.880,4.120,10.012
7.847,24.000,4.140,10.083
7.847,24.100,4.160,9.906
7.847,24.220,4.160,10.009
7.847,24.300,4.180,9.989
7.847,24.400,4.200,10.012
7.847,24.500,4.200,10.066
7.847,24.580,4.220,9.924
7.847,24.660,4.220,10.012
7.847,24.740,4.240,10.082
7.847,24.820,4.260,9.910
7.847,24.900,4.260,10.008
7.847,24.980,4.280,10.078
7.847,25.060,4.280,9.909
7.847,25.120,4.280,10.011
7.847,25.180,4.280,9.989
7.847,25.220,4.300,10.012
7.847,25.260,4.300,9.986
7.847,25.300,4.300,10.012
7.847,25.340,4.300,10.076
7.847,25.360,4.300,9.916
7.847,25.400,4.300,10.010
7.847,25.420,4.300,10.070
7.847,25.440,4.300,9.921
7.847,25.460,4.300,10.009
7.847,25.480,4.300,10.065
7.847,25.500,4.300,9.925
7.847,25.520,4.300,10.012
7.847,25.540,4.300,10.069
7.847,25.560,4.300,9.920
7.847,25.580,4.300,10.010
7.847,25.600,4.300,10.070
7.847,25.620,4.300,9.958
7.847,25.640,4.300,10.042
7.847,25.640,4.300,9.918
7.847,25.660,4.300,10.009
7.847,25.680,4.300,10.074
7.847,25.700,4.300,9.927
7.847,25.720,4.300,10.000
7.847,25.740,4.300,9.988
7.847,25.760,4.300,10.012
7.847,25.800,4.320,9.988
7.847,25.820,4.320,10.012
7.847,25.840,4.320,10.076
7.847,25.860,4.320,9.924
7.847,25.880,4.320,10.086
7.847,25.880,4.320,9.907
7.847,25.900,4.320,10.007
7.847,25.920,4.320,9.986
7.847,25.920,4.320,10.015
7.847,25.940,4.320,9.985
7.847,25.960,4.320,10.015
7.847,25.960,4.320,9.999
7.847,25.980,4.320,10.067
7.847,26.000,4.320,9.923
7.847,26.000,4.320,10.011
7.847,26.020,4.320,10.085
7.847,26.040,4.320,9.905
7.847,26.040,4.320,10.011
7.847,26.060,4.320,9.984
7.847,26.060,4.320,10.012
7.847,26.080,4.320,10.060
7.847,26.080,4.320,9.933
7.847,26.100,4.320,10.008
7.847,26.100,4.320,9.998
7.847,26.100,4.320,10.078
7.847,26.120,4.320,9.912
7.847,26.140,4.320,10.016
7.847,26.140,4.320,10.070
7.847,26.160,4.320,9.916
7.847,26.180,4.320,10.012
7.847,26.200,4.320,10.076
7.847,26.200,4.320,9.920
7.847,26.220,4.320,10.004
7.847,26.240,4.320,9.986
7.847,26.260,4.340,10.012
7.847,26.260,4.340,9.989
7.847,26.280,4.340,10.014
7.847,26.280,4.340,10.081
7.847,26.300,4.340,9.914
7.847,26.300,4.340,10.088
7.847,26.320,4.340,9.906
7.847,26.320,4.340,10.009
7.847,26.340,4.340,9.986
7.847,26.340,4.340,10.014
7.847,26.340,4.340,10.078
7.847,26.360,4.340,9.910
7.847,26.360,4.340,10.011
7.847,26.380,4.340,10.071
7.847,26.380,4.340,9.917
7.847,26.400,4.340,10.011
7.847,26.400,4.340,10.065
7.847,26.400,4.340,9.926
7.847,26.420,4.340,10.012
7.847,26.440,4.340,10.066
7.847,26.460,4.340,9.921
7.240,26.460,4.340,10.007
7.240,26.480,4.340,10.107
7.240,26.480,4.340,9.891
7.240,26.500,4.340,10.002
7.240,26.500,4.340,10.059
7.240,26.500,4.320,9.932
7.240,26.500,4.320,10.013
7.240,26.500,4.320,10.066
7.240,26.500,4.280,9.922
7.240,26.500,4.260,10.011
7.240,26.440,4.220,10.071
7.240,26.400,4.220,9.916
7.240,26.400,4.220,10.011
