xref[mm],s[mm],p[bar],u[V],t[ms] 
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.090,3.740,0.920,10.000
5.000,2.089,3.740,0.920,10.000
5.000,2.090,3.740,0.920,10.000
