xref[mm],s[mm],p[bar],u[V],t[ms] 
0.000,0.000,0.000,0.000,0.000
0.000,0.558,-0.020,-0.300,10.000
4.395,0.558,-0.020,-0.300,10.000
4.395,3.300,-0.020,-0.300,10.000
4.395,3.605,-0.020,-0.300,10.000
4.395,3.603,-0.020,-0.300,10.000
4.395,3.606,-0.020,-0.300,10.000
4.395,3.603,-0.020,-0.300,10.000
4.395,3.607,-0.020,-0.280,10.000
4.395,3.591,-0.020,-0.280,10.000
4.395,3.597,-0.020,-0.280,10.000
4.395,3.591,-0.020,-0.280,10.000
4.395,3.598,-0.020,-0.280,10.000
4.395,3.591,-0.000,-0.240,10.000
4.395,3.566,0.100,-0.180,10.000
4.395,3.477,0.180,-0.100,10.000
4.395,3.403,0.320,-0.040,10.000
4.395,3.294,0.440,0.040,10.000
4.395,3.204,0.580,0.120,10.000
4.395,3.081,0.740,0.180,10.000
4.395,2.987,0.900,0.260,10.000
4.395,2.855,1.060,0.320,10.000
4.395,2.762,1.220,0.400,10.000
4.395,2.629,1.400,0.460,10.000
4.395,2.527,1.560,0.540,10.000
4.395,2.394,1.740,0.620,10.000
4.395,2.281,1.940,0.680,10.000
4.395,2.142,2.120,0.740,10.000
4.395,2.041,2.320,0.820,10.000
4.395,1.890,2.520,0.880,10.000
4.395,1.780,2.720,0.940,10.000
4.395,1.643,2.780,0.960,10.000
4.395,1.618,2.800,0.960,10.000
4.395,1.598,2.800,0.960,10.000
4.395,1.612,2.800,0.940,10.000
4.395,1.613,2.800,0.940,10.000
4.395,1.626,2.800,0.920,10.000
4.395,1.629,2.800,0.920,10.000
4.395,1.642,2.800,0.920,10.000
4.395,1.633,2.800,0.920,10.000
4.395,1.646,2.800,0.920,10.000
4.395,1.638,2.800,0.900,10.000
4.395,1.663,2.800,0.900,10.000
4.395,1.656,2.800,0.900,10.000
4.395,1.668,2.800,0.900,10.000
4.395,1.661,2.800,0.900,10.000
4.395,1.674,2.800,0.880,10.000
4.395,1.680,2.800,0.880,10.000
4.395,1.692,2.800,0.880,10.000
4.395,1.686,2.800,0.880,10.000
4.395,1.699,2.800,0.880,10.000
4.395,1.693,2.800,0.880,10.000
4.395,1.705,2.800,0.880,10.000
4.395,1.700,2.800,0.860,10.000
4.395,1.724,2.800,0.860,10.000
4.395,1.720,2.800,0.860,10.000
4.395,1.731,2.800,0.860,10.000
4.395,1.727,2.800,0.860,10.000
4.395,1.738,2.800,0.860,10.000
4.395,1.734,2.800,0.860,10.000
4.395,1.745,2.800,0.860,10.000
4.395,1.740,2.800,0.840,10.000
4.395,1.763,2.800,0.840,10.000
4.395,1.759,2.800,0.840,10.000
4.395,1.769,2.800,0.840,10.000
4.395,1.765,2.800,0.840,10.000
4.395,1.774,2.800,0.840,10.000
4.395,1.770,2.800,0.840,10.000
4.395,1.779,2.800,0.840,10.000
4.395,1.774,2.800,0.840,10.000
4.395,1.783,2.800,0.840,10.000
4.395,1.778,2.800,0.840,10.000
4.395,1.786,2.800,0.820,10.000
4.395,1.793,2.800,0.820,10.000
4.395,1.801,2.800,0.820,10.000
4.395,1.796,2.800,0.820,10.000
4.395,1.803,2.800,0.820,10.000
4.395,1.798,2.800,0.820,10.000
4.395,1.804,2.800,0.820,10.000
4.395,1.799,2.800,0.820,10.000
4.395,1.805,2.800,0.820,10.000
4.395,1.799,2.800,0.820,10.000
4.395,1.805,2.800,0.820,10.000
4.395,1.799,2.800,0.820,10.000
4.395,1.805,2.800,0.820,10.000
4.395,1.799,2.800,0.800,10.000
4.395,1.816,2.800,0.800,10.000
4.395,1.811,2.780,0.800,10.000
4.395,1.824,2.780,0.800,10.000
4.395,1.819,2.780,0.800,10.000
4.395,1.823,2.780,0.800,10.000
4.395,1.818,2.780,0.800,10.000
4.395,1.822,2.780,0.800,10.000
4.395,1.816,2.780,0.800,10.000
4.395,1.820,2.780,0.800,10.000
4.395,1.815,2.780,0.800,10.000
4.395,1.818,2.780,0.800,10.000
4.395,1.813,2.780,0.800,10.000
4.395,1.816,2.780,0.800,10.000
4.395,1.811,2.780,0.800,10.000
4.395,1.814,2.780,0.800,10.000
4.395,1.809,2.780,0.780,10.000
4.395,1.824,2.760,0.780,10.000
4.395,1.828,2.760,0.780,10.000
4.395,1.831,2.760,0.780,10.000
4.395,1.826,2.760,0.780,10.000
4.395,1.828,2.760,0.780,10.000
4.395,1.823,2.760,0.780,10.000
4.395,1.826,2.760,0.780,10.000
4.395,1.821,2.760,0.780,10.000
4.395,1.823,2.760,0.780,10.000
4.395,1.819,2.760,0.780,10.000
4.395,1.821,2.760,0.780,10.000
4.395,1.816,2.760,0.780,10.000
4.395,1.818,2.760,0.780,10.000
4.395,1.814,2.760,0.780,10.000
4.395,1.816,2.760,0.780,10.000
4.395,1.811,2.740,0.780,10.000
4.395,1.822,2.740,0.780,10.000
4.395,1.818,2.740,0.780,10.000
4.395,1.820,2.740,0.760,10.000
4.395,1.828,2.740,0.760,10.000
4.395,1.829,2.740,0.760,10.000
4.395,1.825,2.740,0.760,10.000
4.395,1.827,2.740,0.760,10.000
4.395,1.823,2.740,0.760,10.000
4.395,1.824,2.740,0.760,10.000
4.395,1.821,2.740,0.760,10.000
4.395,1.822,2.720,0.760,10.000
4.395,1.827,2.720,0.760,10.000
4.395,1.828,2.720,0.760,10.000
4.395,1.825,2.720,0.760,10.000
4.395,1.826,2.720,0.760,10.000
4.395,1.822,2.720,0.760,10.000
4.395,1.824,2.720,0.760,10.000
4.395,1.820,2.720,0.760,10.000
4.395,1.821,2.720,0.760,10.000
4.395,1.818,2.720,0.760,10.000
4.395,1.819,2.720,0.760,10.000
4.395,1.816,2.720,0.740,10.000
4.395,1.829,2.720,0.740,10.000
4.395,1.826,2.700,0.740,10.000
4.395,1.836,2.700,0.740,10.000
4.395,1.833,2.700,0.740,10.000
4.395,1.834,2.700,0.740,10.000
4.395,1.831,2.700,0.740,10.000
4.395,1.832,2.700,0.740,10.000
4.395,1.829,2.700,0.740,10.000
4.395,1.830,2.700,0.740,10.000
4.395,1.827,2.700,0.740,10.000
4.395,1.828,2.700,0.740,10.000
4.395,1.825,2.700,0.740,10.000
4.395,1.826,2.700,0.740,10.000
4.395,1.823,2.700,0.740,10.000
4.395,1.824,2.700,0.740,10.000
4.395,1.821,2.700,0.740,10.000
4.395,1.822,2.700,0.740,10.000
4.395,1.820,2.700,0.740,10.000
4.395,1.820,2.700,0.740,10.000
4.395,1.818,2.700,0.740,10.000
4.395,1.819,2.700,0.740,10.000
4.395,1.816,2.700,0.740,10.000
4.395,1.817,2.700,0.740,10.000
4.395,1.815,2.700,0.740,10.000
4.395,1.815,2.700,0.740,10.000
4.395,1.813,2.700,0.740,10.000
4.395,1.814,2.700,0.740,10.000
4.395,1.812,2.700,0.740,10.000
4.395,1.812,2.700,0.740,10.000
4.395,1.810,2.700,0.740,10.000
4.395,1.811,2.700,0.740,10.000
4.395,1.809,2.700,0.740,10.000
4.395,1.809,2.700,0.740,10.000
4.395,1.807,2.700,0.740,10.000
4.395,1.808,2.700,0.740,10.000
4.395,1.806,2.700,0.740,10.000
4.395,1.807,2.700,0.740,10.000
4.395,1.805,2.700,0.740,10.000
4.395,1.805,2.700,0.740,10.000
4.395,1.804,2.700,0.740,10.000
4.395,1.804,2.700,0.740,10.000
4.395,1.803,2.700,0.740,10.000
4.395,1.803,2.700,0.740,10.000
4.395,1.801,2.700,0.740,10.000
4.395,1.802,2.700,0.740,10.000
4.395,1.800,2.700,0.740,10.000
4.395,1.801,2.700,0.740,10.000
4.395,1.799,2.700,0.740,10.000
4.395,1.800,2.700,0.740,10.000
4.395,1.798,2.700,0.740,10.000
4.395,1.799,2.700,0.740,10.000
4.395,1.798,2.700,0.740,10.000
4.395,1.798,2.700,0.740,10.000
4.395,1.797,2.700,0.740,10.000
4.395,1.797,2.700,0.740,10.000
4.395,1.796,2.700,0.740,10.000
4.395,1.796,2.700,0.740,10.000
4.395,1.795,2.700,0.740,10.000
4.395,1.795,2.700,0.740,10.000
4.395,1.794,2.700,0.740,10.000
4.395,1.795,2.700,0.740,10.000
4.395,1.793,2.700,0.740,10.000
4.395,1.794,2.700,0.740,10.000
4.395,1.793,2.700,0.740,10.000
4.395,1.793,2.700,0.740,10.000
4.395,1.792,2.700,0.740,10.000
4.395,1.792,2.700,0.740,10.000
4.395,1.791,2.700,0.740,10.000
4.395,1.792,2.700,0.740,10.000
4.395,1.791,2.700,0.740,10.000
4.395,1.791,2.700,0.740,10.000
4.395,1.790,2.700,0.740,10.000
4.395,1.791,2.700,0.740,10.000
4.395,1.790,2.700,0.740,10.000
4.395,1.790,2.700,0.740,10.000
4.395,1.789,2.700,0.740,10.000
4.395,1.789,2.700,0.740,10.000
4.395,1.788,2.700,0.740,10.000
4.395,1.789,2.700,0.740,10.000
4.395,1.788,2.700,0.740,10.000
4.395,1.788,2.700,0.740,10.000
4.395,1.787,2.700,0.740,10.000
4.395,1.788,2.700,0.740,10.000
4.395,1.787,2.700,0.740,10.000
4.395,1.787,2.700,0.740,10.000
4.395,1.786,2.700,0.740,10.000
4.395,1.787,2.700,0.740,10.000
4.395,1.786,2.700,0.740,10.000
4.395,1.786,2.700,0.740,10.000
4.395,1.786,2.700,0.740,10.000
4.395,1.786,2.700,0.740,10.000
4.395,1.785,2.700,0.740,10.000
4.395,1.785,2.700,0.740,10.000
4.395,1.785,2.700,0.740,10.000
4.395,1.785,2.700,0.740,10.000
4.395,1.784,2.700,0.740,10.000
4.395,1.785,2.700,0.740,10.000
4.395,1.784,2.700,0.740,10.000
4.395,1.784,2.700,0.740,10.000
4.395,1.784,2.700,0.740,10.000
4.395,1.784,2.700,0.740,10.000
4.395,1.783,2.700,0.740,10.000
4.395,1.784,2.700,0.740,10.000
4.395,1.783,2.700,0.740,10.000
4.395,1.783,2.700,0.740,10.000
4.395,1.783,2.700,0.740,10.000
4.395,1.783,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.783,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.782,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.781,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.780,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.779,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.778,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.776,2.700,0.720,10.000
4.395,1.789,2.700,0.720,10.000
4.395,1.789,2.700,0.720,10.000
4.395,1.789,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.395,1.777,2.700,0.740,10.000
4.528,1.777,2.700,0.740,10.000
4.528,2.101,2.700,0.740,10.000
4.528,2.167,2.700,0.740,10.000
4.528,2.167,2.700,0.740,10.000
4.528,2.167,2.700,0.740,10.000
4.528,2.167,2.720,0.780,10.000
4.528,2.133,2.900,0.840,10.000
4.528,2.017,3.060,0.900,10.000
4.528,1.910,3.180,0.940,10.000
4.528,1.832,3.200,0.960,10.000
4.528,1.811,3.220,0.960,10.000
4.528,1.803,3.240,0.960,10.000
4.528,1.794,3.240,0.960,10.000
4.528,1.794,3.240,0.960,10.000
4.528,1.794,3.240,0.960,10.000
4.528,1.794,3.240,0.940,10.000
4.528,1.807,3.240,0.940,10.000
4.528,1.807,3.240,0.940,10.000
4.528,1.807,3.240,0.940,10.000
4.528,1.807,3.240,0.940,10.000
4.528,1.808,3.240,0.940,10.000
4.528,1.808,3.240,0.940,10.000
4.528,1.808,3.240,0.920,10.000
4.528,1.821,3.240,0.920,10.000
4.528,1.822,3.240,0.920,10.000
4.528,1.822,3.240,0.920,10.000
4.528,1.823,3.240,0.920,10.000
4.528,1.823,3.240,0.920,10.000
4.528,1.824,3.240,0.920,10.000
4.528,1.824,3.240,0.920,10.000
4.528,1.825,3.240,0.920,10.000
4.528,1.826,3.240,0.920,10.000
4.528,1.826,3.240,0.920,10.000
4.528,1.827,3.240,0.920,10.000
4.528,1.828,3.240,0.920,10.000
4.528,1.828,3.240,0.920,10.000
4.528,1.829,3.240,0.920,10.000
4.528,1.830,3.240,0.920,10.000
4.528,1.830,3.240,0.900,10.000
4.528,1.844,3.240,0.900,10.000
4.528,1.844,3.240,0.900,10.000
4.528,1.845,3.240,0.900,10.000
4.528,1.846,3.240,0.900,10.000
4.528,1.846,3.240,0.900,10.000
4.528,1.847,3.240,0.900,10.000
4.528,1.848,3.240,0.900,10.000
4.528,1.848,3.240,0.900,10.000
4.528,1.849,3.240,0.900,10.000
4.528,1.850,3.240,0.900,10.000
4.528,1.850,3.240,0.900,10.000
4.528,1.851,3.240,0.900,10.000
4.528,1.851,3.240,0.900,10.000
4.528,1.852,3.240,0.900,10.000
4.528,1.852,3.240,0.900,10.000
4.528,1.853,3.240,0.900,10.000
4.528,1.853,3.220,0.880,10.000
4.528,1.874,3.220,0.880,10.000
4.528,1.875,3.220,0.880,10.000
4.528,1.875,3.220,0.880,10.000
4.528,1.875,3.220,0.880,10.000
4.528,1.875,3.220,0.880,10.000
4.528,1.875,3.220,0.880,10.000
4.528,1.876,3.220,0.880,10.000
4.528,1.876,3.220,0.880,10.000
4.528,1.876,3.220,0.880,10.000
4.528,1.876,3.200,0.880,10.000
4.528,1.885,3.200,0.880,10.000
4.528,1.885,3.200,0.880,10.000
4.528,1.885,3.200,0.880,10.000
4.528,1.884,3.200,0.880,10.000
4.528,1.884,3.200,0.880,10.000
4.528,1.884,3.200,0.880,10.000
4.528,1.884,3.200,0.880,10.000
4.528,1.884,3.200,0.860,10.000
4.528,1.896,3.200,0.860,10.000
4.528,1.896,3.200,0.860,10.000
4.528,1.896,3.180,0.860,10.000
4.528,1.905,3.180,0.860,10.000
4.528,1.904,3.180,0.860,10.000
4.528,1.904,3.180,0.860,10.000
4.528,1.904,3.180,0.860,10.000
4.528,1.904,3.180,0.860,10.000
4.528,1.904,3.180,0.860,10.000
4.528,1.903,3.180,0.860,10.000
4.528,1.903,3.180,0.860,10.000
4.528,1.903,3.180,0.860,10.000
4.528,1.903,3.160,0.860,10.000
4.528,1.911,3.160,0.860,10.000
4.528,1.911,3.160,0.860,10.000
4.528,1.911,3.160,0.860,10.000
4.528,1.911,3.160,0.860,10.000
4.528,1.910,3.160,0.840,10.000
4.528,1.922,3.160,0.840,10.000
4.528,1.922,3.160,0.840,10.000
4.528,1.922,3.160,0.840,10.000
4.528,1.921,3.160,0.840,10.000
4.528,1.921,3.140,0.840,10.000
4.528,1.930,3.140,0.840,10.000
4.528,1.929,3.140,0.840,10.000
4.528,1.929,3.140,0.840,10.000
4.528,1.929,3.140,0.840,10.000
4.528,1.928,3.140,0.840,10.000
4.528,1.928,3.140,0.840,10.000
4.528,1.928,3.140,0.840,10.000
4.528,1.928,3.140,0.840,10.000
4.528,1.927,3.140,0.840,10.000
4.528,1.927,3.120,0.840,10.000
4.528,1.935,3.120,0.840,10.000
4.528,1.935,3.120,0.840,10.000
4.528,1.935,3.120,0.840,10.000
4.528,1.935,3.120,0.840,10.000
4.528,1.934,3.120,0.840,10.000
4.528,1.934,3.120,0.820,10.000
4.528,1.946,3.120,0.820,10.000
4.528,1.946,3.120,0.820,10.000
4.528,1.945,3.100,0.820,10.000
4.528,1.954,3.100,0.820,10.000
4.528,1.954,3.100,0.820,10.000
4.528,1.954,3.100,0.820,10.000
4.528,1.953,3.100,0.820,10.000
4.528,1.953,3.100,0.820,10.000
4.528,1.953,3.100,0.820,10.000
4.528,1.952,3.100,0.820,10.000
4.528,1.952,3.100,0.820,10.000
4.528,1.952,3.100,0.820,10.000
4.528,1.952,3.100,0.820,10.000
4.528,1.951,3.100,0.820,10.000
4.528,1.951,3.080,0.820,10.000
4.528,1.960,3.080,0.820,10.000
4.528,1.959,3.080,0.820,10.000
4.528,1.959,3.080,0.820,10.000
4.528,1.959,3.080,0.820,10.000
4.528,1.959,3.080,0.820,10.000
4.528,1.958,3.080,0.820,10.000
4.528,1.958,3.080,0.820,10.000
4.528,1.958,3.080,0.820,10.000
4.528,1.958,3.080,0.820,10.000
4.528,1.958,3.080,0.820,10.000
4.528,1.957,3.080,0.820,10.000
4.528,1.957,3.080,0.820,10.000
4.528,1.957,3.080,0.820,10.000
4.528,1.957,3.080,0.820,10.000
4.528,1.957,3.080,0.820,10.000
4.528,1.956,3.080,0.820,10.000
4.528,1.956,3.080,0.820,10.000
4.528,1.956,3.080,0.820,10.000
4.528,1.956,3.080,0.820,10.000
4.528,1.956,3.080,0.820,10.000
4.528,1.955,3.080,0.820,10.000
4.528,1.955,3.080,0.820,10.000
4.528,1.955,3.080,0.820,10.000
4.528,1.955,3.080,0.820,10.000
4.528,1.955,3.080,0.820,10.000
4.528,1.955,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.952,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.953,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
4.528,1.954,3.080,0.820,10.000
