xref[mm],s[mm],p[bar],u[V],t[ms] 
10.755,3.820,10.820,2.000,10.000
10.755,3.797,10.820,2.000,10.000
10.755,3.820,10.820,2.000,10.000
10.755,3.797,10.820,2.000,10.000
10.755,3.820,10.820,2.000,10.000
10.755,3.797,10.820,2.000,10.000
10.755,3.820,10.820,2.000,10.000
10.755,3.797,10.820,2.000,10.000
10.755,3.820,10.820,2.000,10.000
10.755,3.797,10.820,2.000,10.000
10.755,3.820,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,2.000,10.000
10.755,3.758,10.840,2.000,10.000
10.755,3.781,10.840,1.980,10.000
10.755,3.765,10.840,1.980,10.000
10.755,3.788,10.840,1.980,10.000
10.755,3.765,10.840,1.980,10.000
10.755,3.788,10.840,1.980,10.000
10.755,3.765,10.840,1.980,10.000
10.755,3.788,10.840,1.980,10.000
10.755,3.765,10.840,1.980,10.000
10.755,3.788,10.840,1.980,10.000
10.755,3.765,10.840,1.980,10.000
10.755,3.788,10.840,1.980,10.000
10.755,3.765,10.840,1.980,10.000
10.888,3.788,10.840,1.980,10.000
10.888,3.857,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
10.888,3.890,10.840,1.980,10.000
10.888,3.867,10.840,1.980,10.000
11.020,3.890,10.840,1.980,10.000
11.020,4.011,10.840,1.980,10.000
11.020,4.046,10.840,1.980,10.000
11.020,4.023,10.840,1.980,10.000
11.020,4.046,10.840,2.000,10.000
11.020,4.016,10.880,2.040,10.000
11.020,4.006,11.100,2.040,10.000
11.020,3.881,11.160,2.060,10.000
11.020,3.869,11.180,2.080,10.000
11.020,3.829,11.220,2.080,10.000
11.020,3.834,11.240,2.080,10.000
11.020,3.802,11.260,2.080,10.000
11.020,3.815,11.260,2.080,10.000
11.020,3.792,11.260,2.080,10.000
11.020,3.815,11.260,2.080,10.000
11.020,3.792,11.260,2.060,10.000
11.020,3.822,11.260,2.060,10.000
11.020,3.799,11.260,2.060,10.000
11.020,3.822,11.260,2.060,10.000
11.020,3.799,11.260,2.060,10.000
11.020,3.822,11.260,2.060,10.000
11.020,3.799,11.260,2.060,10.000
11.020,3.822,11.260,2.060,10.000
11.020,3.799,11.260,2.040,10.000
11.020,3.829,11.260,2.040,10.000
11.020,3.806,11.260,2.040,10.000
11.020,3.829,11.260,2.040,10.000
11.020,3.806,11.260,2.040,10.000
11.020,3.829,11.260,2.040,10.000
11.020,3.806,11.260,2.040,10.000
11.020,3.829,11.260,2.040,10.000
11.020,3.806,11.260,2.040,10.000
11.020,3.829,11.260,2.040,10.000
11.020,3.806,11.260,2.020,10.000
11.020,3.836,11.260,2.020,10.000
11.020,3.813,11.260,2.020,10.000
11.020,3.836,11.240,2.020,10.000
11.020,3.823,11.240,2.020,10.000
11.020,3.846,11.240,2.020,10.000
11.020,3.823,11.220,2.020,10.000
11.020,3.855,11.220,2.020,10.000
11.020,3.832,11.220,2.020,10.000
11.020,3.855,11.200,2.020,10.000
11.020,3.841,11.200,2.020,10.000
11.020,3.864,11.200,2.020,10.000
11.020,3.841,11.180,2.000,10.000
11.020,3.881,11.180,2.000,10.000
11.020,3.858,11.180,2.000,10.000
11.020,3.881,11.180,2.000,10.000
11.020,3.858,11.160,2.000,10.000
11.020,3.890,11.160,2.000,10.000
11.020,3.867,11.160,2.000,10.000
11.020,3.890,11.140,2.000,10.000
11.020,3.876,11.140,2.000,10.000
11.020,3.899,11.140,2.000,10.000
11.020,3.876,11.120,2.000,10.000
11.020,3.909,11.120,2.000,10.000
11.020,3.886,11.120,2.000,10.000
11.020,3.909,11.100,2.000,10.000
11.020,3.895,11.100,1.980,10.000
11.020,3.925,11.100,1.980,10.000
11.020,3.902,11.080,1.980,10.000
11.020,3.962,11.080,1.980,10.000
11.020,3.939,11.080,1.980,10.000
11.020,3.962,11.080,1.980,10.000
11.020,3.939,11.080,1.980,10.000
11.020,3.962,11.060,2.000,10.000
11.020,3.932,11.060,2.000,10.000
11.020,3.955,11.060,2.020,10.000
11.020,3.925,11.060,2.020,10.000
11.020,3.948,11.060,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.060,2.020,10.000
11.020,3.925,11.060,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.060,2.020,10.000
11.020,3.925,11.060,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.060,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.060,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
11.020,3.948,11.080,2.020,10.000
11.020,3.925,11.080,2.020,10.000
